"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","OC1","OD1","OD2","OD3","REM","EQD"
"06331099999","2023-02-18T11:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","240,1,N,0110,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0150,1,999","4,99,0130,1,999","5,99,0120,1,999","SYN04006331 46/// /2411 333 91013 91115 91212=",
"06331099999","2023-02-18T12:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","250,1,N,0110,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0160,1,999","4,99,0130,1,999","5,99,0130,1,999","SYN05606331 46/// /2511 333 91013 91116 91213 555 51114 51211=",
"06331099999","2023-02-18T13:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","250,1,N,0110,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0140,1,999","4,99,0140,1,999","5,99,0110,1,999","SYN04006331 46/// /2511 333 91014 91114 91211=",
"06331099999","2023-02-18T14:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","240,1,N,0100,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0130,1,999","4,99,0130,1,999","5,99,0100,1,999","SYN04006331 46/// /2410 333 91013 91113 91210=",
"06331099999","2023-02-18T15:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","240,1,N,0080,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0140,1,999","4,99,0090,1,999","5,99,0110,1,999","SYN05606331 46/// /2408 333 91009 91114 91211 555 51114 51211=",
"06331099999","2023-02-18T16:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","230,1,N,0080,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0100,1,999","4,99,0100,1,999","5,99,0080,1,999","SYN04006331 46/// /2308 333 91010 91110 91208=",
"06331099999","2023-02-18T17:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","240,1,N,0070,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0100,1,999","4,99,0080,1,999","5,99,0090,1,999","SYN04006331 46/// /2407 333 91008 91110 91209=",
"06331099999","2023-02-18T18:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","230,1,N,0100,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0140,1,999","4,99,0120,1,999","5,99,0110,1,999","SYN05606331 46/// /2310 333 91012 91114 91211 555 51112 51210=",
"06331099999","2023-02-18T19:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","230,1,N,0090,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0110,1,999","4,99,0110,1,999","5,99,0100,1,999","SYN04006331 46/// /2309 333 91011 91111 91210=",
"06331099999","2023-02-18T20:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","230,1,N,0100,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0120,1,999","4,99,0120,1,999","5,99,0100,1,999","SYN04006331 46/// /2310 333 91012 91112 91210=",
"06331099999","2023-02-18T21:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","240,1,N,0100,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0130,1,999","4,99,0120,1,999","5,99,0110,1,999","SYN05606331 46/// /2410 333 91012 91113 91211 555 51113 51211=",
"06331099999","2023-02-18T22:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","240,1,N,0090,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0120,1,999","4,99,0110,1,999","5,99,0100,1,999","SYN04006331 46/// /2409 333 91011 91112 91210=",
"06331099999","2023-02-18T23:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","240,1,N,0100,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0140,1,999","4,99,0120,1,999","5,99,0110,1,999","SYN04006331 46/// /2410 333 91012 91114 91211=",
"06331099999","2023-02-19T00:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","250,1,N,0100,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0140,1,999","4,99,0140,1,999","5,99,0110,1,999","SYN05606331 46/// /2510 333 91014 91114 91211 555 51114 51210=",
"06331099999","2023-02-19T01:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","250,1,N,0100,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0120,1,999","4,99,0120,1,999","5,99,0100,1,999","SYN04006331 46/// /2510 333 91012 91112 91210=",
"06331099999","2023-02-19T02:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","260,1,N,0080,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0120,1,999","4,99,0100,1,999","5,99,0090,1,999","SYN04006331 46/// /2608 333 91010 91112 91209=",
"06331099999","2023-02-19T03:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","260,1,N,0090,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0140,1,999","4,99,0100,1,999","5,99,0100,1,999","SYN05606331 46/// /2609 333 91010 91114 91210 555 51111 51209=",
"06331099999","2023-02-19T04:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","270,1,N,0090,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0120,1,999","4,99,0110,1,999","5,99,0090,1,999","SYN04006331 46/// /2709 333 91011 91112 91209=",
"06331099999","2023-02-19T05:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","270,1,N,0080,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0120,1,999","4,99,0100,1,999","5,99,0090,1,999","SYN04006331 46/// /2708 333 91010 91112 91209=",
"06331099999","2023-02-19T06:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","280,1,N,0080,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0140,1,999","4,99,0120,1,999","5,99,0100,1,999","SYN05606331 46/// /2808 333 91012 91114 91210 555 51112 51209=",
"06331099999","2023-02-19T07:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","280,1,N,0080,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0100,1,999","4,99,0090,1,999","5,99,0080,1,999","SYN04006331 46/// /2808 333 91009 91110 91208=",
"06331099999","2023-02-19T08:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","280,1,N,0080,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0100,1,999","4,99,0100,1,999","5,99,0080,1,999","SYN04006331 46/// /2808 333 91010 91110 91208=",
"06331099999","2023-02-19T09:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","280,1,N,0080,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0120,1,999","4,99,0090,1,999","5,99,0080,1,999","SYN05606331 46/// /2808 333 91009 91112 91208 555 51110 51208=",
"06331099999","2023-02-19T10:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","290,1,N,0080,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0100,1,999","4,99,0090,1,999","5,99,0090,1,999","SYN04006331 46/// /2908 333 91009 91110 91209=",
"06331099999","2023-02-19T11:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","290,1,N,0070,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0100,1,999","4,99,0080,1,999","5,99,0080,1,999","SYN04006331 46/// /2907 333 91008 91110 91208=",
"06331099999","2023-02-19T12:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","290,1,N,0080,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0120,1,999","4,99,0100,1,999","5,99,0090,1,999","SYN05606331 46/// /2908 333 91010 91112 91209 555 51111 51209=",
"06331099999","2023-02-19T13:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","290,1,N,0090,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0100,1,999","4,99,0100,1,999","5,99,0090,1,999","SYN04006331 46/// /2909 333 91010 91110 91209=",
"06331099999","2023-02-19T14:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","300,1,N,0070,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0100,1,999","4,99,0090,1,999","5,99,0090,1,999","SYN04006331 46/// /3007 333 91009 91110 91209=",
"06331099999","2023-02-19T15:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","300,1,N,0070,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0100,1,999","4,99,0090,1,999","5,99,0090,1,999","SYN05606331 46/// /3007 333 91009 91110 91209 555 51109 51208=",
"06331099999","2023-02-19T16:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","290,1,N,0060,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0080,1,999","4,99,0070,1,999","5,99,0060,1,999","SYN04006331 46/// /2906 333 91007 91108 91206=",
"06331099999","2023-02-19T17:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","290,1,N,0040,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0070,1,999","4,99,0050,1,999","5,99,0060,1,999","SYN04006331 46/// /2904 333 91005 91107 91206=",
"06331099999","2023-02-19T18:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","240,1,N,0040,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0100,1,999","4,99,0040,1,999","5,99,0090,1,999","SYN05606331 46/// /2404 333 91004 91110 91209 555 51105 51204=",
"06331099999","2023-02-19T19:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","230,1,N,0050,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0050,1,999","4,99,0050,1,999","5,99,0050,1,999","SYN04006331 46/// /2305 333 91005 91105 91205=",
"06331099999","2023-02-19T20:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","210,1,N,0050,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0050,1,999","4,99,0050,1,999","5,99,0050,1,999","SYN04006331 46/// /2105 333 91005 91105 91205=",
"06331099999","2023-02-19T21:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","200,1,N,0050,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0050,1,999","4,99,0050,1,999","5,99,0050,1,999","SYN05606331 46/// /2005 333 91005 91105 91205 555 51105 51205=",
"06331099999","2023-02-19T22:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","190,1,N,0050,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0060,1,999","4,99,0060,1,999","5,99,0060,1,999","SYN04006331 46/// /1905 333 91006 91106 91206=",
"06331099999","2023-02-19T23:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","200,1,N,0070,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0080,1,999","4,99,0080,1,999","5,99,0070,1,999","SYN04006331 46/// /2007 333 91008 91108 91207=",
"06331099999","2023-02-20T00:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","200,1,N,0060,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0090,1,999","4,99,0070,1,999","5,99,0070,1,999","SYN05606331 46/// /2006 333 91007 91109 91207 555 51109 51207=",
"06331099999","2023-02-20T01:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","220,1,N,0080,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0100,1,999","4,99,0100,1,999","5,99,0080,1,999","SYN04006331 46/// /2208 333 91010 91110 91208=",
"06331099999","2023-02-20T02:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","210,1,N,0080,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0100,1,999","4,99,0090,1,999","5,99,0080,1,999","SYN04006331 46/// /2108 333 91009 91110 91208=",
"06331099999","2023-02-20T03:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","210,1,N,0080,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0100,1,999","4,99,0100,1,999","5,99,0080,1,999","SYN05606331 46/// /2108 333 91010 91110 91208 555 51110 51208=",
"06331099999","2023-02-20T04:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","220,1,N,0080,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0110,1,999","4,99,0110,1,999","5,99,0090,1,999","SYN04006331 46/// /2208 333 91011 91111 91209=",
"06331099999","2023-02-20T05:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","230,1,N,0100,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0130,1,999","4,99,0130,1,999","5,99,0100,1,999","SYN04006331 46/// /2310 333 91013 91113 91210=",
"06331099999","2023-02-20T06:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","230,1,N,0110,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0140,1,999","4,99,0140,1,999","5,99,0110,1,999","SYN05606331 46/// /2311 333 91014 91114 91211 555 51114 51211=",
"06331099999","2023-02-20T07:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","230,1,N,0100,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0130,1,999","4,99,0120,1,999","5,99,0110,1,999","SYN04006331 46/// /2310 333 91012 91113 91211=",
"06331099999","2023-02-20T08:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","230,1,N,0100,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0130,1,999","4,99,0120,1,999","5,99,0110,1,999","SYN04006331 46/// /2310 333 91012 91113 91211=",
"06331099999","2023-02-20T09:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","240,1,N,0110,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0140,1,999","4,99,0130,1,999","5,99,0110,1,999","SYN05606331 46/// /2411 333 91013 91114 91211 555 51113 51211=",
"06331099999","2023-02-20T10:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","250,1,N,0110,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0160,1,999","4,99,0140,1,999","5,99,0130,1,999","SYN04006331 46/// /2511 333 91014 91116 91213=",
"06331099999","2023-02-20T11:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","240,1,N,0110,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0140,1,999","4,99,0140,1,999","5,99,0120,1,999","SYN04006331 46/// /2411 333 91014 91114 91212=",
"06331099999","2023-02-20T12:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","240,1,N,0100,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0160,1,999","4,99,0120,1,999","5,99,0130,1,999","SYN05606331 46/// /2410 333 91012 91116 91213 555 51114 51211=",
"06331099999","2023-02-20T13:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","230,1,N,0100,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0120,1,999","4,99,0120,1,999","5,99,0100,1,999","SYN04006331 46/// /2310 333 91012 91112 91210=",
"06331099999","2023-02-20T14:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","240,1,N,0100,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0130,1,999","4,99,0130,1,999","5,99,0110,1,999","SYN04006331 46/// /2410 333 91013 91113 91211=",
"06331099999","2023-02-20T15:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","240,1,N,0080,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0130,1,999","4,99,0100,1,999","5,99,0110,1,999","SYN05606331 46/// /2408 333 91010 91113 91211 555 51111 51209=",
"06331099999","2023-02-20T16:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","230,1,N,0080,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0110,1,999","4,99,0090,1,999","5,99,0090,1,999","SYN04006331 46/// /2308 333 91009 91111 91209=",
"06331099999","2023-02-20T17:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","240,1,N,0070,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0100,1,999","4,99,0090,1,999","5,99,0080,1,999","SYN04006331 46/// /2407 333 91009 91110 91208=",
"06331099999","2023-02-20T18:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","240,1,N,0080,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0130,1,999","4,99,0090,1,999","5,99,0110,1,999","SYN05606331 46/// /2408 333 91009 91113 91211 555 511// 512//=",
"06331099999","2023-02-20T19:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","240,1,N,0060,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0100,1,999","4,99,0080,1,999","5,99,0080,1,999","SYN04006331 46/// /2406 333 91008 91110 91208=",
"06331099999","2023-02-20T20:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","230,1,N,0060,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0080,1,999","4,99,0080,1,999","5,99,0060,1,999","SYN04006331 46/// /2306 333 91008 91108 91206=",
"06331099999","2023-02-20T21:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","230,1,N,0040,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0100,1,999","4,99,0070,1,999","5,99,0080,1,999","SYN05606331 46/// /2304 333 91007 91110 91208 555 51109 51207=",
"06331099999","2023-02-20T22:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","240,1,N,0060,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0090,1,999","4,99,0080,1,999","5,99,0070,1,999","SYN04006331 46/// /2406 333 91008 91109 91207=",
"06331099999","2023-02-20T23:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","230,1,N,0050,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0080,1,999","4,99,0060,1,999","5,99,0070,1,999","SYN04006331 46/// /2305 333 91006 91108 91207=",
"06331099999","2023-02-21T00:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","230,1,N,0050,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0100,1,999","4,99,0060,1,999","5,99,0080,1,999","SYN05606331 46/// /2305 333 91006 91110 91208 555 51108 51207=",
"06331099999","2023-02-21T01:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","230,1,N,0070,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0080,1,999","4,99,0080,1,999","5,99,0070,1,999","SYN04006331 46/// /2307 333 91008 91108 91207=",
"06331099999","2023-02-21T02:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","250,1,N,0050,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0080,1,999","4,99,0070,1,999","5,99,0060,1,999","SYN04006331 46/// /2505 333 91007 91108 91206=",
"06331099999","2023-02-21T03:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","240,1,N,0060,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0090,1,999","4,99,0080,1,999","5,99,0070,1,999","SYN05606331 46/// /2406 333 91008 91109 91207 555 51109 51207=",
"06331099999","2023-02-21T04:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","230,1,N,0050,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0070,1,999","4,99,0070,1,999","5,99,0060,1,999","SYN04006331 46/// /2305 333 91007 91107 91206=",
"06331099999","2023-02-21T05:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","230,1,N,0050,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0070,1,999","4,99,0070,1,999","5,99,0060,1,999","SYN04006331 46/// /2305 333 91007 91107 91206=",
"06331099999","2023-02-21T06:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","230,1,N,0040,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0090,1,999","4,99,0050,1,999","5,99,0070,1,999","SYN05606331 46/// /2304 333 91005 91109 91207 555 51106 51205=",
"06331099999","2023-02-21T07:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","220,1,N,0040,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0050,1,999","4,99,0050,1,999","5,99,0040,1,999","SYN04006331 46/// /2204 333 91005 91105 91204=",
"06331099999","2023-02-21T08:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","220,1,N,0040,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0050,1,999","4,99,0050,1,999","5,99,0040,1,999","SYN04006331 46/// /2204 333 91005 91105 91204=",
"06331099999","2023-02-21T09:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","230,1,N,0030,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0050,1,999","4,99,0040,1,999","5,99,0040,1,999","SYN05606331 46/// /2303 333 91004 91105 91204 555 51104 51203=",
"06331099999","2023-02-21T10:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","210,1,N,0040,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0050,1,999","4,99,0050,1,999","5,99,0040,1,999","SYN04006331 46/// /2104 333 91005 91105 91204=",
"06331099999","2023-02-21T11:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","210,1,N,0040,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0050,1,999","4,99,0050,1,999","5,99,0040,1,999","SYN04006331 46/// /2104 333 91005 91105 91204=",
"06331099999","2023-02-21T12:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","210,1,N,0040,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0060,1,999","4,99,0050,1,999","5,99,0050,1,999","SYN05606331 46/// /2104 333 91005 91106 91205 555 51106 51205=",
"06331099999","2023-02-21T13:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","190,1,N,0040,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0060,1,999","4,99,0050,1,999","5,99,0050,1,999","SYN04006331 46/// /1904 333 91005 91106 91205=",
"06331099999","2023-02-21T14:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","230,1,N,0030,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0050,1,999","4,99,0040,1,999","5,99,0040,1,999","SYN04006331 46/// /2303 333 91004 91105 91204=",
"06331099999","2023-02-21T15:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","200,1,N,0030,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0060,1,999","4,99,0040,1,999","5,99,0050,1,999","SYN05606331 46/// /2003 333 91004 91106 91205 555 51104 51203=",
"06331099999","2023-02-21T16:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","190,1,N,0030,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0040,1,999","4,99,0040,1,999","5,99,0030,1,999","SYN04006331 46/// /1903 333 91004 91104 91203=",
"06331099999","2023-02-21T17:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","210,1,N,0010,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0040,1,999","4,99,0010,1,999","5,99,0030,1,999","SYN04006331 46/// /2101 333 91001 91104 91203=",
"06331099999","2023-02-21T18:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","150,1,N,0030,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0060,1,999","4,99,0040,1,999","5,99,0050,1,999","SYN05606331 46/// /1503 333 91004 91106 91205 555 51104 51203=",
"06331099999","2023-02-21T19:00:00","4","51.4833333","4.2","0.0","MAROLLEGAT, NL","FM-12","99999","V020","170,1,N,0020,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,"3,99,0050,1,999","4,99,0040,1,999","5,99,0030,1,999","SYN04006331 46/// /1702 333 91004 91105 91203=",
