"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","REM"
"71839099999","2023-01-02T22:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+0025,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-02T23:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+0011,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-03T00:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","-0015,1","+9999,9","99999,9","06,9999,1,9","24,9999,1,9","SYN04071839 46/// ///// 11015 6///1 333 7////="
"71839099999","2023-01-03T01:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0037,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-03T02:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0062,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-03T03:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","-0081,1","+9999,9","99999,9","03,9999,9,9",,"SYN03471839 46/// ///// 11081 333 6///7="
"71839099999","2023-01-03T04:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0069,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-03T05:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0082,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-03T06:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","-0079,1","+9999,9","99999,9","06,9999,1,9","24,9999,1,9","SYN04071839 46/// ///// 11079 6///1 333 7////="
"71839099999","2023-01-03T07:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0092,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-03T08:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0104,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-03T09:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","-0099,1","+9999,9","99999,9","03,9999,9,9",,"SYN03471839 46/// ///// 11099 333 6///7="
"71839099999","2023-01-03T10:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0081,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-03T11:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0068,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-03T12:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","-0057,1","+9999,9","99999,9","06,9999,1,9","24,9999,1,9","SYN04071839 46/// ///// 11057 6///1 333 7////="
"71839099999","2023-01-03T13:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0090,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-03T14:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0046,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-03T15:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","-0041,1","+9999,9","99999,9","03,9999,9,9",,"SYN03471839 46/// ///// 11041 333 6///7="
"71839099999","2023-01-03T16:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0023,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-03T17:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0003,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-03T18:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0004,1","+9999,9","99999,9","06,9999,1,9","24,9999,1,9","SYN04071839 46/// ///// 10004 6///1 333 7////="
"71839099999","2023-01-03T19:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0003,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-03T20:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+0002,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-03T21:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0002,1","+9999,9","99999,9","03,9999,9,9",,"SYN03471839 46/// ///// 10002 333 6///7="
"71839099999","2023-01-03T22:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0014,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-03T23:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0016,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-04T00:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","-0021,1","+9999,9","99999,9","06,9999,1,9","24,9999,1,9","SYN04071839 46/// ///// 11021 6///1 333 7////="
"71839099999","2023-01-04T01:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0036,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-04T02:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0033,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-04T03:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","-0034,1","+9999,9","99999,9","03,9999,9,9",,"SYN03471839 46/// ///// 11034 333 6///7="
"71839099999","2023-01-04T04:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0046,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-04T05:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0042,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-04T06:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","-0042,1","+9999,9","99999,9","06,9999,1,9","24,9999,1,9","SYN04071839 46/// ///// 11042 6///1 333 7////="
"71839099999","2023-01-04T07:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0050,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-04T08:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0044,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-04T09:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","-0040,1","+9999,9","99999,9","03,9999,9,9",,"SYN03471839 46/// ///// 11040 333 6///7="
"71839099999","2023-01-04T10:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0044,1","+9999,9","99999,9",,,"SYN004BUFR"
