"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","GA1","GA2","GA3","GE1","GF1","KA1","KA2","MA1","MD1","ME1","REM","EQD"
"43272099999","2023-06-21T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","320,1,N,0005,1","99999,9,9,N","002000,1,9,9","+0240,1","+0211,1","99999,9","24,0010,3,1",,"03,1,+00800,1,07,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0286,1","240,N,+0218,1","99999,9,09130,1",,"3,1478,9","SYN09843272 22595 83201 10240 20211 39130 48478 8374/ 333 10286 20218 56999 59006 6001/ 555 00014 10046=",
"43272099999","2023-06-22T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","320,1,N,0015,1","99999,9,9,N","010000,1,9,9","+0248,1","+0216,1","99999,9","24,0020,3,1",,,,,,,"240,M,+0293,1","240,N,+0214,1","99999,9,09137,1","9,9,999,9,+007,1","3,1487,9","SYN08643272 22997 03203 10248 20216 39137 48487 333 10293 20214 58007 6002/ 555 00017 10048=",
"43272099999","2023-06-25T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0232,1","+0183,1","99999,9",,,"03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","07,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0303,1","240,N,+0208,1","99999,9,09130,1",,"3,1478,9","SYN07643272 32595 73202 10232 20183 39130 48478 83742 333 10303 20208 56299 59003=",
"43272099999","2023-06-27T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0230,1","+0194,1","99999,9",,,"03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0291,1","240,N,+0206,1","99999,9,09136,1",,"3,1482,9","SYN08643272 32595 62302 10230 20194 39136 48482 83632 333 10291 20206 56299 59001 555 10057=",
"43272099999","2023-06-29T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0015,1","99999,9,9,N","010000,1,9,9","+0246,1","+0211,1","99999,9",,,,,,,,"240,M,+0306,1","240,N,+0213,1","99999,9,09152,1","9,9,999,9,+005,1","3,1501,9","SYN07443272 32997 02303 10246 20211 39152 48501 333 10306 20213 58005 555 10057=",
"43272099999","2023-07-01T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0246,1","+0211,1","99999,9","24,0162,3,1",,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9","240,M,+0311,1","240,N,+0218,1","99999,9,09153,1","9,9,999,9,-005,1","3,1502,9","SYN07643272 22997 03202 10246 20211 39153 48502 80000 333 10311 20218 59005 70162=",
"43272099999","2023-07-03T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0015,1","99999,9,9,N","002000,1,9,9","+0232,1","+0183,1","99999,9",,,"03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0309,1","240,N,+0219,1","99999,9,09130,1",,"3,1478,9","SYN08643272 32595 62303 10232 20183 39130 48478 83632 333 10309 20219 56299 59021 555 10078=",
"43272099999","2023-07-09T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0015,1","99999,9,9,N","002000,1,9,9","+0225,1","+0188,1","99999,9","24,0040,3,2","24,0039,3,2","03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0286,1","240,N,+0210,1","99999,9,09155,1",,"3,1500,9","SYN08843272 32595 62303 10225 20188 39155 48500 83632 333 10286 20210 56299 59003 6004/ 70039=",
"43272099999","2023-07-12T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0015,1","99999,9,9,N","002000,1,9,9","+0236,1","+0197,1","99999,9",,,"03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0281,1","240,N,+0210,1","99999,9,09138,1",,"3,1486,9","SYN08643272 32595 62303 10236 20197 39138 48486 83632 333 10281 20210 56299 58000 555 10093=",
"43272099999","2023-07-13T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0240,1","+0208,1","99999,9","24,0010,3,2","24,0014,3,2","03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0240,1","240,N,+0208,1","99999,9,09138,1",,"3,1486,9","SYN08843272 22595 62302 10240 20208 39138 48486 83632 333 10240 20208 56299 58000 6001/ 70014=",
"43272099999","2023-07-14T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0021,1","99999,9,9,N","004000,1,9,9","+0236,1","+0197,1","99999,9",,,"02,1,+00800,1,06,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","05,99,1,02,1,99,9,00800,1,99,9,99,9","240,M,+0298,1","240,N,+0211,1","99999,9,09148,1",,"3,1495,9","SYN08643272 32596 52304 10236 20197 39148 48495 82532 333 10298 20211 56299 58010 555 10094=",
"43272099999","2023-07-15T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0015,1","99999,9,9,N","004000,1,9,9","+0308,1","+0202,1","99999,9",,,"02,1,+00800,1,06,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","05,99,1,02,1,99,9,00800,1,99,9,99,9","240,M,+0308,1","240,N,+0211,1","99999,9,09147,1",,"3,1494,9","SYN08643272 32596 52303 10308 20202 39147 48494 82532 333 10308 20211 56299 59001 555 10094=",
"43272099999","2023-07-19T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0031,1","99999,9,9,N","002000,1,9,9","+0230,1","+0200,1","99999,9",,,"03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0307,1","240,N,+0218,1","99999,9,09118,1",,"3,1465,9","SYN08643272 32595 82306 10230 20200 39118 48465 83742 333 10307 20218 56599 59015 555 10117=",
"43272099999","2023-07-21T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0240,1","+0211,1","99999,9",,,"03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","07,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0301,1","240,N,+0214,1","99999,9,09118,1",,"3,1462,9","SYN08643272 32595 72302 10240 20211 39118 48462 83742 333 10301 20214 56299 58005 555 10119=",
"43272099999","2023-07-24T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0026,1","99999,9,9,N","010000,1,9,9","+0222,1","+0204,1","99999,9","24,0030,3,2","24,0032,3,2","03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0301,1","240,N,+0209,1","99999,9,09140,1",,"3,1486,9","SYN10443272 22597 82305 10222 20204 39140 48486 83742 333 10301 20209 56999 58018 6003/ 70032 555 00032 10131=",
"43272099999","2023-07-25T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0021,1","99999,9,9,N","002000,1,9,9","+0220,1","+0199,1","99999,9","24,0050,3,2","24,0046,3,2","03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0267,1","240,N,+0211,1","99999,9,09130,1",,"3,1474,9","SYN10443272 22595 82304 10220 20199 39130 48474 83742 333 10267 20211 56999 59010 6005/ 70046 555 00046 10136=",
"43272099999","2023-07-27T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0026,1","99999,9,9,N","002000,1,9,9","+0220,1","+0190,1","99999,9","24,0100,3,1",,"03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0253,1","240,N,+0203,1","99999,9,09147,1",,"3,1489,9","SYN08243272 22595 82305 10220 20190 39147 48489 83742 333 10253 20203 56999 58014 6010/=",
"43272099999","2023-07-28T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0015,1","99999,9,9,N","010000,1,9,9","+0224,1","+0197,1","99999,9",,,,,,,,"240,M,+0279,1","240,N,+0213,1","99999,9,09148,1","9,9,999,9,+001,1","3,1493,9","SYN06443272 32997 02303 10224 20197 39148 48493 333 10279 20213 58001=",
"43272099999","2023-07-30T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0021,1","22000,1,9,N","010000,1,9,9","+0230,1","+0194,1","99999,9",,,,,,"9,AGL   ,+99999,+99999","03,99,1,99,9,99,9,99999,9,99,9,99,9","240,M,+0291,1","240,N,+0215,1","99999,9,09151,1","9,9,999,9,+001,1","3,1495,9","SYN07443272 32997 32304 10230 20194 39151 48495 333 10291 20215 58001 555 10154=",
"43272099999","2023-07-31T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","320,1,N,0036,1","99999,9,9,N","010000,1,9,9","+0242,1","+0210,1","99999,9",,,,,,,,"240,M,+0302,1","240,N,+0201,1","99999,9,09148,1","9,9,999,9,-003,1","3,1497,9","SYN07443272 32997 03207 10242 20210 39148 48497 333 10302 20201 59003 555 10154=",
"43272099999","2023-08-01T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","320,1,N,0021,1","99999,9,9,N","004000,1,9,9","+0236,1","+0194,1","99999,9",,,"03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","07,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0311,1","240,N,+0213,1","99999,9,09147,1",,"3,1494,9","SYN08643272 32596 73204 10236 20194 39147 48494 83742 333 10311 20213 56299 59001 555 10154=",
"43272099999","2023-08-02T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0026,1","99999,9,9,N","010000,1,9,9","+0230,1","+0191,1","99999,9",,,,,,,,"240,M,+0301,1","240,N,+0198,1","99999,9,09148,1","9,9,999,9,+001,1","3,1493,9","SYN08043272 32997 02305 10230 20191 39148 48493 8//// 333 10301 20198 58001 555 10154=",
"43272099999","2023-08-03T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0021,1","99999,9,9,N","010000,1,9,9","+0240,1","+0192,1","99999,9",,,,,,,,"240,M,+0306,1","240,N,+0213,1","99999,9,09147,1","9,9,999,9,-001,1","3,1494,9","SYN07443272 32997 02304 10240 20192 39147 48494 333 10306 20213 59001 555 10154=",
"43272099999","2023-08-04T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0021,1","99999,9,9,N","010000,1,9,9","+0238,1","+0193,1","99999,9",,,,,,,,"240,M,+0309,1","240,N,+0198,1","99999,9,09157,1","9,9,999,9,+010,1","3,1504,9","SYN07443272 32997 02304 10238 20193 39157 48504 333 10309 20198 58010 555 10154=",
"43272099999","2023-08-07T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0238,1","+0180,1","99999,9","24,0030,3,2","24,0028,3,2","03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0316,1","240,N,+0204,1","99999,9,09157,1",,"3,1504,9","SYN10443272 22595 62302 10238 20180 39157 48504 83632 333 10316 20204 56299 59018 6003/ 70028 555 00028 10158=",
"43272099999","2023-08-08T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0238,1","+0196,1","99999,9",,,,,,,,"240,M,+0311,1","240,N,+0208,1","99999,9,09151,1","9,9,999,9,-006,1","3,1498,9","SYN07443272 32997 02302 10238 20196 39151 48498 333 10311 20208 59006 555 10158=",
"43272099999","2023-08-09T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0248,1","+0191,1","99999,9",,,,,,,,"240,M,+0304,1","240,N,+0209,1","99999,9,09171,1","9,9,999,9,+020,1","3,1518,9","SYN07043272 32997 02302 10248 20191 39171 48518 8//// 333 10304 20209 58020=",
"43272099999","2023-08-11T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0232,1","+0208,1","99999,9","24,0020,3,2","24,0015,3,2","03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0311,1","240,N,+0217,1","99999,9,09166,1",,"3,1512,9","SYN08843272 22595 60502 10232 20208 39166 48512 83632 333 10311 20217 56299 59009 6002/ 70015=",
"43272099999","2023-08-14T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0246,1","+0208,1","99999,9",,,"03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0321,1","240,N,+0210,1","99999,9,09165,1",,"3,1513,9","SYN08643272 32595 63202 10246 20208 39165 48513 83632 333 10321 20210 56299 59002 555 10160=",
"43272099999","2023-08-16T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","320,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0240,1","+0195,1","99999,9",,,,,,,,"240,M,+0326,1","240,N,+0213,1","99999,9,09165,1","9,9,999,9,+001,1","3,1511,9","SYN07443272 32997 03201 10240 20195 39165 48511 333 10326 20213 58001 555 10160=",
"43272099999","2023-08-18T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","270,1,N,0015,1","99999,9,9,N","010000,1,9,9","+0250,1","+0193,1","99999,9",,,,,,,,"240,M,+0318,1","240,N,+0217,1","99999,9,09153,1","9,9,999,9,-011,1","3,1502,9","SYN07443272 32997 02703 10250 20193 39153 48502 333 10318 20217 59011 555 10160=",
"43272099999","2023-08-21T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0248,1","+0207,1","99999,9",,,,,,,,"240,M,+0306,1","240,N,+0206,1","99999,9,09147,1","9,9,999,9,-001,1","3,1496,9","SYN07443272 32997 03202 10248 20207 39147 48496 333 10306 20206 59001 555 10166=",
"43272099999","2023-08-22T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0248,1","+0197,1","99999,9",,,,,,,,"240,M,+0321,1","240,N,+0213,1","99999,9,09146,1","9,9,999,9,-001,1","3,1495,9","SYN07443272 32997 03202 10248 20197 39146 48495 333 10321 20213 59001 555 10166=",
"43272099999","2023-08-25T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0240,1","+0201,1","99999,9",,,,,,,,"240,M,+0321,1","240,N,+0203,1","99999,9,09150,1","9,9,999,9,+003,1","3,1497,9","SYN07443272 32997 02301 10240 20201 39150 48497 333 10321 20203 58003 555 10166=",
"43272099999","2023-08-26T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","320,1,N,0005,1","99999,9,9,N","002000,1,9,9","+0250,1","+0206,1","99999,9",,,"03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0341,1","240,N,+0219,1","99999,9,09159,1",,"3,1508,9","SYN08643272 32595 63201 10250 20206 39159 48508 83632 333 10341 20219 56299 58009 555 10166=",
"43272099999","2023-08-27T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","320,1,N,0005,1","99999,9,9,N","002000,1,9,9","+0252,1","+0198,1","99999,9",,,"03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0323,1","240,N,+0233,1","99999,9,09169,1",,"3,1519,9","SYN08643272 32595 63201 10252 20198 39169 48519 83632 333 10323 20233 56299 58010 555 10166=",
"43272099999","2023-08-28T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0262,1","+0190,1","99999,9",,,,,,,,"240,M,+0333,1","240,N,+0223,1","99999,9,09163,1","9,9,999,9,-006,1","3,1515,9","SYN07443272 32997 03202 10262 20190 39163 48515 333 10333 20223 59006 555 10166=",
"43272099999","2023-08-29T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","320,1,N,0015,1","99999,9,9,N","010000,1,9,9","+0248,1","+0191,1","99999,9",,,,,,,,"240,M,+0344,1","240,N,+0228,1","99999,9,09153,1","9,9,999,9,-010,1","3,1502,9","SYN07443272 32997 03203 10248 20191 39153 48502 333 10344 20228 59010 555 10166=",
"43272099999","2023-08-30T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","320,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0250,1","+0193,1","99999,9",,,,,,,,"240,M,+0332,1","240,N,+0213,1","99999,9,09153,1","9,9,999,9,+000,1","3,1502,9","SYN07443272 32997 03201 10250 20193 39153 48502 333 10332 20213 58000 555 10166=",
"43272099999","2023-09-01T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0232,1","+0186,1","99999,9","24,0410,3,2","24,0408,3,2",,,,,,"240,M,+0316,1","240,N,+0203,1","99999,9,09146,1","9,9,999,9,+007,1","3,1493,9","SYN09243272 22997 03202 10232 20186 39146 48493 333 10316 20203 58007 6041/ 70408 555 00408 10207=",
"43272099999","2023-09-03T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0212,1","+0203,1","99999,9","24,0400,3,1",,"03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","07,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0301,1","240,N,+0203,1","99999,9,09145,1",,"3,1487,9","SYN10443272 22595 73202 10212 20203 39145 48487 83742 333 10301 20203 56299 59002 6040/ 70400 555 00400 10251=",
"43272099999","2023-09-04T12:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0246,1","+0192,1","99999,9",,,"03,1,+00800,1,08,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","07,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0291,1",,"99999,9,09111,1",,"3,1462,9","SYN07043272 32595 72302 10246 20192 39111 48462 83242 333 10291 56299 59016=",
"43272099999","2023-09-05T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0214,1","+0177,1","99999,9","24,0100,3,2","24,0096,3,2","03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0261,1","240,N,+0203,1","99999,9,09129,1",,"3,1473,9","SYN10443272 22595 82302 10214 20177 39129 48473 83742 333 10261 20203 56999 58003 6010/ 70096 555 00096 10261=",
"43272099999","2023-09-08T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","320,1,N,0015,1","99999,9,9,N","010000,1,9,9","+0236,1","+0197,1","99999,9",,,"03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","07,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0311,1","240,N,+0211,1","99999,9,09134,1",,"3,1482,9","SYN08643272 32597 73203 10236 20197 39134 48482 83742 333 10311 20211 56299 58001 555 10261=",
"43272099999","2023-09-10T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","320,1,N,0021,1","99999,9,9,N","002000,1,9,9","+0240,1","+0195,1","99999,9",,,"03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0313,1",,"99999,9,09138,1",,"3,1486,9","SYN08043272 32595 63204 10240 20195 39138 48486 83632 333 10313 56299 58001 555 10261=",
"43272099999","2023-09-11T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0234,1","+0198,1","99999,9",,,"03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0321,1","240,N,+0208,1","99999,9,09142,1",,"3,1489,9","SYN08643272 32596 62302 10234 20198 39142 48489 83632 333 10321 20208 56299 58004 555 10261=",
"43272099999","2023-09-13T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0015,1","99999,9,9,N","010000,1,9,9","+0240,1","+0188,1","99999,9",,,,,,,,"240,M,+0301,1","240,N,+0208,1","99999,9,09146,1","9,9,999,9,+003,1","3,1493,9","SYN07443272 32997 02303 10240 20188 39146 48493 333 10301 20208 58003 555 10261=",
"43272099999","2023-09-16T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","270,1,N,0021,1","99999,9,9,N","002000,1,9,9","+0244,1","+0202,1","99999,9","24,0000,9,1",,"03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","07,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0301,1","240,N,+0218,1","99999,9,09145,1",,"3,1494,9","SYN09243272 22595 72704 10244 20202 39145 48494 83742 333 10301 20218 56299 59001 6990/ 555 10261=","Q01  00002PRCP24"
"43272099999","2023-09-19T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0240,1","+0192,1","99999,9",,,,,,,,"240,M,+0304,1","240,N,+0205,1","99999,9,09152,1","9,9,999,9,+008,1","3,1499,9","SYN07443272 32997 02301 10240 20192 39152 48499 333 10304 20205 58008 555 10278=",
"43272099999","2023-09-21T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0005,1","99999,9,9,N","002000,1,9,9","+0230,1","+0200,1","99999,9",,,"03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0306,1","240,N,+0218,1","99999,9,09165,1",,"3,1508,9","SYN08643272 32595 82301 10230 20200 39165 48508 83742 333 10306 20218 56799 58009 555 10278=",
"43272099999","2023-10-05T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0242,1","+0210,1","99999,9",,,"03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0301,1","240,N,+0212,1","99999,9,09167,1",,"3,1515,9","SYN08643272 32595 63200 10242 20210 39167 48515 83632 333 10301 20212 56299 58002 555 10000=",
"43272099999","2023-10-07T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0250,1","+0206,1","99999,9",,,,,,,,"240,M,+0301,1","240,N,+0211,1","99999,9,09165,1","9,9,999,9,+002,1","3,1514,9","SYN08043272 32997 03200 10250 20206 39165 48514 8//// 333 10301 20211 58002 555 10000=",
"43272099999","2023-10-08T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","320,1,N,0005,1","99999,9,9,N","002000,1,9,9","+0248,1","+0204,1","99999,9",,,"03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0303,1","240,N,+0213,1","99999,9,09162,1",,"2,0515,9","SYN08643272 32595 63201 10248 20204 39162 42515 83632 333 10303 20213 56299 58002 555 10000=",
"43272099999","2023-10-09T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","320,1,N,0005,1","99999,9,9,N","000500,1,9,9","+0240,1","+9999,9","99999,9","24,0040,3,1",,"03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0326,1","240,N,+0209,1","99999,9,09193,1",,"3,1537,9","SYN09843272 22593 63201 10240 20326 39193 48537 83632 333 10326 20209 56299 58026 6004/ 555 00043 10004=","Q0132.6  2ATOD  "
