"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","KA1","KA2","MA1","MD1","OC1","OD1","REM"
"81834099999","2023-01-01T00:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-01T01:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-01T02:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-01T03:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-01T04:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-01T05:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-01T06:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-01T07:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-01T08:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-01T09:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-01T10:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-01T11:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-01T12:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-01T13:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-01T14:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-01T15:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-01T16:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-01T17:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-01T18:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-01T19:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-01T20:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-01T21:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-01T22:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-01T23:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-02T00:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-02T01:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-02T02:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-02T03:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-02T04:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-02T05:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-02T06:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-02T07:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-02T08:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-02T09:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
"81834099999","2023-01-02T10:00:00","4","-5.0833333","-37.3666666","37.5","MOSSORO, BR","FM-14","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,"SYN004BUFR"
