"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AW1","AY1","AY2","KA1","KA2","MA1","MD1","MW1","OC1","OD1","REM","EQD"
"02821099999","2023-03-11T13:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","208,1,N,0053,1","99999,9,9,9","029910,1,9,9","-0090,1","-0159,1","09930,1","00,1",,,,,"99999,9,09240,1",,,"0066,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-11T14:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","214,1,N,0067,1","99999,9,9,9","040010,1,9,9","-0090,1","-0154,1","09931,1","00,1",,,,,"99999,9,09240,1",,,"0083,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-11T15:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","206,1,N,0063,1","99999,9,9,9","043310,1,9,9","-0092,1","-0141,1","09933,1","00,1","0,1,99,9","0,1,99,9",,,"99999,9,09242,1","2,1,002,1,+999,9",,"0077,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-11T16:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","209,1,N,0059,1","99999,9,9,9","050000,1,9,9","-0094,1","-0139,1","09933,1","00,1",,,,,"99999,9,09242,1",,,"0078,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-11T17:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","214,1,N,0064,1","99999,9,9,9","050000,1,9,9","-0095,1","-0139,1","09933,1","00,1",,,,,"99999,9,09241,1",,,"0090,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-11T18:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","207,1,N,0069,1","99999,9,9,9","050000,1,9,9","-0105,1","-0134,1","09936,1","00,1","0,1,99,9","0,1,99,9","120,M,-0089,1","120,N,-0130,1","99999,9,09241,1","2,9,003,9,+999,9",,"0082,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-11T19:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","214,1,N,0074,1","99999,9,9,9","050000,1,9,9","-0112,1","-0127,1","09936,1","00,1",,,,,"99999,9,09240,1",,,"0088,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-11T20:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","226,1,N,0078,1","99999,9,9,9","047480,1,9,9","-0117,1","-0124,1","09936,1","00,1",,,,,"99999,9,09238,1",,,"0096,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-11T21:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","232,1,N,0066,1","99999,9,9,9","050000,1,9,9","-0120,1","-0128,1","09935,1","00,1","0,1,99,9","0,1,99,9",,,"99999,9,09236,1","7,1,005,1,+999,9",,"0092,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-11T22:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","229,1,N,0076,1","99999,9,9,9","042330,1,9,9","-0120,1","-0130,1","09932,1","00,1",,,,,"99999,9,09234,1",,,"0089,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-11T23:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","233,1,N,0077,1","99999,9,9,9","050000,1,9,9","-0119,1","-0145,1","09929,1","00,1",,,,,"99999,9,09231,1",,,"0090,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-12T00:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","226,1,N,0066,1","99999,9,9,9","050000,1,9,9","-0115,1","-0150,1","09926,1","00,1","0,1,99,9","0,1,99,9",,,"99999,9,09230,1","7,1,007,1,+999,9",,"0083,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-12T01:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","212,1,N,0063,1","99999,9,9,9","050000,1,9,9","-0129,1","-0156,1","09930,1","00,1",,,,,"99999,9,09230,1",,,"0074,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-12T02:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","210,1,N,0063,1","99999,9,9,9","050000,1,9,9","-0124,1","-0157,1","09926,1","00,1",,,,,"99999,9,09227,1",,,"0073,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-12T03:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","214,1,N,0065,1","99999,9,9,9","050000,1,9,9","-0124,1","-0154,1","09924,1","00,1","0,1,99,9","0,1,99,9",,,"99999,9,09226,1","7,1,004,1,+999,9",,"0081,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-12T04:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","215,1,N,0066,1","99999,9,9,9","050000,1,9,9","-0120,1","-0158,1","09919,1","00,1",,,,,"99999,9,09222,1",,,"0076,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-12T05:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","214,1,N,0055,1","99999,9,9,9","050000,1,9,9","-0132,1","-0152,1","09924,1","00,1",,,,,"99999,9,09224,1",,,"0067,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-12T06:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","227,1,N,0058,1","99999,9,9,9","050000,1,9,9","-0135,1","-0155,1","09923,1","00,1","0,1,99,9","0,1,99,9","120,M,-0104,1","120,N,-0142,1","99999,9,09222,1","7,1,004,1,+999,9",,"0064,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-12T07:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","231,1,N,0055,1","99999,9,9,9","050000,1,9,9","-0120,1","-0158,1","09919,1","00,1",,,,,"99999,9,09221,1",,,"0065,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-12T08:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","225,1,N,0050,1","99999,9,9,9","046570,1,9,9","-0129,1","-0159,1","09921,1","00,1",,,,,"99999,9,09221,1",,,"0055,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-12T09:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","235,1,N,0038,1","99999,9,9,9","043880,1,9,9","-0130,1","-0151,1","09920,1","00,1","0,1,99,9","0,1,99,9",,,"99999,9,09220,1","7,9,003,9,+999,9",,"0057,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-12T10:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","234,1,N,0034,1","99999,9,9,9","044250,1,9,9","-0120,1","-0163,1","09918,1","00,1",,,,,"99999,9,09220,1",,,,"3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-12T11:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","250,1,N,0016,1","99999,9,9,9","041460,1,9,9","-0107,1","-0162,1","09914,1","00,1",,,,,"99999,9,09220,1",,,,"3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-12T12:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","261,1,N,0014,1","99999,9,9,9","039680,1,9,9","-0105,1","-0152,1","09915,1","00,1","0,1,99,9","0,1,99,9",,,"99999,9,09222,1","7,9,005,9,+999,9",,,"3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-12T13:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","255,1,N,0015,1","99999,9,9,9","047420,1,9,9","-0107,1","-0149,1","09914,1","00,1",,,,,"99999,9,09220,1",,,,"3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-12T14:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","277,1,N,0026,1","99999,9,9,9","035270,1,9,9","-0114,1","-0151,1","09916,1","00,1",,,,,"99999,9,09221,1",,,"0058,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-12T15:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","306,1,N,0030,1","99999,9,9,9","036890,1,9,9","-0112,1","-0153,1","09917,1","00,1","0,1,99,9","0,1,99,9",,,"99999,9,09222,1","4,1,000,1,+999,9",,,"3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-12T16:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","331,1,N,0037,1","99999,9,9,9","050000,1,9,9","-0117,1","-0150,1","09918,1","00,1",,,,,"99999,9,09222,1",,,"0053,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-12T17:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","358,1,N,0065,1","99999,9,9,9","050000,1,9,9","-0102,1","-0124,1","09915,1","00,1",,,,,"99999,9,09223,1",,,"0082,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-12T18:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","354,1,N,0053,1","99999,9,9,9","050000,1,9,9","-0105,1","-0120,1","09915,1","00,1","0,1,99,9","0,1,99,9","120,M,-0092,1","120,N,-0137,1","99999,9,09222,1","4,1,000,1,+999,9",,"0066,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-12T19:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","348,1,N,0049,1","99999,9,9,9","050000,1,9,9","-0102,1","-0117,1","09913,1","00,1",,,,,"99999,9,09221,1",,,"0071,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-12T20:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","358,1,N,0063,1","99999,9,9,9","050000,1,9,9","-0085,1","-0125,1","09906,1","00,1",,,,,"99999,9,09219,1",,,"0079,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-12T21:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","007,1,N,0055,1","99999,9,9,9","049520,1,9,9","-0084,1","-0119,1","09903,1","00,1","0,1,99,9","0,1,99,9",,,"99999,9,09217,1","7,1,005,1,+999,9",,"0066,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-12T22:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","331,1,N,0038,1","99999,9,9,9","047860,1,9,9","-0085,1","-0123,1","09902,1","00,1",,,,,"99999,9,09215,1",,,"0066,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-12T23:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","314,1,N,0036,1","99999,9,9,9","049920,1,9,9","-0094,1","-0118,1","09903,1","00,1",,,,,"99999,9,09214,1",,,"0052,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-13T00:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","320,1,N,0049,1","99999,9,9,9","040760,1,9,9","-0094,1","-0126,1","09902,1","00,1","0,1,99,9","0,1,99,9",,,"99999,9,09213,1","7,1,004,1,+999,9",,"0064,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-13T01:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","303,1,N,0061,1","99999,9,9,9","035970,1,9,9","-0100,1","-0133,1","09900,1","00,1",,,,,"99999,9,09209,1",,,"0066,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-13T02:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","297,1,N,0057,1","99999,9,9,9","050000,1,9,9","-0092,1","-0139,1","09893,1","00,1",,,,,"99999,9,09205,1",,,"0063,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-13T03:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","299,1,N,0062,1","99999,9,9,9","038940,1,9,9","-0090,1","-0135,1","09889,1","00,1","0,1,99,9","0,1,99,9",,,"99999,9,09202,1","7,1,011,1,+999,9",,"0071,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-13T04:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","287,1,N,0054,1","99999,9,9,9","050000,1,9,9","-0120,1","-0144,1","09896,1","00,1",,,,,"99999,9,09201,1",,,"0059,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-13T05:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","290,1,N,0052,1","99999,9,9,9","050000,1,9,9","-0094,1","-0133,1","09885,1","00,1",,,,,"99999,9,09197,1",,,"0054,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-13T06:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","262,1,N,0052,1","99999,9,9,9","050000,1,9,9","-0117,1","-0141,1","09889,1","00,1","0,1,99,9","0,1,99,9","120,M,-0080,1","120,N,-0120,1","99999,9,09194,1","7,1,007,1,+999,9",,"0058,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-13T07:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","267,1,N,0060,1","99999,9,9,9","050000,1,9,9","-0110,1","-0136,1","09886,1","00,1",,,,,"99999,9,09193,1",,,"0066,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-13T08:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","276,1,N,0069,1","99999,9,9,9","044750,1,9,9","-0107,1","-0134,1","09887,1","00,1",,,,,"99999,9,09195,1",,,"0079,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-13T09:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","281,1,N,0054,1","99999,9,9,9","042400,1,9,9","-0104,1","-0138,1","09883,1","00,1","0,1,99,9","0,1,99,9",,,"99999,9,09192,1","7,1,002,1,+999,9",,"0066,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-13T10:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","278,1,N,0044,1","99999,9,9,9","037670,1,9,9","-0097,1","-0143,1","09880,1","00,1",,,,,"99999,9,09191,1",,,"0050,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-13T11:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","249,1,N,0053,1","99999,9,9,9","039630,1,9,9","-0102,1","-0138,1","09881,1","00,1",,,,,"99999,9,09191,1",,,"0065,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-13T12:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","244,1,N,0047,1","99999,9,9,9","031240,1,9,9","-0089,1","-0144,1","09877,1","00,1","0,1,99,9","0,1,99,9",,,"99999,9,09190,1","7,1,002,1,+999,9",,"0061,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-13T13:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","226,1,N,0044,1","99999,9,9,9","039300,1,9,9","-0085,1","-0146,1","09876,1","00,1",,,,,"99999,9,09191,1",,,"0054,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-13T14:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","213,1,N,0041,1","99999,9,9,9","040020,1,9,9","-0084,1","-0141,1","09875,1","00,1",,,,,"99999,9,09190,1",,,"0061,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-13T15:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","181,1,N,0040,1","99999,9,9,9","049750,1,9,9","-0089,1","-0141,1","09871,1","00,1","0,1,99,9","0,1,99,9",,,"99999,9,09185,1","7,1,006,1,+999,9",,"0050,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-13T16:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","182,1,N,0064,1","99999,9,9,9","050000,1,9,9","-0090,1","-0137,1","09866,1","00,1",,,,,"99999,9,09181,1",,,"0083,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-13T17:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","184,1,N,0074,1","99999,9,9,9","050000,1,9,9","-0089,1","-0138,1","09863,1","00,1",,,,,"99999,9,09177,1",,,"0098,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-13T18:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","169,1,N,0080,1","99999,9,9,9","004350,1,9,9","-0094,1","-0134,1","09860,1","71,1","7,1,99,9","0,1,99,9","120,M,-0079,1","120,N,-0126,1","99999,9,09173,1","7,1,011,1,+999,9",,"0103,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-13T19:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","158,1,N,0065,1","99999,9,9,9","001250,1,9,9","-0100,1","-0109,1","09857,1","71,1",,,,,"99999,9,09170,1",,,"0081,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-13T20:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","138,1,N,0058,1","99999,9,9,9","000800,1,9,9","-0102,1","-0112,1","09851,1","71,1",,,,,"99999,9,09163,1",,,"0072,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-13T21:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","135,1,N,0055,1","99999,9,9,9","001650,1,9,9","-0100,1","-0111,1","09847,1","71,1","7,1,99,9","0,1,99,9",,,"99999,9,09159,1","7,1,014,1,+999,9",,"0072,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-13T22:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","131,1,N,0054,1","99999,9,9,9","001620,1,9,9","-0100,1","-0110,1","09842,1","71,1",,,,,"99999,9,09155,1",,,"0063,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-13T23:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","139,1,N,0069,1","99999,9,9,9","002540,1,9,9","-0094,1","-0103,1","09835,1","71,1",,,,,"99999,9,09150,1",,,"0088,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-14T00:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","131,1,N,0056,1","99999,9,9,9","000970,1,9,9","-0094,1","-0103,1","09832,1","71,1","7,1,99,9","0,1,99,9",,,"99999,9,09148,1","7,1,012,1,+999,9",,"0069,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-14T01:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","113,1,N,0058,1","99999,9,9,9","001700,1,9,9","-0100,1","-0111,1","09829,1","71,1",,,,,"99999,9,09143,1",,,"0069,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-14T02:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","121,1,N,0062,1","99999,9,9,9","001590,1,9,9","-0100,1","-0110,1","09821,1","71,1",,,,,"99999,9,09136,1",,,"0074,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-14T03:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","100,1,N,0071,1","99999,9,9,9","002360,1,9,9","-0102,1","-0113,1","09815,1","71,1","7,1,99,9","0,1,99,9",,,"99999,9,09130,1","7,1,018,1,+999,9",,"0095,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-14T04:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","090,1,N,0097,1","99999,9,9,9","001470,1,9,9","-0105,1","-0116,1","09810,1","71,1",,,,,"99999,9,09125,1",,,"0126,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-14T05:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","083,1,N,0104,1","99999,9,9,9","000940,1,9,9","-0110,1","-0121,1","09805,1","71,1",,,,,"99999,9,09119,1",,,"0123,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-14T06:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","075,1,N,0118,1","99999,9,9,9","000650,1,9,9","-0109,1","-0120,1","09799,1","72,1","7,1,99,9","0,1,99,9","120,M,-0091,1","120,N,-0111,1","99999,9,09113,1","7,1,017,1,+999,9",,"0146,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-14T07:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","074,1,N,0137,1","99999,9,9,9","000530,1,9,9","-0109,1","-0120,1","09792,1","72,1",,,,,"99999,9,09107,1",,,"0168,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-14T08:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","070,1,N,0139,1","99999,9,9,9","999999,9,9,9","-0107,1","-0118,1","09788,1",,,,,,"99999,9,09103,1",,,"0161,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-14T09:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","069,1,N,0126,1","99999,9,9,9","999999,9,9,9","-0102,1","-0112,1","09785,1",,,,,,"99999,9,09102,1","7,1,010,1,+999,9",,"0153,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-14T10:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","069,1,N,0147,1","99999,9,9,9","999999,9,9,9","-0099,1","-0109,1","09778,1",,,,,,"99999,9,09096,1",,,"0182,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-14T11:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","067,1,N,0154,1","99999,9,9,9","999999,9,9,9","-0097,1","-0108,1","09774,1",,,,,,"99999,9,09093,1",,,"0191,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-14T12:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","065,1,N,0145,1","99999,9,9,9","999999,9,9,9","-0099,1","-0109,1","09776,1",,,,,,"99999,9,09094,1","7,1,008,1,+999,9",,"0170,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-14T13:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","066,1,N,0149,1","99999,9,9,9","999999,9,9,9","-0095,1","-0105,1","09778,1",,,,,,"99999,9,09097,1",,,"0173,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-14T14:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","064,1,N,0153,1","99999,9,9,9","999999,9,9,9","-0097,1","-0107,1","09778,1",,,,,,"99999,9,09096,1",,,"0179,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-14T15:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","066,1,N,0145,1","99999,9,9,9","999999,9,9,9","-0097,1","-0107,1","09783,1",,,,,,"99999,9,09101,1","2,1,007,1,+999,9",,"0174,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-14T16:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","069,1,N,0133,1","99999,9,9,9","999999,9,9,9","-0097,1","-0106,1","09788,1",,,,,,"99999,9,09106,1",,,"0160,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-14T17:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","068,1,N,0135,1","99999,9,9,9","999999,9,9,9","-0097,1","-0106,1","09795,1",,,,,,"99999,9,09113,1",,,"0167,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-14T18:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","064,1,N,0122,1","99999,9,9,9","999999,9,9,9","-0099,1","-0109,1","09804,1",,,,"120,M,-0095,1","120,N,-0110,1","99999,0,09120,1","2,1,019,1,+999,0",,"0139,1","3,99,9999,0,999","SYN004BUFR",
"02821099999","2023-03-14T19:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","064,1,N,0119,1","99999,9,9,9","999999,9,9,9","-0099,1","-0109,1","09807,1",,,,,,"99999,9,09123,1",,,"0145,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-14T20:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","061,1,N,0105,1","99999,9,9,9","999999,9,9,9","-0105,1","-0115,1","09815,1",,,,,,"99999,9,09129,1",,,"0133,1","3,99,9999,9,999","SYN004BUFR",
"02821099999","2023-03-14T21:00:00","4","67.9666666","24.1166666","565.5","MUONIO SAMMALTUNTURI, FI","FM-12","99999","V020","062,1,N,0099,1","99999,9,9,9","999999,9,9,9","-0105,1","-0115,1","09820,1",,,,,,"99999,9,09134,1","2,1,014,1,+999,9",,"0129,1","3,99,9999,9,999","SYN004BUFR",
