"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","MD1","REM","EQD"
"03396199999","2023-01-01T00:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0086,1","+9999,9","09979,1","2,1,020,1,+999,9","SYN06603380 01004 99536 10001 46/// /23// 10086 20100 49979 52020 22200=",
"03396199999","2023-01-01T01:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0090,1","+9999,9","09979,1","1,1,015,1,+999,9","SYN06603380 01014 99536 10001 46/// /19// 10090 20104 49979 51015 22200=",
"03396199999","2023-01-01T02:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0093,1","+9999,9","09979,1","9,9,007,1,+999,9","SYN06603380 01024 99536 10001 46/// /21// 10093 20108 49979 50007 22200=",
"03396199999","2023-01-01T03:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0095,1","+9999,9","09984,1","3,1,005,1,+999,9","SYN06603380 01034 99536 10001 46/// /22// 10095 20106 49984 53005 22200=",
"03396199999","2023-01-01T04:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0089,1","+9999,9","09990,1","2,1,011,1,+999,9","SYN06603380 01044 99536 10001 46/// /22// 10089 20097 49990 52011 22200=",
"03396199999","2023-01-01T05:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0083,1","+9999,9","09998,1","2,1,019,1,+999,9","SYN06603380 01054 99536 10001 46/// /22// 10083 20090 49998 52019 22200=",
"03396199999","2023-01-01T06:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0079,1","+9999,9","10002,1","2,1,019,1,+999,9","SYN06603380 01064 99536 10001 46/// /22// 10079 20088 40002 52019 22200=",
"03396199999","2023-01-01T07:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0080,1","+9999,9","10019,1","2,1,029,1,+999,9","SYN06603380 01074 99536 10001 46/// /22// 10080 20088 40019 52029 22200=",
"03396199999","2023-01-01T08:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0080,1","+9999,9","10027,1","2,1,029,1,+999,9","SYN06603380 01084 99536 10001 46/// /22// 10080 20087 40027 52029 22200=",
"03396199999","2023-01-01T09:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0079,1","+0079,1","10034,1","1,1,031,1,+999,9","SYN06603380 01094 99536 10001 46/// /21// 10079 20079 40034 51031 22200=",
"03396199999","2023-01-01T10:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0080,1","+0076,1","10040,1","2,1,021,1,+999,9","SYN06603380 01104 99536 10001 46/// /22// 10080 20076 40040 52021 22200=",
"03396199999","2023-01-01T11:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0087,1","+0068,1","10050,1","2,1,023,1,+999,9","SYN06603380 01114 99536 10001 46/// /20// 10087 20068 40050 52023 22200=",
"03396199999","2023-01-01T12:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0099,1","+0059,1","10048,1","1,1,014,1,+999,9","SYN06603380 01124 99536 10001 46/// /21// 10099 20059 40048 51014 22200=",
"03396199999","2023-01-01T13:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0101,1","+0057,1","10049,1","9,9,009,1,+999,9","SYN06603380 01134 99536 10001 46/// /21// 10101 20057 40049 50009 22200=",
"03396199999","2023-01-01T14:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0098,1","+0059,1","10051,1","3,1,001,1,+999,9","SYN06603380 01144 99536 10001 46/// /22// 10098 20059 40051 53001 22200=",
"03396199999","2023-01-01T15:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0096,1","+0062,1","10054,1","3,1,006,1,+999,9","SYN06603380 01154 99536 10001 46/// /20// 10096 20062 40054 53006 22200=",
"03396199999","2023-01-01T16:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0092,1","+0065,1","10058,1","3,1,009,1,+999,9","SYN06603380 01164 99536 10001 46/// /19// 10092 20065 40058 53009 22200=",
"03396199999","2023-01-01T17:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0092,1","+0066,1","10058,1","1,1,008,1,+999,9","SYN06603380 01174 99536 10001 46/// /20// 10092 20066 40058 51008 22200=",
"03396199999","2023-01-01T18:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0089,1","+9999,9","10057,1","9,9,002,1,+999,9","SYN06603380 01184 99536 10001 46/// /20// 10089 20092 40057 50002 22200=","Q019.2   2ATOD  "
"03396199999","2023-01-01T19:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0088,1","+9999,9","10058,1","4,1,000,1,+999,9","SYN06603380 01194 99536 10001 46/// /19// 10088 20094 40058 54000 22200=","Q019.4   2ATOD  "
"03396199999","2023-01-01T20:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0086,1","+9999,9","10061,1","3,1,003,1,+999,9","SYN06603380 01204 99536 10001 46/// /18// 10086 20097 40061 53003 22200=","Q019.7   2ATOD  "
"03396199999","2023-01-01T21:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0087,1","+9999,9","10062,1","1,1,006,1,+999,9","SYN06603380 01214 99536 10001 46/// /20// 10087 20101 40062 51006 22200=","Q0110.1  2ATOD  "
"03396199999","2023-01-01T22:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0080,1","+9999,9","10061,1","2,1,003,1,+999,9","SYN06603380 01224 99536 10001 46/// /19// 10080 20088 40061 52003 22200=",
"03396199999","2023-01-01T23:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0076,1","+9999,9","10063,1","2,1,001,1,+999,9","SYN06603380 01234 99536 10001 46/// /20// 10076 20088 40063 52001 22200=",
"03396199999","2023-01-02T00:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0072,1","+9999,9","10063,1","3,1,001,1,+999,9","SYN06603380 02004 99536 10001 46/// /19// 10072 20086 40063 53001 22200=",
"03396199999","2023-01-02T01:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0071,1","+9999,9","10061,1","9,9,000,1,+999,9","SYN06603380 02014 99536 10001 46/// /19// 10071 20085 40061 50000 22200=",
"03396199999","2023-01-02T02:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0069,1","+9999,9","10064,1","3,1,001,1,+999,9","SYN06603380 02024 99536 10001 46/// /21// 10069 20083 40064 53001 22200=",
"03396199999","2023-01-02T03:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0066,1","+9999,9","10069,1","3,1,006,1,+999,9","SYN06603380 02034 99536 10001 46/// /21// 10066 20080 40069 53006 22200=",
"03396199999","2023-01-02T04:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0066,1","+9999,9","10072,1","2,1,012,1,+999,9","SYN06603380 02044 99536 10001 46/// /24// 10066 20080 40072 52012 22200=",
"03396199999","2023-01-02T05:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0068,1","+9999,9","10077,1","2,1,013,1,+999,9","SYN06603380 02054 99536 10001 46/// /24// 10068 20082 40077 52013 22200=",
"03396199999","2023-01-02T06:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0065,1","+9999,9","10084,1","2,1,015,1,+999,9","SYN06603380 02064 99536 10001 46/// /24// 10065 20079 40084 52015 22200=",
"03396199999","2023-01-02T07:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0051,1","+9999,9","10097,1","3,1,025,1,+999,9","SYN06603380 02074 99536 10001 46/// /26// 10051 20065 40097 53025 22200=",
"03396199999","2023-01-02T08:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0041,1","+9999,9","10110,1","2,1,033,1,+999,9","SYN06603380 02084 99536 10001 46/// /26// 10041 20055 40110 52033 22200=",
"03396199999","2023-01-02T09:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0039,1","+9999,9","10124,1","2,1,040,1,+999,9","SYN06603380 02094 99536 10001 46/// /26// 10039 20052 40124 52040 22200=",
"03396199999","2023-01-02T10:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0050,1","+9999,9","10135,1","2,1,038,1,+999,9","SYN06603380 02104 99536 10001 46/// /26// 10050 20064 40135 52038 22200=","Q016.4   2ATOD  "
"03396199999","2023-01-02T11:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0052,1","+9999,9","10141,1","2,1,031,1,+999,9","SYN06603380 02114 99536 10001 46/// /27// 10052 20062 40141 52031 22200=","Q016.2   2ATOD  "
"03396199999","2023-01-02T12:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0054,1","+0010,1","10146,1","1,1,022,1,+999,9","SYN06603380 02124 99536 10001 46/// /27// 10054 20010 40146 51022 22200=",
"03396199999","2023-01-02T13:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0056,1","-0004,1","10152,1","2,1,017,1,+999,9","SYN06603380 02134 99536 10001 46/// /28// 10056 21004 40152 52017 22200=",
"03396199999","2023-01-02T14:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0056,1","-0009,1","10161,1","2,1,020,1,+999,9","SYN06603380 02144 99536 10001 46/// /28// 10056 21009 40161 52020 22200=",
"03396199999","2023-01-02T15:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0052,1","-0010,1","10171,1","2,1,025,1,+999,9","SYN06603380 02154 99536 10001 46/// /28// 10052 21010 40171 52025 22200=",
"03396199999","2023-01-02T16:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0033,1","-0013,1","10182,1","2,1,030,1,+999,9","SYN06603380 02164 99536 10001 46/// /27// 10033 21013 40182 52030 22200=",
"03396199999","2023-01-02T17:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0033,1","-0011,1","10190,1","2,1,029,1,+999,9","SYN06603380 02174 99536 10001 46/// /25// 10033 21011 40190 52029 22200=",
"03396199999","2023-01-02T18:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0028,1","-0009,1","10196,1","2,1,025,1,+999,9","SYN06603380 02184 99536 10001 46/// /25// 10028 21009 40196 52025 22200=",
"03396199999","2023-01-02T19:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0033,1","+0017,1","10201,1","2,1,019,1,+999,9","SYN06603380 02194 99536 10001 46/// /23// 10033 20017 40201 52019 22200=",
"03396199999","2023-01-02T20:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0030,1","+9999,9","10207,1","2,1,017,1,+999,9","SYN06603380 02204 99536 10001 46/// /22// 10030 20036 40207 52017 22200=","Q013.6   2ATOD  "
"03396199999","2023-01-02T21:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0027,1","+9999,9","10212,1","2,1,016,1,+999,9","SYN06603380 02214 99536 10001 46/// /23// 10027 20036 40212 52016 22200=","Q013.6   2ATOD  "
"03396199999","2023-01-02T22:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0026,1","+9999,9","10214,1","2,1,013,1,+999,9","SYN06603380 02224 99536 10001 46/// /23// 10026 20037 40214 52013 22200=",
"03396199999","2023-01-02T23:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0023,1","+9999,9","10215,1","1,1,008,1,+999,9","SYN06603380 02234 99536 10001 46/// /21// 10023 20036 40215 51008 22200=",
"03396199999","2023-01-03T00:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0031,1","+9999,9","10217,1","3,1,005,1,+999,9","SYN06603380 03004 99536 10001 46/// /20// 10031 20044 40217 53005 22200=",
"03396199999","2023-01-03T01:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0027,1","+9999,9","10214,1","8,1,001,1,+999,9","SYN06603380 03014 99536 10001 46/// /21// 10027 20041 40214 58001 22200=",
"03396199999","2023-01-03T02:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0027,1","+9999,9","10209,1","8,1,006,1,+999,9","SYN06603380 03024 99536 10001 46/// /19// 10027 20041 40209 58006 22200=",
"03396199999","2023-01-03T03:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0028,1","+9999,9","10208,1","6,1,009,1,+999,9","SYN06603380 03034 99536 10001 46/// /19// 10028 20038 40208 56009 22200=",
"03396199999","2023-01-03T04:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0027,1","+9999,9","10201,1","7,1,013,1,+999,9","SYN06603380 03044 99536 10001 46/// /18// 10027 20041 40201 57013 22200=",
"03396199999","2023-01-03T05:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0028,1","+9999,9","10197,1","7,1,012,1,+999,9","SYN06603380 03054 99536 10001 46/// /17// 10028 20042 40197 57012 22200=",
"03396199999","2023-01-03T06:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0039,1","+9999,9","10190,1","7,1,018,1,+999,9","SYN06603380 03064 99536 10001 46/// /16// 10039 20053 40190 57018 22200=",
"03396199999","2023-01-03T07:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0050,1","+9999,9","10179,1","8,1,022,1,+999,9","SYN06603380 03074 99536 10001 46/// /16// 10050 20063 40179 58022 22200=",
"03396199999","2023-01-03T08:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0039,1","+9999,9","10177,1","6,1,020,1,+999,9","SYN06603380 03084 99536 10001 46/// /17// 10039 20053 40177 56020 22200=",
"03396199999","2023-01-03T09:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0046,1","+9999,9","10169,1","7,1,020,1,+999,9","SYN06603380 03094 99536 10001 46/// /17// 10046 20060 40169 57020 22200=",
"03396199999","2023-01-03T10:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0049,1","+9999,9","10162,1","7,1,018,1,+999,9","SYN06603380 03104 99536 10001 46/// /17// 10049 20062 40162 57018 22200=","Q016.2   2ATOD  "
"03396199999","2023-01-03T11:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0065,1","+9999,9","10154,1","7,1,023,1,+999,9","SYN06603380 03114 99536 10001 46/// /18// 10065 20079 40154 57023 22200=","Q017.9   2ATOD  "
"03396199999","2023-01-03T12:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0082,1","+9999,9","10146,1","7,1,023,1,+999,9","SYN06603380 03124 99536 10001 46/// /19// 10082 20097 40146 57023 22200=","Q019.7   2ATOD  "
"03396199999","2023-01-03T13:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0085,1","+9999,9","10134,1","7,1,028,1,+999,9","SYN06603380 03134 99536 10001 46/// /19// 10085 20100 40134 57028 22200=","Q0110    2ATOD  "
"03396199999","2023-01-03T14:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0089,1","+9999,9","10125,1","7,1,029,1,+999,9","SYN06603380 03144 99536 10001 46/// /18// 10089 20103 40125 57029 22200=","Q0110.3  2ATOD  "
"03396199999","2023-01-03T15:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0090,1","+9999,9","10117,1","7,1,029,1,+999,9","SYN06603380 03154 99536 10001 46/// /18// 10090 20105 40117 57029 22200=","Q0110.5  2ATOD  "
"03396199999","2023-01-03T16:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0089,1","+9999,9","10107,1","7,1,027,1,+999,9","SYN06603380 03164 99536 10001 46/// /18// 10089 20104 40107 57027 22200=","Q0110.4  2ATOD  "
"03396199999","2023-01-03T17:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0091,1","+9999,9","10093,1","8,1,031,1,+999,9","SYN06603380 03174 99536 10001 46/// /18// 10091 20105 40093 58031 22200=","Q0110.5  2ATOD  "
"03396199999","2023-01-03T18:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0097,1","+9999,9","10084,1","7,1,034,1,+999,9","SYN06603380 03184 99536 10001 46/// /19// 10097 20111 40084 57034 22200=","Q0111.1  2ATOD  "
"03396199999","2023-01-03T19:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0100,1","+9999,9","10073,1","7,1,034,1,+999,9","SYN06603380 03194 99536 10001 46/// /19// 10100 20115 40073 57034 22200=","Q0111.5  2ATOD  "
"03396199999","2023-01-03T20:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0103,1","+9999,9","10065,1","7,1,028,1,+999,9","SYN06603380 03204 99536 10001 46/// /20// 10103 20117 40065 57028 22200=","Q0111.7  2ATOD  "
"03396199999","2023-01-03T21:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0105,1","+9999,9","10057,1","7,1,027,1,+999,9","SYN06603380 03214 99536 10001 46/// /20// 10105 20120 40057 57027 22200=","Q0112    2ATOD  "
"03396199999","2023-01-03T22:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0108,1","+9999,9","10048,1","7,1,025,1,+999,9","SYN06603380 03224 99536 10001 46/// /20// 10108 20122 40048 57025 22200=",
"03396199999","2023-01-03T23:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0116,1","+9999,9","10044,1","7,1,021,1,+999,9","SYN06603380 03234 99536 10001 46/// /21// 10116 20131 40044 57021 22200=",
"03396199999","2023-01-04T00:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0124,1","+9999,9","10040,1","6,1,017,1,+999,9","SYN06603380 04004 99536 10001 46/// /22// 10124 20139 40040 56017 22200=",
"03396199999","2023-01-04T01:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0123,1","+9999,9","10040,1","5,1,008,1,+999,9","SYN06603380 04014 99536 10001 46/// /22// 10123 20137 40040 55008 22200=",
"03396199999","2023-01-04T02:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0121,1","+9999,9","10037,1","7,1,007,1,+999,9","SYN06603380 04024 99536 10001 46/// /22// 10121 20136 40037 57007 22200=",
"03396199999","2023-01-04T03:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0119,1","+9999,9","10039,1","7,1,001,1,+999,9","SYN06603380 04034 99536 10001 46/// /22// 10119 20134 40039 57001 22200=",
"03396199999","2023-01-04T04:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0118,1","+9999,9","10034,1","7,1,006,1,+999,9","SYN06603380 04044 99536 10001 46/// /22// 10118 20132 40034 57006 22200=",
"03396199999","2023-01-04T05:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0117,1","+9999,9","10029,1","8,1,008,1,+999,9","SYN06603380 04054 99536 10001 46/// /23// 10117 20132 40029 58008 22200=",
"03396199999","2023-01-04T06:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0118,1","+9999,9","10023,1","7,1,017,1,+999,9","SYN06603380 04064 99536 10001 46/// /23// 10118 20133 40023 57017 22200=",
"03396199999","2023-01-04T07:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0114,1","+0107,1","10027,1","5,1,006,1,+999,9","SYN06603380 04074 99536 10001 46/// /24// 10114 20107 40027 55006 22200=",
"03396199999","2023-01-04T08:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0112,1","+0110,1","10029,1","5,1,000,1,+999,9","SYN06603380 04084 99536 10001 46/// /24// 10112 20110 40029 55000 22200=",
"03396199999","2023-01-04T09:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0115,1","+0083,1","10034,1","3,1,011,1,+999,9","SYN06603380 04094 99536 10001 46/// /24// 10115 20083 40034 53011 22200=",
"03396199999","2023-01-04T10:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0114,1","+0078,1","10043,1","2,1,015,1,+999,9","SYN06603380 04104 99536 10001 46/// /25// 10114 20078 40043 52015 22200=",
"03396199999","2023-01-04T11:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0118,1","+0075,1","10051,1","3,1,022,1,+999,9","SYN06603380 04114 99536 10001 46/// /24// 10118 20075 40051 53022 22200=",
"03396199999","2023-01-04T12:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0120,1","+0078,1","10054,1","1,1,020,1,+999,9","SYN06603380 04124 99536 10001 46/// /25// 10120 20078 40054 51020 22200=",
"03396199999","2023-01-04T13:00:00","4","53.567","0.117","7.0","SPURN HEAD POINT, UK","FM-13","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+0124,1","+0074,1","10054,1","1,1,011,1,+999,9","SYN06603380 04134 99536 10001 46/// /25// 10124 20074 40054 51011 22200=",
