"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AY1","AY2","GA1","GA2","GA3","GA4","GA5","GE1","GF1","IA1","KA1","KA2","MA1","MD1","MW1","OC1","OD1","REM","EQD"
"91925099999","2023-01-02T08:00:00","4","-9.8","-139.0333333","53.0","HIVA OA, FP","FM-12","99999","V020","010,1,N,0005,1","99999,9,9,N","019000,1,9,9","+0231,1","+0210,1","10149,1","01,0000,9,1",,,,,,,,,,,,,,"99999,9,10088,1","9,9,007,1,+999,9","00,1",,"3,99,0031,1,999","SYN08691925 24569 /0101 10231 20210 30088 40149 50007 700// 333 60005 90710 91106 555 13006=",
"91925099999","2023-01-02T09:00:00","4","-9.8","-139.0333333","53.0","HIVA OA, FP","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","016000,1,9,9","+0231,1","+0210,1","10143,1","03,0000,9,1",,,,,,,,,,,,,,"99999,9,10082,1","8,1,003,1,+999,9","00,1",,"3,99,0036,1,999","SYN09891925 24566 /0000 10231 20210 30082 40143 58003 700// 333 60007 90710 91107 555 60005 13107 59007=",
"91925099999","2023-01-02T10:00:00","4","-9.8","-139.0333333","53.0","HIVA OA, FP","FM-12","99999","V020","300,1,N,0026,1","99999,9,9,N","020000,1,9,9","+0229,1","+0210,1","10133,1","01,0000,9,1",,,,,,,,,,,,,,"99999,9,10072,1","8,1,017,1,+999,9","00,1",,"3,99,0057,1,999","SYN08691925 24670 /3005 10229 20210 30072 40133 58017 700// 333 60005 90710 91111 555 12811=",
"91925099999","2023-01-02T11:00:00","4","-9.8","-139.0333333","53.0","HIVA OA, FP","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","018000,1,9,9","+0229,1","+0206,1","10127,1","01,0000,9,1",,,,,,,,,,,,,,"99999,9,10066,1","7,1,022,1,+999,9","00,1",,"3,99,0051,1,999","SYN08691925 24668 /3602 10229 20206 30066 40127 57022 700// 333 60005 90710 91110 555 13010=",
"91925099999","2023-01-02T12:00:00","4","-9.8","-139.0333333","53.0","HIVA OA, FP","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","019000,1,9,9","+0226,1","+0201,1","10124,1","03,0000,9,1","06,0000,9,1",,,,,,,,,,,"240,M,+0307,1",,"99999,9,10063,1","6,1,019,1,-010,1","00,1",,"3,99,0021,1,999","SYN11091925 04669 /3602 10226 20201 30063 40124 56019 60001 700// 333 10307 59010 60007 90710 91104 555 60005 12811=",
"91925099999","2023-01-02T13:00:00","4","-9.8","-139.0333333","53.0","HIVA OA, FP","FM-12","99999","V020","300,1,N,0010,1","99999,9,9,N","019000,1,9,9","+0223,1","+0200,1","10124,1","01,0000,9,1",,,,,,,,,,,,,,"99999,9,10063,1","6,1,009,1,+999,9","00,1",,"3,99,0041,1,999","SYN08691925 24969 /3002 10223 20200 30063 40124 56009 700// 333 60005 90710 91108 555 13008=",
"91925099999","2023-01-02T14:00:00","4","-9.8","-139.0333333","53.0","HIVA OA, FP","FM-12","99999","V020","300,1,N,0010,1","99999,9,9,N","019000,1,9,9","+0224,1","+0198,1","10129,1","01,0000,9,1",,,,,,,,,,,,,,"99999,9,10068,1","3,1,002,1,+999,9","00,1",,"3,99,0026,1,999","SYN08691925 24669 /3002 10224 20198 30068 40129 53002 700// 333 60005 90710 91105 555 13005=",
"91925099999","2023-01-02T15:00:00","4","-9.8","-139.0333333","53.0","HIVA OA, FP","FM-12","99999","V020","340,1,N,0015,1","99999,9,9,N","019000,1,9,9","+0225,1","+0195,1","10138,1","03,0000,9,1",,,,,,,,,,,,,,"99999,9,10077,1","3,1,014,1,+999,9","00,1",,"3,99,0046,1,999","SYN09891925 24669 /3403 10225 20195 30077 40138 53014 700// 333 60007 90710 91109 555 60005 12909 59006=",
"91925099999","2023-01-02T16:00:00","4","-9.8","-139.0333333","53.0","HIVA OA, FP","FM-12","99999","V020","310,1,N,0015,1","99999,9,9,N","019000,1,9,9","+0240,1","+0197,1","10145,1","01,0000,9,1",,,,,,,,,,,,,,"99999,9,10084,1","3,1,021,1,+999,9","00,1",,"3,99,0051,1,999","SYN08691925 24569 /3103 10240 20197 30084 40145 53021 700// 333 60005 90710 91110 555 13010=",
"91925099999","2023-01-02T17:00:00","4","-9.8","-139.0333333","53.0","HIVA OA, FP","FM-12","99999","V020","100,1,N,0041,1","99999,9,9,N","019000,1,9,9","+0285,1","+0205,1","10150,1","01,0000,9,1",,,,,,,,,,,,,,"99999,9,10090,1","1,1,022,1,+999,9","00,1",,"3,99,0072,1,999","SYN08691925 24969 /1008 10285 20205 30090 40150 51022 700// 333 60005 90710 91114 555 10914=",
