"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","MD1","OD1","REM"
"99406599999","2023-01-01T00:00:00","4","44.256","-83.443","171.6","TAWAS CITY GLOS WEATHER STATION, MI US","FM-13","99999","V020","180,1,N,0005,1","99999,9,9,N","999999,9,9,9","+0024,1","+9999,9","10119,1","2,1,011,1,+999,9","5,99,0010,1,999","SYN068TAWM4 46/// /1801 10024 40119 52011 90000 333 91202 555 11001 22001="
"99406599999","2023-01-01T01:00:00","4","44.256","-83.443","171.6","TAWAS CITY GLOS WEATHER STATION, MI US","FM-13","99999","V020","310,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0018,1","+9999,9","10119,1","2,1,011,1,+999,9","5,99,0021,1,999","SYN068TAWM4 46/// /3103 10018 40119 52011 90100 333 91204 555 11003 22003="
"99406599999","2023-01-01T02:00:00","4","44.256","-83.443","171.6","TAWAS CITY GLOS WEATHER STATION, MI US","FM-13","99999","V020","280,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0014,1","+9999,9","10122,1",,"5,99,0031,1,999","SYN062TAWM4 46/// /2805 10014 40122 90140 333 91206 555 11005 22005="
"99406599999","2023-01-01T03:00:00","4","44.256","-83.443","171.6","TAWAS CITY GLOS WEATHER STATION, MI US","FM-13","99999","V020","280,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0015,1","+9999,9","10125,1","3,1,006,1,+999,9","5,99,0036,1,999","SYN068TAWM4 46/// /2804 10015 40125 53006 90300 333 91207 555 11004 22004="
"99406599999","2023-01-01T04:00:00","4","44.256","-83.443","171.6","TAWAS CITY GLOS WEATHER STATION, MI US","FM-13","99999","V020","300,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0012,1","+9999,9","10129,1","3,1,010,1,+999,9","5,99,0031,1,999","SYN068TAWM4 46/// /3002 10012 40129 53010 90400 333 91206 555 11002 22002="
"99406599999","2023-01-01T05:00:00","4","44.256","-83.443","171.6","TAWAS CITY GLOS WEATHER STATION, MI US","FM-13","99999","V020","280,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0009,1","+9999,9","10129,1","1,1,007,1,+999,9","5,99,0046,1,999","SYN068TAWM4 46/// /2805 10009 40129 51007 90500 333 91209 555 11005 22005="
"99406599999","2023-01-01T06:00:00","4","44.256","-83.443","171.6","TAWAS CITY GLOS WEATHER STATION, MI US","FM-13","99999","V020","270,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0007,1","+9999,9","10132,1","1,1,007,1,+999,9","5,99,0057,1,999","SYN068TAWM4 46/// /2708 10007 40132 51007 90600 333 91211 555 11008 22008="
"99406599999","2023-01-01T07:00:00","4","44.256","-83.443","171.6","TAWAS CITY GLOS WEATHER STATION, MI US","FM-13","99999","V020","250,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0004,1","+9999,9","10129,1","9,9,000,1,+999,9","5,99,0036,1,999","SYN068TAWM4 46/// /2504 10004 40129 50000 90700 333 91207 555 11004 22005="
"99406599999","2023-01-01T08:00:00","4","44.256","-83.443","171.6","TAWAS CITY GLOS WEATHER STATION, MI US","FM-13","99999","V020","240,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0003,1","+9999,9","10132,1","2,1,003,1,+999,9","5,99,0041,1,999","SYN068TAWM4 46/// /2405 10003 40132 52003 90800 333 91208 555 11005 22005="
"99406599999","2023-01-01T09:00:00","4","44.256","-83.443","171.6","TAWAS CITY GLOS WEATHER STATION, MI US","FM-13","99999","V020","240,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0003,1","+9999,9","10135,1","3,1,003,1,+999,9","5,99,0026,1,999","SYN068TAWM4 46/// /2403 11003 40135 53003 90900 333 91205 555 11003 22004="
