"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","MD1","OD1","REM"
"99840599999","2023-01-01T00:00:00","4","44.248","-86.346","179.5","MANISTEE HARBOR, MI US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0001,1","+9999,9","10122,1","7,1,007,1,+999,9","5,99,0010,1,999","SYN068MEEM4 46/// /0000 10001 40122 57007 90000 333 91202 555 11000 22000="
"99840599999","2023-01-01T01:00:00","4","44.248","-86.346","179.5","MANISTEE HARBOR, MI US","FM-13","99999","V020","190,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0002,1","+9999,9","10139,1","2,1,007,1,+999,9","5,99,0021,1,999","SYN068MEEM4 46/// /1902 10002 40139 52007 90100 333 91204 555 11002 22002="
"99840599999","2023-01-01T02:00:00","4","44.248","-86.346","179.5","MANISTEE HARBOR, MI US","FM-13","99999","V020","160,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0000,1","+9999,9","10132,1",,"5,99,0031,1,999","SYN062MEEM4 46/// /1602 10000 40132 90140 333 91206 555 11002 22002="
"99840599999","2023-01-01T03:00:00","4","44.248","-86.346","179.5","MANISTEE HARBOR, MI US","FM-13","99999","V020","150,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0000,1","+9999,9","10125,1","9,9,003,1,+999,9","5,99,0041,1,999","SYN068MEEM4 46/// /1503 10000 40125 50003 90300 333 91208 555 11003 22003="
"99840599999","2023-01-01T04:00:00","4","44.248","-86.346","179.5","MANISTEE HARBOR, MI US","FM-13","99999","V020","130,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0002,1","+9999,9","10125,1","6,1,014,1,+999,9","5,99,0026,1,999","SYN068MEEM4 46/// /1304 11002 40125 56014 90400 333 91205 555 11004 22004="
"99840599999","2023-01-01T05:00:00","4","44.248","-86.346","179.5","MANISTEE HARBOR, MI US","FM-13","99999","V020","140,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0001,1","+9999,9","10132,1","5,1,003,1,+999,9","5,99,0031,1,999","SYN068MEEM4 46/// /1405 11001 40132 55003 90500 333 91206 555 11005 22005="
"99840599999","2023-01-01T06:00:00","4","44.248","-86.346","179.5","MANISTEE HARBOR, MI US","FM-13","99999","V020","150,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0002,1","+9999,9","10125,1","9,9,000,1,+999,9","5,99,0046,1,999","SYN068MEEM4 46/// /1506 11002 40125 50000 90600 333 91209 555 11006 22006="
"99840599999","2023-01-01T07:00:00","4","44.248","-86.346","179.5","MANISTEE HARBOR, MI US","FM-13","99999","V020","110,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0000,1","+9999,9","10112,1","8,1,013,1,+999,9","5,99,0036,1,999","SYN068MEEM4 46/// /1105 10000 40112 58013 90700 333 91207 555 11005 22005="
"99840599999","2023-01-01T08:00:00","4","44.248","-86.346","179.5","MANISTEE HARBOR, MI US","FM-13","99999","V020","130,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0004,1","+9999,9","10122,1","5,1,010,1,+999,9","5,99,0051,1,999","SYN068MEEM4 46/// /1306 10004 40122 55010 90800 333 91210 555 11006 22007="
"99840599999","2023-01-01T09:00:00","4","44.248","-86.346","179.5","MANISTEE HARBOR, MI US","FM-13","99999","V020","130,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0006,1","+9999,9","10115,1","6,1,010,1,+999,9","5,99,0046,1,999","SYN068MEEM4 46/// /1307 10006 40115 56010 90900 333 91209 555 11006 22007="
"99840599999","2023-01-01T10:00:00","4","44.248","-86.346","179.5","MANISTEE HARBOR, MI US","FM-13","99999","V020","150,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0009,1","+9999,9","10102,1","8,1,010,1,+999,9","5,99,0082,1,999","SYN068MEEM4 46/// /1508 10009 40102 58010 91000 333 91216 555 11008 22009="
"99840599999","2023-01-01T11:00:00","4","44.248","-86.346","179.5","MANISTEE HARBOR, MI US","FM-13","99999","V020","110,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0008,1","+9999,9","10102,1","6,1,020,1,+999,9","5,99,0041,1,999","SYN068MEEM4 46/// /1105 10008 40102 56020 91100 333 91208 555 11005 22005="
"99840599999","2023-01-01T12:00:00","4","44.248","-86.346","179.5","MANISTEE HARBOR, MI US","FM-13","99999","V020","130,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0010,1","+9999,9","10108,1","5,1,007,1,+999,9","5,99,0057,1,999","SYN068MEEM4 46/// /1306 10010 40108 55007 91200 333 91211 555 11006 22006="
"99840599999","2023-01-01T13:00:00","4","44.248","-86.346","179.5","MANISTEE HARBOR, MI US","FM-13","99999","V020","150,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0011,1","+9999,9","10108,1","2,1,006,1,+999,9","5,99,0062,1,999","SYN068MEEM4 46/// /1508 10011 40108 52006 91300 333 91212 555 11008 22009="
"99840599999","2023-01-01T14:00:00","4","44.248","-86.346","179.5","MANISTEE HARBOR, MI US","FM-13","99999","V020","150,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0011,1","+9999,9","10105,1","9,9,003,1,+999,9","5,99,0057,1,999","SYN068MEEM4 46/// /1509 10011 40105 50003 91400 333 91211 555 11008 22009="
"99840599999","2023-01-01T15:00:00","4","44.248","-86.346","179.5","MANISTEE HARBOR, MI US","FM-13","99999","V020","160,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0014,1","+9999,9","10108,1","5,1,000,1,+999,9","5,99,0046,1,999","SYN068MEEM4 46/// /1606 10014 40108 55000 91500 333 91209 555 11006 22006="
"99840599999","2023-01-01T16:00:00","4","44.248","-86.346","179.5","MANISTEE HARBOR, MI US","FM-13","99999","V020","250,1,N,0057,1","99999,9,9,N","999999,9,9,9","+0031,1","+9999,9","10119,1","3,1,011,1,+999,9","5,99,0062,1,999","SYN068MEEM4 46/// /2511 10031 40119 53011 91600 333 91212 555 11010 22011="
"99840599999","2023-01-01T17:00:00","4","44.248","-86.346","179.5","MANISTEE HARBOR, MI US","FM-13","99999","V020","260,1,N,0051,1","99999,9,9,N","999999,9,9,9","+0031,1","+9999,9","10115,1","9,9,010,1,+999,9","5,99,0057,1,999","SYN068MEEM4 46/// /2610 10031 40115 50010 91700 333 91211 555 11010 22010="
