"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","GA1","GA2","GA3","GE1","GF1","MA1","MW1","MW2","OC1","REM","EQD"
"16350099999","2023-01-01T07:00:00","4","38.997225","17.080169","158.8","CROTONE, IT","FM-16","99999","V020","010,1,N,0031,1","99999,9,9,Y","009900,5,9,9","+0120,1","+0100,1","99999,9",,,,,,"10320,1,99999,9",,,,"MET045SPECI LIBC 010700Z 01006KT CAVOK 12/10 Q1032=",
"16350099999","2023-01-01T07:50:00","4","38.997225","17.080169","158.8","CROTONE, IT","FM-15","99999","V020","010,1,N,0031,1","99999,9,9,Y","009900,5,9,9","+0130,1","+0110,1","99999,9",,,,,,"10320,1,99999,9",,,,"MET045METAR LIBC 010750Z 01006KT CAVOK 13/11 Q1032=",
"16350099999","2023-01-01T08:50:00","4","38.997225","17.080169","158.8","CROTONE, IT","FM-15","99999","V020","030,1,N,0031,1","99999,9,9,Y","009900,5,9,9","+0140,1","+0120,1","99999,9",,,,,,"10320,1,99999,9",,,,"MET045METAR LIBC 010850Z 03006KT CAVOK 14/12 Q1032=",
"16350099999","2023-01-01T09:50:00","4","38.997225","17.080169","158.8","CROTONE, IT","FM-15","99999","V020","020,1,N,0036,1","99999,9,9,Y","009900,5,9,9","+0150,1","+0120,1","99999,9",,,,,,"10320,1,99999,9",,,,"MET045METAR LIBC 010950Z 02007KT CAVOK 15/12 Q1032=",
"16350099999","2023-01-01T10:50:00","4","38.997225","17.080169","158.8","CROTONE, IT","FM-15","99999","V020","030,1,N,0046,1","99999,9,9,Y","009900,5,9,9","+0150,1","+0110,1","99999,9",,,,,,"10310,1,99999,9",,,,"MET045METAR LIBC 011050Z 03009KT CAVOK 15/11 Q1031=",
"16350099999","2023-01-01T11:50:00","4","38.997225","17.080169","158.8","CROTONE, IT","FM-15","99999","V020","020,1,N,0041,1","99999,9,9,Y","009900,5,9,9","+0160,1","+0120,1","99999,9",,,,,,"10310,1,99999,9",,,,"MET045METAR LIBC 011150Z 02008KT CAVOK 16/12 Q1031=",
"16350099999","2023-01-01T12:50:00","4","38.997225","17.080169","158.8","CROTONE, IT","FM-15","99999","V020","020,1,V,0041,1","99999,9,9,Y","009900,5,9,9","+0160,1","+0100,1","99999,9",,,,,,"10300,1,99999,9",,,,"MET053METAR LIBC 011250Z 02008KT 360V060 CAVOK 16/10 Q1030=",
"16350099999","2023-01-01T13:50:00","4","38.997225","17.080169","158.8","CROTONE, IT","FM-15","99999","V020","050,1,N,0041,1","99999,9,9,Y","009900,5,9,9","+0150,1","+0100,1","99999,9",,,,,,"10300,1,99999,9",,,,"MET045METAR LIBC 011350Z 05008KT CAVOK 15/10 Q1030=",
"16350099999","2023-01-01T14:50:00","4","38.997225","17.080169","158.8","CROTONE, IT","FM-15","99999","V020","020,1,N,0031,1","99999,9,9,Y","009900,5,9,9","+0150,1","+0100,1","99999,9",,,,,,"10300,1,99999,9",,,,"MET045METAR LIBC 011450Z 02006KT CAVOK 15/10 Q1030=",
"16350099999","2023-01-01T15:50:00","4","38.997225","17.080169","158.8","CROTONE, IT","FM-15","99999","V020","350,1,N,0015,1","99999,9,9,Y","009900,5,9,9","+0130,1","+0110,1","99999,9",,,,,,"10300,1,99999,9",,,,"MET045METAR LIBC 011550Z 35003KT CAVOK 13/11 Q1030=",
"16350099999","2023-01-01T16:50:00","4","38.997225","17.080169","158.8","CROTONE, IT","FM-15","99999","V020","360,1,N,0021,1","99999,9,9,Y","009900,5,9,9","+0120,1","+0100,1","99999,9",,,,,,"10310,1,99999,9",,,,"MET045METAR LIBC 011650Z 36004KT CAVOK 12/10 Q1031=",
"16350099999","2023-01-01T17:50:00","4","38.997225","17.080169","158.8","CROTONE, IT","FM-15","99999","V020","010,1,N,0010,1","99999,9,9,Y","009900,5,9,9","+0100,1","+0090,1","99999,9",,,,,,"10310,1,99999,9",,,,"MET045METAR LIBC 011750Z 01002KT CAVOK 10/09 Q1031=",
"16350099999","2023-01-01T18:50:00","4","38.997225","17.080169","158.8","CROTONE, IT","FM-15","99999","V020","300,1,N,0010,1","99999,9,9,Y","009900,5,9,9","+0100,1","+0100,1","99999,9",,,,,,"10310,1,99999,9",,,,"MET045METAR LIBC 011850Z 30002KT CAVOK 10/10 Q1031=",
"16350099999","2023-01-02T07:00:00","4","38.997225","17.080169","158.8","CROTONE, IT","FM-16","99999","V020","260,1,N,0010,1","99999,9,9,Y","009900,5,9,9","+0100,1","+0090,1","99999,9",,,,,,"10310,1,99999,9",,,,"MET045SPECI LIBC 020700Z 26002KT CAVOK 10/09 Q1031=",
"16350099999","2023-01-02T07:50:00","4","38.997225","17.080169","158.8","CROTONE, IT","FM-15","99999","V020","200,1,N,0015,1","99999,9,9,Y","009900,5,9,9","+0120,1","+0110,1","99999,9",,,,,,"10310,1,99999,9",,,,"MET045METAR LIBC 020750Z 20003KT CAVOK 12/11 Q1031=",
