"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","OD1","REM"
"99734299999","2023-01-20T15:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","320,1,N,0067,1","99999,9,9,N","999999,9,9,9","-0005,1","+9999,9","99999,9","5,99,0082,1,999","SYN040MLWW3 46/// /3213 11005 91440 333 91216="
"99734299999","2023-01-20T16:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","320,1,N,0072,1","99999,9,9,N","999999,9,9,9","-0008,1","+9999,9","99999,9","5,99,0088,1,999","SYN040MLWW3 46/// /3214 11008 91540 333 91217="
"99734299999","2023-01-20T17:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","320,1,N,0062,1","99999,9,9,N","999999,9,9,9","-0008,1","+9999,9","99999,9","5,99,0098,1,999","SYN040MLWW3 46/// /3212 11008 91640 333 91219="
"99734299999","2023-01-20T18:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","320,1,N,0046,1","99999,9,9,N","999999,9,9,9","-0008,1","+9999,9","99999,9","5,99,0072,1,999","SYN040MLWW3 46/// /3209 11008 91740 333 91214="
"99734299999","2023-01-20T19:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","300,1,N,0046,1","99999,9,9,N","999999,9,9,9","-0011,1","+9999,9","99999,9","5,99,0057,1,999","SYN040MLWW3 46/// /3009 11011 91850 333 91211="
"99734299999","2023-01-20T20:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","290,1,N,0051,1","99999,9,9,N","999999,9,9,9","-0014,1","+9999,9","99999,9","5,99,0072,1,999","SYN040MLWW3 46/// /2910 11014 91940 333 91214="
"99734299999","2023-01-20T21:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","310,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0019,1","+9999,9","99999,9","5,99,0046,1,999","SYN040MLWW3 46/// /3107 11019 92040 333 91209="
"99734299999","2023-01-20T22:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","310,1,N,0057,1","99999,9,9,N","999999,9,9,9","-0023,1","+9999,9","99999,9","5,99,0072,1,999","SYN040MLWW3 46/// /3111 11023 92140 333 91214="
"99734299999","2023-01-20T23:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","310,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0021,1","+9999,9","99999,9","5,99,0057,1,999","SYN040MLWW3 46/// /3107 11021 92240 333 91211="
"99734299999","2023-01-21T00:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","310,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0023,1","+9999,9","99999,9","5,99,0057,1,999","SYN040MLWW3 46/// /3108 11023 92340 333 91211="
"99734299999","2023-01-21T01:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","290,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0025,1","+9999,9","99999,9","5,99,0046,1,999","SYN040MLWW3 46/// /2907 11025 90040 333 91209="
"99734299999","2023-01-21T02:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","320,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0026,1","+9999,9","99999,9","5,99,0041,1,999","SYN040MLWW3 46/// /3206 11026 90140 333 91208="
"99734299999","2023-01-21T03:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","310,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0027,1","+9999,9","99999,9","5,99,0041,1,999","SYN040MLWW3 46/// /3107 11027 90240 333 91208="
"99734299999","2023-01-21T04:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","310,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0026,1","+9999,9","99999,9","5,99,0041,1,999","SYN040MLWW3 46/// /3106 11026 90340 333 91208="
"99734299999","2023-01-21T05:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","280,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0029,1","+9999,9","99999,9","5,99,0031,1,999","SYN040MLWW3 46/// /2805 11029 90440 333 91206="
"99734299999","2023-01-21T06:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","310,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0028,1","+9999,9","99999,9","5,99,0026,1,999","SYN040MLWW3 46/// /3103 11028 90540 333 91205="
"99734299999","2023-01-21T07:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","290,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0029,1","+9999,9","99999,9","5,99,0046,1,999","SYN040MLWW3 46/// /2905 11029 90640 333 91209="
"99734299999","2023-01-21T08:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","290,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0029,1","+9999,9","99999,9","5,99,0057,1,999","SYN040MLWW3 46/// /2908 11029 90740 333 91211="
"99734299999","2023-01-21T09:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","270,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0030,1","+9999,9","99999,9","5,99,0021,1,999","SYN040MLWW3 46/// /2703 11030 90840 333 91204="
"99734299999","2023-01-21T10:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","270,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0029,1","+9999,9","99999,9","5,99,0031,1,999","SYN040MLWW3 46/// /2705 11029 90940 333 91206="
"99734299999","2023-01-21T11:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","260,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0026,1","+9999,9","99999,9","5,99,0031,1,999","SYN040MLWW3 46/// /2605 11026 91040 333 91206="
"99734299999","2023-01-21T12:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","280,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0025,1","+9999,9","99999,9","5,99,0041,1,999","SYN040MLWW3 46/// /2807 11025 91140 333 91208="
"99734299999","2023-01-21T13:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","270,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0023,1","+9999,9","99999,9","5,99,0036,1,999","SYN040MLWW3 46/// /2705 11023 91240 333 91207="
"99734299999","2023-01-21T14:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","250,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0021,1","+9999,9","99999,9","5,99,0041,1,999","SYN040MLWW3 46/// /2507 11021 91340 333 91208="
"99734299999","2023-01-21T15:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","230,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0023,1","+9999,9","99999,9","5,99,0057,1,999","SYN040MLWW3 46/// /2308 11023 91440 333 91211="
"99734299999","2023-01-21T16:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","220,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0026,1","+9999,9","99999,9","5,99,0051,1,999","SYN040MLWW3 46/// /2207 11026 91540 333 91210="
"99734299999","2023-01-21T17:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","240,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0021,1","+9999,9","99999,9","5,99,0026,1,999","SYN040MLWW3 46/// /2404 11021 91640 333 91205="
"99734299999","2023-01-21T18:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","240,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0019,1","+9999,9","99999,9","5,99,0041,1,999","SYN040MLWW3 46/// /2406 11019 91740 333 91208="
"99734299999","2023-01-21T19:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","250,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0015,1","+9999,9","99999,9","5,99,0046,1,999","SYN040MLWW3 46/// /2507 11015 91840 333 91209="
"99734299999","2023-01-21T20:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","210,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0015,1","+9999,9","99999,9","5,99,0062,1,999","SYN040MLWW3 46/// /2108 11015 91940 333 91212="
"99734299999","2023-01-21T21:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","240,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0015,1","+9999,9","99999,9","5,99,0041,1,999","SYN040MLWW3 46/// /2406 11015 92040 333 91208="
"99734299999","2023-01-21T22:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","220,1,N,0046,1","99999,9,9,N","999999,9,9,9","-0025,1","+9999,9","99999,9","5,99,0057,1,999","SYN040MLWW3 46/// /2209 11025 92140 333 91211="
"99734299999","2023-01-22T00:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","250,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0029,1","+9999,9","99999,9","5,99,0041,1,999","SYN040MLWW3 46/// /2506 11029 92340 333 91208="
"99734299999","2023-01-22T01:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","250,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0029,1","+9999,9","99999,9","5,99,0041,1,999","SYN040MLWW3 46/// /2505 11029 90040 333 91208="
"99734299999","2023-01-22T02:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","250,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0030,1","+9999,9","99999,9","5,99,0041,1,999","SYN040MLWW3 46/// /2505 11030 90140 333 91208="
"99734299999","2023-01-22T03:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","260,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0029,1","+9999,9","99999,9","5,99,0046,1,999","SYN040MLWW3 46/// /2607 11029 90240 333 91209="
"99734299999","2023-01-22T04:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","250,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0027,1","+9999,9","99999,9","5,99,0031,1,999","SYN040MLWW3 46/// /2504 11027 90340 333 91206="
"99734299999","2023-01-22T05:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","250,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0025,1","+9999,9","99999,9","5,99,0026,1,999","SYN040MLWW3 46/// /2505 11025 90440 333 91205="
"99734299999","2023-01-22T06:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","250,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0024,1","+9999,9","99999,9","5,99,0031,1,999","SYN040MLWW3 46/// /2505 11024 90540 333 91206="
"99734299999","2023-01-22T07:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","260,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0026,1","+9999,9","99999,9","5,99,0031,1,999","SYN040MLWW3 46/// /2605 11026 90640 333 91206="
"99734299999","2023-01-22T08:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","270,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0025,1","+9999,9","99999,9","5,99,0021,1,999","SYN040MLWW3 46/// /2704 11025 90740 333 91204="
"99734299999","2023-01-22T09:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","240,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0024,1","+9999,9","99999,9","5,99,0015,1,999","SYN040MLWW3 46/// /2402 11024 90840 333 91203="
"99734299999","2023-01-22T10:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","320,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0024,1","+9999,9","99999,9","5,99,0031,1,999","SYN040MLWW3 46/// /3205 11024 90940 333 91206="
"99734299999","2023-01-22T11:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","360,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0025,1","+9999,9","99999,9","5,99,0036,1,999","SYN040MLWW3 46/// /3605 11025 91040 333 91207="
"99734299999","2023-01-22T12:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","320,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0028,1","+9999,9","99999,9","5,99,0031,1,999","SYN040MLWW3 46/// /3205 11028 91140 333 91206="
"99734299999","2023-01-22T13:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","200,1,N,0051,1","99999,9,9,N","999999,9,9,9","-0007,1","+9999,9","99999,9","5,99,0057,1,999","SYN040MLWW3 46/// /2010 11007 91250 333 91211="
"99734299999","2023-01-22T14:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","320,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0034,1","+9999,9","99999,9","5,99,0031,1,999","SYN040MLWW3 46/// /3205 11034 91350 333 91206="
"99734299999","2023-01-22T15:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","360,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0033,1","+9999,9","99999,9","5,99,0026,1,999","SYN040MLWW3 46/// /3605 11033 91440 333 91205="
"99734299999","2023-01-22T16:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","350,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0032,1","+9999,9","99999,9","5,99,0026,1,999","SYN040MLWW3 46/// /3505 11032 91540 333 91205="
"99734299999","2023-01-22T17:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","010,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0030,1","+9999,9","99999,9","5,99,0026,1,999","SYN040MLWW3 46/// /0104 11030 91640 333 91205="
"99734299999","2023-01-22T18:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","360,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0028,1","+9999,9","99999,9","5,99,0026,1,999","SYN040MLWW3 46/// /3604 11028 91740 333 91205="
"99734299999","2023-01-22T19:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","360,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0025,1","+9999,9","99999,9","5,99,0041,1,999","SYN040MLWW3 46/// /3606 11025 91840 333 91208="
"99734299999","2023-01-22T20:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","010,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0024,1","+9999,9","99999,9","5,99,0041,1,999","SYN040MLWW3 46/// /0107 11024 91940 333 91208="
"99734299999","2023-01-22T21:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","020,1,N,0046,1","99999,9,9,N","999999,9,9,9","-0022,1","+9999,9","99999,9","5,99,0051,1,999","SYN040MLWW3 46/// /0209 11022 92040 333 91210="
"99734299999","2023-01-22T22:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","330,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0022,1","+9999,9","99999,9","5,99,0026,1,999","SYN040MLWW3 46/// /3304 11022 92140 333 91205="
"99734299999","2023-01-22T23:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","340,1,N,0067,1","99999,9,9,N","999999,9,9,9","-0027,1","+9999,9","99999,9","5,99,0072,1,999","SYN040MLWW3 46/// /3413 11027 92240 333 91214="
"99734299999","2023-01-23T00:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","340,1,N,0057,1","99999,9,9,N","999999,9,9,9","-0043,1","+9999,9","99999,9","5,99,0067,1,999","SYN040MLWW3 46/// /3411 11043 92340 333 91213="
"99734299999","2023-01-23T01:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","320,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0053,1","+9999,9","99999,9","5,99,0041,1,999","SYN040MLWW3 46/// /3207 11053 90040 333 91208="
"99734299999","2023-01-23T02:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","310,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0055,1","+9999,9","99999,9","5,99,0046,1,999","SYN040MLWW3 46/// /3107 11055 90140 333 91209="
"99734299999","2023-01-23T03:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","310,1,N,0046,1","99999,9,9,N","999999,9,9,9","-0060,1","+9999,9","99999,9","5,99,0051,1,999","SYN040MLWW3 46/// /3109 11060 90240 333 91210="
"99734299999","2023-01-23T04:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","330,1,N,0046,1","99999,9,9,N","999999,9,9,9","-0071,1","+9999,9","99999,9","5,99,0062,1,999","SYN040MLWW3 46/// /3309 11071 90340 333 91212="
"99734299999","2023-01-23T05:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","300,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0074,1","+9999,9","99999,9","5,99,0046,1,999","SYN040MLWW3 46/// /3007 11074 90440 333 91209="
"99734299999","2023-01-23T07:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","290,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0074,1","+9999,9","99999,9","5,99,0051,1,999","SYN040MLWW3 46/// /2908 11074 90710 333 91210="
"99734299999","2023-01-23T08:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","300,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0071,1","+9999,9","99999,9","5,99,0046,1,999","SYN040MLWW3 46/// /3007 11071 90740 333 91209="
"99734299999","2023-01-23T09:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","300,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0075,1","+9999,9","99999,9","5,99,0051,1,999","SYN040MLWW3 46/// /3008 11075 90840 333 91210="
"99734299999","2023-01-23T10:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","310,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0077,1","+9999,9","99999,9","5,99,0031,1,999","SYN040MLWW3 46/// /3105 11077 90940 333 91206="
"99734299999","2023-01-23T11:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","300,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0076,1","+9999,9","99999,9","5,99,0041,1,999","SYN040MLWW3 46/// /3006 11076 91040 333 91208="
"99734299999","2023-01-23T12:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","310,1,N,0046,1","99999,9,9,N","999999,9,9,9","-0076,1","+9999,9","99999,9","5,99,0057,1,999","SYN040MLWW3 46/// /3109 11076 91140 333 91211="
"99734299999","2023-01-23T13:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","280,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0074,1","+9999,9","99999,9","5,99,0041,1,999","SYN040MLWW3 46/// /2807 11074 91240 333 91208="
"99734299999","2023-01-23T14:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","260,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0073,1","+9999,9","99999,9","5,99,0046,1,999","SYN040MLWW3 46/// /2607 11073 91340 333 91209="
"99734299999","2023-01-23T15:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","270,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0064,1","+9999,9","99999,9","5,99,0046,1,999","SYN040MLWW3 46/// /2707 11064 91440 333 91209="
"99734299999","2023-01-23T16:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","270,1,N,0057,1","99999,9,9,N","999999,9,9,9","-0051,1","+9999,9","99999,9","5,99,0072,1,999","SYN040MLWW3 46/// /2711 11051 91540 333 91214="
"99734299999","2023-01-23T17:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","260,1,N,0057,1","99999,9,9,N","999999,9,9,9","-0037,1","+9999,9","99999,9","5,99,0072,1,999","SYN040MLWW3 46/// /2611 11037 91640 333 91214="
"99734299999","2023-01-23T18:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","230,1,N,0046,1","99999,9,9,N","999999,9,9,9","-0025,1","+9999,9","99999,9","5,99,0072,1,999","SYN040MLWW3 46/// /2309 11025 91740 333 91214="
"99734299999","2023-01-23T19:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","240,1,N,0062,1","99999,9,9,N","999999,9,9,9","-0022,1","+9999,9","99999,9","5,99,0088,1,999","SYN040MLWW3 46/// /2412 11022 91840 333 91217="
"99734299999","2023-01-23T20:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","260,1,N,0067,1","99999,9,9,N","999999,9,9,9","-0009,1","+9999,9","99999,9","5,99,0093,1,999","SYN040MLWW3 46/// /2613 11009 91940 333 91218="
"99734299999","2023-01-23T21:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","250,1,N,0067,1","99999,9,9,N","999999,9,9,9","-0007,1","+9999,9","99999,9","5,99,0093,1,999","SYN040MLWW3 46/// /2513 11007 92040 333 91218="
"99734299999","2023-01-23T22:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","250,1,N,0062,1","99999,9,9,N","999999,9,9,9","-0001,1","+9999,9","99999,9","5,99,0088,1,999","SYN040MLWW3 46/// /2512 11001 92140 333 91217="
"99734299999","2023-01-23T23:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","230,1,N,0057,1","99999,9,9,N","999999,9,9,9","-0011,1","+9999,9","99999,9","5,99,0077,1,999","SYN040MLWW3 46/// /2311 11011 92240 333 91215="
"99734299999","2023-01-24T00:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","240,1,N,0062,1","99999,9,9,N","999999,9,9,9","-0021,1","+9999,9","99999,9","5,99,0077,1,999","SYN040MLWW3 46/// /2412 11021 92340 333 91215="
"99734299999","2023-01-24T01:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","240,1,N,0067,1","99999,9,9,N","999999,9,9,9","-0030,1","+9999,9","99999,9","5,99,0082,1,999","SYN040MLWW3 46/// /2413 11030 90040 333 91216="
"99734299999","2023-01-24T02:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","260,1,N,0088,1","99999,9,9,N","999999,9,9,9","-0029,1","+9999,9","99999,9","5,99,0113,1,999","SYN040MLWW3 46/// /2617 11029 90140 333 91222="
"99734299999","2023-01-24T03:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","270,1,N,0072,1","99999,9,9,N","999999,9,9,9","-0026,1","+9999,9","99999,9","5,99,0113,1,999","SYN040MLWW3 46/// /2714 11026 90240 333 91222="
"99734299999","2023-01-24T04:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","270,1,N,0062,1","99999,9,9,N","999999,9,9,9","-0019,1","+9999,9","99999,9","5,99,0082,1,999","SYN040MLWW3 46/// /2712 11019 90340 333 91216="
"99734299999","2023-01-24T05:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","280,1,N,0062,1","99999,9,9,N","999999,9,9,9","-0020,1","+9999,9","99999,9","5,99,0082,1,999","SYN040MLWW3 46/// /2812 11020 90440 333 91216="
"99734299999","2023-01-24T06:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","270,1,N,0051,1","99999,9,9,N","999999,9,9,9","-0026,1","+9999,9","99999,9","5,99,0077,1,999","SYN040MLWW3 46/// /2710 11026 90540 333 91215="
"99734299999","2023-01-24T07:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","270,1,N,0051,1","99999,9,9,N","999999,9,9,9","-0030,1","+9999,9","99999,9","5,99,0062,1,999","SYN040MLWW3 46/// /2710 11030 90640 333 91212="
"99734299999","2023-01-24T08:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","270,1,N,0067,1","99999,9,9,N","999999,9,9,9","-0033,1","+9999,9","99999,9","5,99,0093,1,999","SYN040MLWW3 46/// /2713 11033 90740 333 91218="
"99734299999","2023-01-24T09:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","270,1,N,0057,1","99999,9,9,N","999999,9,9,9","-0033,1","+9999,9","99999,9","5,99,0072,1,999","SYN040MLWW3 46/// /2711 11033 90840 333 91214="
"99734299999","2023-01-24T10:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","270,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0036,1","+9999,9","99999,9","5,99,0051,1,999","SYN040MLWW3 46/// /2708 11036 90940 333 91210="
"99734299999","2023-01-24T11:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","270,1,N,0046,1","99999,9,9,N","999999,9,9,9","-0034,1","+9999,9","99999,9","5,99,0057,1,999","SYN040MLWW3 46/// /2709 11034 91040 333 91211="
"99734299999","2023-01-24T12:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","260,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0026,1","+9999,9","99999,9","5,99,0046,1,999","SYN040MLWW3 46/// /2607 11026 91140 333 91209="
"99734299999","2023-01-24T13:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","270,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0021,1","+9999,9","99999,9","5,99,0046,1,999","SYN040MLWW3 46/// /2707 11021 91240 333 91209="
"99734299999","2023-01-24T14:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","260,1,N,0051,1","99999,9,9,N","999999,9,9,9","-0016,1","+9999,9","99999,9","5,99,0062,1,999","SYN040MLWW3 46/// /2610 11016 91340 333 91212="
"99734299999","2023-01-24T15:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","250,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0010,1","+9999,9","99999,9","5,99,0057,1,999","SYN040MLWW3 46/// /2507 11010 91440 333 91211="
"99734299999","2023-01-24T16:00:00","4","43.05","-87.88","188.0","MILWAUKEE, WI US","FM-13","99999","V020","260,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0002,1","+9999,9","99999,9","5,99,0046,1,999","SYN040MLWW3 46/// /2608 11002 91540 333 91209="
