"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AJ1","AW1","GA1","GA2","GA3","GE1","GF1","KA1","KA2","MA1","MD1","OD1","REM","EQD"
"03305099999","2023-04-02T22:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","360,1,N,0005,1","99999,9,9,N","026000,1,9,9","+0026,1","+0018,1","10319,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10047,1","2,1,006,1,+999,9","4,99,0010,1,999","SYN08203305 25976 03601 10026 20018 30047 40319 52006 80/// 333 60005 91002 90710 91105=",
"03305099999","2023-04-02T23:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","250,1,N,0015,1","99999,9,9,N","023000,1,9,9","+0015,1","+0010,1","10321,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10047,1","2,1,004,1,+999,9","4,99,0026,1,999","SYN08203305 25973 02503 10015 20010 30047 40321 52004 80/// 333 60005 91005 90710 91105=",
"03305099999","2023-04-03T00:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","030,1,N,0010,1","99999,9,9,N","014000,1,9,9","+0015,1","+0011,1","10320,1","01,0000,9,1","06,0000,9,1",,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10047,1","9,9,002,1,+999,9","4,99,0015,1,999","SYN08803305 05964 00302 10015 20011 30047 40320 50002 60001 80/// 333 60005 91003 90710 91104=",
"03305099999","2023-04-03T01:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","360,1,N,0005,1","99999,9,9,N","017000,1,9,9","+0009,1","+0006,1","10319,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10045,1","7,1,002,1,+999,9","4,99,0015,1,999","SYN08203305 25967 03601 10009 20006 30045 40319 57002 80/// 333 60005 91003 90710 91106=",
"03305099999","2023-04-03T02:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","018000,1,9,9","+0004,1","+0000,1","10319,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10045,1","7,1,003,1,+999,9","4,99,0010,1,999","SYN08203305 25968 00000 10004 20000 30045 40319 57003 80/// 333 60005 91002 90710 91104=",
"03305099999","2023-04-03T03:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","280,1,N,0010,1","99999,9,9,N","017000,1,9,9","-0006,1","-0009,1","10319,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10043,1","7,1,004,1,+999,9","4,99,0015,1,999","SYN08203305 25967 02802 11006 21009 30043 40319 57004 80/// 333 60005 91003 90710 91103=",
"03305099999","2023-04-03T04:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","009000,1,9,9","-0008,1","-0012,1","10316,1","01,0000,9,1",,,,"10,1","03,1,+00030,1,99,9",,,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,00030,1,99,9,99,9",,,"99999,9,10040,1","8,1,005,1,+999,9","4,99,0010,1,999","SYN09403305 27059 30000 11008 21012 30040 40316 58005 710// 83/// 333 60005 83/01 91002 90710 91103=",
"03305099999","2023-04-03T05:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","280,1,N,0005,1","00030,1,9,N","001300,1,9,9","-0014,1","-0017,1","10313,1","01,0000,9,1",,,,"30,1","07,1,+00030,1,99,9",,,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,00030,1,99,9,99,9",,,"99999,9,10037,1","8,1,008,1,+999,9","4,99,0010,1,999","SYN09403305 27013 72801 11014 21017 30037 40313 58008 730// 87/// 333 60005 87/01 91002 90710 91104=",
"03305099999","2023-04-03T06:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","360,1,N,0005,1","22000,1,9,N","011000,1,9,9","-0016,1","-0018,1","10312,1","01,0000,9,1","12,0000,9,1","24,0000,9,1",,"20,1","03,1,+00030,1,99,9",,,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,00030,1,99,9,99,9","240,M,+0078,1","240,N,-0019,1","99999,9,10036,1","7,1,008,1,+999,9","4,99,0015,1,999","SYN12403305 07061 33601 11016 21018 30036 40312 57008 60002 720// 83/// 333 10078 21019 3/105 60005 70000 83/01 91003 90710 91103=",
"03305099999","2023-04-03T07:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","260,1,N,0010,1","99999,9,9,N","030000,1,9,9","-0007,1","-0012,1","10310,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10035,1","6,1,006,1,+999,9","4,99,0015,1,999","SYN08203305 25980 02602 11007 21012 30035 40310 56006 80/// 333 60005 91003 90710 91105=",
"03305099999","2023-04-03T08:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","220,1,N,0010,1","99999,9,9,N","040000,1,9,9","+0024,1","+0012,1","10309,1","01,0002,3,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10037,1","7,9,004,9,+999,9","4,99,0010,1,999","SYN08203305 25982 02202 10024 20012 30037 40309 54001 80/// 333 69925 91002 90710 91104=","Q01.1    3APC3  Q024     3APCTEN"
"03305099999","2023-04-03T09:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","360,1,N,0005,1","99999,9,9,N","045000,1,9,9","+0057,1","+0012,1","10304,1","01,0000,9,1","12,0002,3,1",,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9","240,M,+0059,1","240,N,-0019,1","99999,9,10035,1","7,9,008,9,+999,9","4,99,0015,1,999","SYN10003305 05983 03601 10057 20012 30035 40304 54001 69922 80/// 333 10059 21019 60005 91003 90710 91104=","Q01.1    3APC3  Q024     3APCTEN"
"03305099999","2023-04-03T10:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","260,1,N,0026,1","99999,9,9,N","065000,1,9,9","+0076,1","+0014,1","10301,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10034,1","7,1,002,1,+999,9","4,99,0046,1,999","SYN08203305 25987 02605 10076 20014 30034 40301 57002 80/// 333 60005 91009 90710 91110=",
"03305099999","2023-04-03T11:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","250,1,N,0031,1","99999,9,9,N","070001,1,9,9","+0092,1","-0003,1","10298,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10032,1","7,1,005,1,+999,9","4,99,0046,1,999","SYN08203305 25989 02506 10092 21003 30032 40298 57005 80/// 333 60005 91009 90710 91111=",
"03305099999","2023-04-03T12:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","050,1,N,0036,1","99999,9,9,N","070001,1,9,9","+0098,1","+0004,1","10293,1","01,0000,9,1","06,0002,3,1",,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10029,1","7,1,007,1,+999,9","4,99,0067,1,999","SYN08803305 05989 00507 10098 20004 30029 40293 57007 69921 80/// 333 60005 91013 90710 91114=",
"03305099999","2023-04-03T13:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","100,1,N,0015,1","99999,9,9,N","070001,1,9,9","+0108,1","-0037,1","10286,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10023,1","8,1,012,1,+999,9","4,99,0041,1,999","SYN08203305 25989 01003 10108 21037 30023 40286 58012 80/// 333 60005 91008 90710 91112=",
"03305099999","2023-04-03T14:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","190,1,N,0015,1","99999,9,9,N","065000,1,9,9","+0124,1","-0004,1","10280,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10018,1","7,1,015,1,+999,9","4,99,0036,1,999","SYN08203305 25987 01903 10124 21004 30018 40280 57015 80/// 333 60005 91007 90710 91109=",
"03305099999","2023-04-03T15:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","260,1,N,0031,1","99999,9,9,N","070001,1,9,9","+0120,1","-0034,1","10275,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10013,1","7,1,016,1,+999,9","4,99,0051,1,999","SYN08203305 25989 02606 10120 21034 30013 40275 57016 80/// 333 60005 91010 90710 91112=",
"03305099999","2023-04-03T16:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","260,1,N,0031,1","99999,9,9,N","070001,1,9,9","+0127,1","-0003,1","10270,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10009,1","7,1,014,1,+999,9","4,99,0051,1,999","SYN08203305 25989 02606 10127 21003 30009 40270 57014 80/// 333 60005 91010 90710 91114=",
"03305099999","2023-04-03T17:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","360,1,N,0015,1","99999,9,9,N","070001,1,9,9","+0119,1","-0024,1","10270,1","01,0000,9,1",,,,"22,1","00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10008,1","6,1,010,1,+999,9","4,99,0036,1,999","SYN08803305 27989 03603 10119 21024 30008 40270 56010 722// 80/// 333 60005 91007 90710 91111=",
"03305099999","2023-04-03T18:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","120,1,N,0041,1","99999,9,9,N","070001,1,9,9","+0101,1","+0009,1","10274,1","01,0000,9,1","12,0002,3,1",,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9","120,M,+0130,1","120,N,-0018,1","99999,9,10010,1","5,1,004,1,+999,9","4,99,0062,1,999","SYN10003305 05989 01208 10101 20009 30010 40274 55004 69922 80/// 333 10130 21018 60005 91012 90710 91112=",
"03305099999","2023-04-03T19:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","065000,1,9,9","+0080,1","+0007,1","10278,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10012,1","3,1,003,1,+999,9","4,99,0026,1,999","SYN08203305 25987 03602 10080 20007 30012 40278 53003 80/// 333 60005 91005 90710 91111=",
"03305099999","2023-04-03T20:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","100,1,N,0010,1","99999,9,9,N","050000,1,9,9","+0061,1","+0007,1","10284,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10016,1","3,1,007,1,+999,9","4,99,0021,1,999","SYN08203305 25984 01002 10061 20007 30016 40284 53007 80/// 333 60005 91004 90710 91111=",
"03305099999","2023-04-03T21:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","040,1,N,0021,1","99999,9,9,N","055000,1,9,9","+0038,1","+0002,1","10288,1","01,0000,9,1","12,0000,9,1",,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9","240,M,+0130,1","240,N,+0038,1","99999,9,10018,1","2,1,007,1,+999,9","4,99,0026,1,999","SYN10003305 05985 00404 10038 20002 30018 40288 52007 60002 80/// 333 10130 20038 60005 91005 90710 91106=",
"03305099999","2023-04-03T22:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","360,1,N,0005,1","99999,9,9,N","045000,1,9,9","+0018,1","-0003,1","10291,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10019,1","2,1,006,1,+999,9","4,99,0010,1,999","SYN08203305 25983 03601 10018 21003 30019 40291 52006 80/// 333 60005 91002 90710 91104=",
"03305099999","2023-04-03T23:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","045000,1,9,9","+0005,1","-0011,1","10294,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10020,1","2,1,004,1,+999,9","4,99,0010,1,999","SYN08203305 25983 00000 10005 21011 30020 40294 52004 80/// 333 60005 91002 90710 91103=",
"03305099999","2023-04-04T00:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","040000,1,9,9","+0002,1","-0010,1","10292,1","01,0000,9,1","06,0000,9,1",,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10019,1","9,9,001,1,+999,9","4,99,0005,1,999","SYN08803305 05982 00000 10002 21010 30019 40292 50001 60001 80/// 333 60005 91001 90710 91102=",
"03305099999","2023-04-04T01:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","035000,1,9,9","-0001,1","-0009,1","10292,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10018,1","7,1,002,1,+999,9","4,99,0005,1,999","SYN08203305 25981 00000 11001 21009 30018 40292 57002 80/// 333 60005 91001 90710 91103=",
"03305099999","2023-04-04T02:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","250,1,N,0005,1","99999,9,9,N","019000,1,9,9","-0013,1","-0023,1","10290,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10014,1","8,1,006,1,+999,9","4,99,0015,1,999","SYN08203305 25969 02501 11013 21023 30014 40290 58006 80/// 333 60005 91003 90710 91103=",
"03305099999","2023-04-04T03:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","028000,1,9,9","-0003,1","-0008,1","10285,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10011,1","8,1,008,1,+999,9","4,99,0010,1,999","SYN08203305 25978 00000 11003 21008 30011 40285 58008 80/// 333 60005 91002 90710 91105=",
"03305099999","2023-04-04T04:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","360,1,N,0005,1","99999,9,9,N","015000,1,9,9","-0011,1","-0016,1","10281,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10006,1","7,1,012,1,+999,9","4,99,0010,1,999","SYN08203305 25965 03601 11011 21016 30006 40281 57012 80/// 333 60005 91002 90710 91104=",
"03305099999","2023-04-04T05:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","015000,1,9,9","-0011,1","-0015,1","10280,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10005,1","7,1,010,1,+999,9","4,99,0010,1,999","SYN08203305 25965 00000 11011 21015 30005 40280 57010 80/// 333 60005 91002 90710 91103=",
"03305099999","2023-04-04T06:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","012000,1,9,9","-0012,1","-0016,1","10282,1","01,0000,9,1","12,0000,9,1","24,0002,3,1",,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9","240,M,+0101,1","240,N,-0018,1","99999,9,10007,1","5,1,004,1,+999,9","4,99,0005,1,999","SYN11203305 05962 00000 11012 21016 30007 40282 55004 60002 80/// 333 10101 21018 3/106 60005 70002 91001 90710 91102=",
"03305099999","2023-04-04T07:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","014000,1,9,9","+0005,1","+0003,1","10281,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10008,1","3,1,001,1,+999,9","4,99,0021,1,999","SYN08203305 25964 03602 10005 20003 30008 40281 53001 80/// 333 60005 91004 90710 91104=",
"03305099999","2023-04-04T08:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","250,1,N,0046,1","99999,9,9,N","030000,1,9,9","+0049,1","+0020,1","10274,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10005,1","9,9,000,1,+999,9","4,99,0062,1,999","SYN08203305 25980 02509 10049 20020 30005 40274 50000 80/// 333 60005 91012 90710 91112=",
"03305099999","2023-04-04T09:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","240,1,N,0067,1","22000,1,9,N","030000,1,9,9","+0070,1","+0027,1","10272,1","01,0000,9,1","12,0000,9,1",,,,"01,1,+06600,1,99,9",,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,06600,1,99,9,99,9","240,M,+0073,1","240,N,-0018,1","99999,9,10005,1","7,1,003,1,+999,9","4,99,0082,1,999","SYN10603305 05980 12413 10070 20027 30005 40272 57003 60002 81/// 333 10073 21018 60005 81/72 91016 90710 91117=",
"03305099999","2023-04-04T10:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","250,1,N,0067,1","99999,9,9,N","999999,9,9,9","+0079,1","+0020,1","10270,1",,,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10004,1","7,1,004,1,+999,9","4,99,0077,1,999","SYN07603305 469// 02513 10079 20020 30004 40270 57004 80/// 333 91015 90710 91118=",
"03305099999","2023-04-04T11:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","250,1,N,0077,1","04200,1,9,N","045000,1,9,9","+0089,1","+0023,1","10266,1","01,0006,3,1",,,,,"05,1,+04200,1,99,9",,,"9,AGL   ,+99999,+99999","05,99,1,05,1,99,9,04200,1,99,9,99,9",,,"99999,9,10001,1","8,1,004,1,+999,9","4,99,0098,1,999","SYN08803305 25983 52515 10089 20023 30001 40266 58004 85/// 333 69965 85/64 91019 90710 91119=",
"03305099999","2023-04-04T12:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","240,1,N,0088,1","03600,1,9,N","050000,1,9,9","+0084,1","+0004,1","10262,1","01,0000,9,1","06,0006,3,1",,,,"08,1,+03600,1,99,9",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,03600,1,99,9,99,9",,,"99999,9,09997,1","8,1,008,1,+999,9","4,99,0108,1,999","SYN09403305 05984 82417 10084 20004 39997 40262 58008 69961 88/// 333 60005 88/62 91021 90710 91122=",
"03305099999","2023-04-04T13:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","240,1,N,0088,1","03300,1,9,N","050000,1,9,9","+0087,1","-0003,1","10258,1","01,0000,9,1",,,,,"08,1,+03300,1,99,9",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,03300,1,99,9,99,9",,,"99999,9,09993,1","7,1,012,1,+999,9","4,99,0103,1,999","SYN08803305 25984 82417 10087 21003 39993 40258 57012 88/// 333 60005 88/61 91020 90710 91124=",
"03305099999","2023-04-04T14:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","260,1,N,0082,1","03000,1,9,N","045000,1,9,9","+0090,1","+0012,1","10253,1","01,0000,9,1",,,,,"06,1,+03000,1,99,9",,,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,03000,1,99,9,99,9",,,"99999,9,09988,1","7,1,013,1,+999,9","4,99,0103,1,999","SYN08803305 25983 62616 10090 20012 39988 40253 57013 86/// 333 60005 86/60 91020 90710 91123=",
"03305099999","2023-04-04T15:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","260,1,N,0082,1","22000,1,9,N","035000,1,9,9","+0089,1","+0020,1","10245,1","01,0000,9,1",,,,,"02,1,+04200,1,99,9",,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,04200,1,99,9,99,9",,,"99999,9,09981,1","8,1,017,1,+999,9","4,99,0108,1,999","SYN08803305 25981 22616 10089 20020 39981 40245 58017 82/// 333 60005 82/64 91021 90710 91122=",
"03305099999","2023-04-04T16:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","260,1,N,0093,1","02700,1,9,N","026000,1,9,9","+0083,1","+0032,1","10242,1","01,0000,9,1",,,,,"08,1,+02700,1,99,9",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,02700,1,99,9,99,9",,,"99999,9,09977,1","7,1,017,1,+999,9","4,99,0113,1,999","SYN08803305 25976 82618 10083 20032 39977 40242 57017 88/// 333 60005 88/59 91022 90710 91122=",
"03305099999","2023-04-04T17:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","250,1,N,0088,1","02400,1,9,N","024000,1,9,9","+0080,1","+0040,1","10238,1","01,0000,9,1",,,,,"05,1,+02400,1,99,9","05,1,+03000,1,99,9",,"9,AGL   ,+99999,+99999","08,99,1,05,1,99,9,02400,1,99,9,99,9",,,"99999,9,09973,1","6,1,015,1,+999,9","4,99,0113,1,999","SYN09403305 25974 82517 10080 20040 39973 40238 56015 88/// 333 60005 85/58 85/60 91022 90710 91126=",
"03305099999","2023-04-04T18:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","250,1,N,0077,1","02700,1,9,N","022000,1,9,9","+0077,1","+0044,1","10237,1","01,0000,9,1","12,0006,3,1",,,,"01,1,+00630,1,99,9","08,1,+02700,1,99,9",,"9,AGL   ,+99999,+99999","08,99,1,01,1,99,9,00630,1,99,9,99,9","120,M,+0102,1","120,N,-0014,1","99999,9,09972,1","7,1,009,1,+999,9","4,99,0108,1,999","SYN11203305 05572 82515 10077 20044 39972 40237 57009 69962 88/// 333 10102 21014 60005 81/21 88/59 91021 90710 91123=",
"03305099999","2023-04-04T19:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","240,1,N,0072,1","02100,1,C,N","020000,1,9,9","+0075,1","+0047,1","10234,1","01,0000,9,1",,,,,"03,1,+00480,1,99,9","01,1,+00720,1,99,9","04,1,+02100,1,99,9","9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,00480,1,99,9,99,9",,,"99999,9,09969,1","7,1,008,1,+999,9","4,99,0093,1,999","SYN10003305 25470 82414 10075 20047 39969 40234 57008 88/// 333 60005 83/16 81/24 84/57 91018 90710 91119=",
"03305099999","2023-04-04T20:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","240,1,N,0082,1","00720,1,9,N","019000,1,9,9","+0074,1","+0049,1","10232,1","01,0000,9,1",,,,,"07,1,+00720,1,99,9","04,1,+02700,1,99,9","03,1,+03000,1,99,9","9,AGL   ,+99999,+99999","08,99,1,07,1,99,9,00720,1,99,9,99,9",,,"99999,9,09967,1","8,1,007,1,+999,9","4,99,0118,1,999","SYN10003305 25569 82416 10074 20049 39967 40232 58007 88/// 333 60005 87/24 84/59 83/60 91023 90710 91125=",
"03305099999","2023-04-04T21:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","230,1,N,0124,1","00660,1,C,N","021000,1,9,9","+0079,1","+0050,1","10227,1","01,0000,9,1","12,0006,3,1",,,,"03,1,+00390,1,99,9","04,1,+00660,1,99,9","06,1,+02400,1,99,9","9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,00390,1,99,9,99,9","240,M,+0102,1","240,N,+0069,1","99999,9,09962,1","8,1,010,1,+999,9","4,99,0154,1,999","SYN11803305 05471 82324 10079 20050 39962 40227 58010 69962 88/// 333 10102 20069 60005 83/13 84/22 86/58 91030 90710 91131=",
