"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AJ1","AW1","GA1","GA2","GA3","GE1","GF1","KA1","KA2","MA1","MD1","OD1","REM","EQD"
"03305099999","2023-01-01T18:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","230,1,N,0067,1","00810,1,9,N","035000,1,9,9","+0064,1","+0038,1","10044,1","01,0006,3,1","12,0110,3,1",,,"61,1","08,1,+00810,1,99,9",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00810,1,99,9,99,9","120,M,+0082,1","120,N,+0053,1","99999,9,09783,1","3,1,009,1,+999,9","4,99,0093,1,999","SYN11203305 07581 82313 10064 20038 39783 40044 53009 60112 761// 88/// 333 10082 20053 69965 88/27 91018 90710 91139=",
"03305099999","2023-01-01T19:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","220,1,N,0088,1","22000,1,9,N","055000,1,9,9","+0063,1","+0040,1","10045,1","01,0000,9,1",,,,"40,1","02,1,+00900,1,99,9","02,1,+02100,1,99,9",,"9,AGL   ,+99999,+99999","04,99,1,02,1,99,9,00900,1,99,9,99,9",,,"99999,9,09784,1","3,1,009,1,+999,9","4,99,0103,1,999","SYN10003305 27585 42217 10063 20040 39784 40045 53009 740// 84/// 333 60005 82/30 82/57 91020 90710 91121=",
"03305099999","2023-01-01T20:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","230,1,N,0082,1","99999,9,9,N","055000,1,9,9","+0059,1","+0042,1","10046,1","01,0002,3,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09784,1","1,1,007,1,+999,9","4,99,0103,1,999","SYN08203305 26985 02316 10059 20042 39784 40046 51007 80/// 333 69925 91020 90710 91121=",
"03305099999","2023-01-01T21:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","230,1,N,0082,1","22000,1,9,N","045000,1,9,9","+0059,1","+0042,1","10048,1","01,0000,9,1","12,0030,3,1",,,,"01,1,+01290,1,99,9",,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,01290,1,99,9,99,9","240,M,+0082,1","240,N,+0055,1","99999,9,09786,1","2,1,002,1,+999,9","4,99,0108,1,999","SYN10603305 06683 12316 10059 20042 39786 40048 52002 60032 81/// 333 10082 20055 60005 81/43 91021 90710 91122=",
"03305099999","2023-01-01T22:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","230,1,N,0057,1","00660,1,C,N","035000,1,9,9","+0056,1","+0041,1","10054,1","01,0000,9,1",,,,,"01,1,+00300,1,99,9","05,1,+00660,1,99,9",,"9,AGL   ,+99999,+99999","06,99,1,01,1,99,9,00300,1,99,9,99,9",,,"99999,9,09791,1","3,1,007,1,+999,9","4,99,0088,1,999","SYN09403305 25481 62311 10056 20041 39791 40054 53007 86/// 333 60005 81/10 85/22 91017 90710 91120=",
"03305099999","2023-01-01T23:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","240,1,N,0057,1","00330,1,9,N","035000,1,9,9","+0053,1","+0038,1","10063,1","01,0002,3,1",,,,"61,1","08,1,+00330,1,99,9",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00330,1,99,9,99,9",,,"99999,9,09800,1","3,1,015,1,+999,9","4,99,0077,1,999","SYN09403305 27481 82411 10053 20038 39800 40063 53015 761// 88/// 333 69925 88/11 91015 90710 91115=",
"03305099999","2023-01-02T00:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","250,1,N,0026,1","00540,1,9,N","030000,1,9,9","+0054,1","+0039,1","10071,1","01,0000,9,1","06,0004,3,1",,,"57,1","08,1,+00540,1,99,9",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00540,1,99,9,99,9",,,"99999,9,09808,1","3,1,021,1,+999,9","4,99,0046,1,999","SYN10003305 07480 82505 10054 20039 39808 40071 53021 69941 757// 88/// 333 60005 88/18 91009 90710 91110=",
"03305099999","2023-01-02T01:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","230,1,N,0051,1","00690,1,9,N","025000,1,9,9","+0053,1","+0036,1","10078,1","01,0000,9,1",,,,"61,1","08,1,+00690,1,99,9",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00690,1,99,9,99,9",,,"99999,9,09815,1","2,1,023,1,+999,9","4,99,0072,1,999","SYN09403305 27575 82310 10053 20036 39815 40078 52023 761// 88/// 333 60005 88/23 91014 90710 91114=",
"03305099999","2023-01-02T02:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","230,1,N,0046,1","00510,1,9,N","045000,1,9,9","+0048,1","+0031,1","10088,1","01,0002,3,1",,,,,"08,1,+00510,1,99,9",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00510,1,99,9,99,9",,,"99999,9,09824,1","3,1,024,1,+999,9","4,99,0067,1,999","SYN08803305 26483 82309 10048 20031 39824 40088 53024 88/// 333 69925 88/17 91013 90710 91116=",
"03305099999","2023-01-02T03:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","230,1,N,0062,1","00690,1,9,N","070001,1,9,9","+0042,1","+0021,1","10098,1","01,0000,9,1",,,,,"08,1,+00690,1,99,9",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00690,1,99,9,99,9",,,"99999,9,09833,1","3,1,025,1,+999,9","4,99,0082,1,999","SYN08803305 25589 82312 10042 20021 39833 40098 53025 88/// 333 60005 88/23 91016 90710 91117=",
"03305099999","2023-01-02T04:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","210,1,N,0062,1","00720,1,9,N","070001,1,9,9","+0042,1","+0007,1","10101,1","01,0000,9,1",,,,,"05,1,+00720,1,99,9",,,"9,AGL   ,+99999,+99999","05,99,1,05,1,99,9,00720,1,99,9,99,9",,,"99999,9,09836,1","1,1,022,1,+999,9","4,99,0082,1,999","SYN08803305 25589 52112 10042 20007 39836 40101 51022 85/// 333 60005 85/24 91016 90710 91120=",
"03305099999","2023-01-02T05:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","220,1,N,0046,1","00660,1,9,N","070001,1,9,9","+0042,1","+0011,1","10112,1","01,0000,9,1",,,,"61,1","08,1,+00660,1,99,9",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00660,1,99,9,99,9",,,"99999,9,09847,1","3,1,023,1,+999,9","4,99,0062,1,999","SYN09403305 27589 82209 10042 20011 39847 40112 53023 761// 88/// 333 60005 88/22 91012 90710 91118=",
"03305099999","2023-01-02T06:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","220,1,N,0062,1","00630,1,9,N","040000,1,9,9","+0046,1","+0020,1","10120,1","01,0000,9,1","12,0006,3,1","24,0114,3,1",,"61,1","01,1,+00480,1,99,9","08,1,+00630,1,99,9",,"9,AGL   ,+99999,+99999","08,99,1,01,1,99,9,00480,1,99,9,99,9","240,M,+0068,1","240,N,+0040,1","99999,9,09855,1","3,1,021,1,+999,9","4,99,0098,1,999","SYN13003305 07482 82212 10046 20020 39855 40120 53021 69962 761// 88/// 333 10068 20040 3/002 60005 70114 81/16 88/21 91019 90710 91119=",
"03305099999","2023-01-02T07:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","220,1,N,0051,1","00480,1,9,N","030000,1,9,9","+0032,1","+0017,1","10133,1","01,0002,3,1",,,,"61,1","08,1,+00480,1,99,9",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00480,1,99,9,99,9",,,"99999,9,09867,1","3,1,029,1,+999,9","4,99,0062,1,999","SYN09403305 27480 82210 10032 20017 39867 40133 53029 761// 88/// 333 69925 88/16 91012 90710 91115=",
"03305099999","2023-01-02T08:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","260,1,N,0021,1","00690,1,9,N","070001,1,9,9","+0028,1","+0014,1","10141,1","01,0000,9,1",,,,,"07,1,+00690,1,99,9","03,1,+01320,1,99,9",,"9,AGL   ,+99999,+99999","08,99,1,07,1,99,9,00690,1,99,9,99,9",,,"99999,9,09874,1","2,1,026,1,+999,9","4,99,0031,1,999","SYN09403305 26589 82604 10028 20014 39874 40141 52026 88/// 333 60005 87/23 83/44 91006 90710 91112=",
"03305099999","2023-01-02T09:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","250,1,N,0021,1","01350,1,C,N","070001,1,9,9","+0031,1","+0017,1","10153,1","01,0000,9,1","12,0006,3,1",,,,"03,1,+00780,1,99,9","05,1,+01350,1,99,9",,"9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,00780,1,99,9,99,9","240,M,+0061,1","240,N,+0025,1","99999,9,09886,1","3,1,030,1,+999,9","4,99,0031,1,999","SYN11203305 06589 82504 10031 20017 39886 40153 53030 69962 88/// 333 10061 20025 60005 83/26 85/45 91006 90710 91106=",
"03305099999","2023-01-02T10:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","290,1,N,0021,1","01260,1,C,N","070001,1,9,9","+0027,1","+0013,1","10165,1","01,0000,9,1",,,,,"03,1,+00810,1,99,9","05,1,+01260,1,99,9",,"9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,00810,1,99,9,99,9",,,"99999,9,09897,1","3,1,030,1,+999,9","4,99,0026,1,999","SYN09403305 25589 82904 10027 20013 39897 40165 53030 88/// 333 60005 83/27 85/42 91005 90710 91108=",
"03305099999","2023-01-02T11:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","260,1,N,0031,1","00810,1,C,N","070001,1,9,9","+0033,1","+0018,1","10174,1","01,0000,9,1",,,,,"03,1,+00510,1,99,9","03,1,+00810,1,99,9",,"9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,00510,1,99,9,99,9",,,"99999,9,09907,1","2,1,032,1,+999,9","4,99,0051,1,999","SYN09403305 25489 62606 10033 20018 39907 40174 52032 86/// 333 60005 83/17 83/27 91010 90710 91110=",
"03305099999","2023-01-02T12:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","250,1,N,0026,1","99999,9,9,N","070001,1,9,9","+0046,1","+0023,1","10175,1","01,0000,9,1","06,0002,3,1",,,,,,,,,,,"99999,9,09909,1","1,1,023,1,+999,9","4,99,0046,1,999","SYN08203305 05/89 /2505 10046 20023 39909 40175 51023 69921 333 60005 91009 90710 91109=",
"03305099999","2023-01-02T13:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","250,1,N,0031,1","99999,9,9,N","070001,1,9,9","+0053,1","+0023,1","10177,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09911,1","1,1,014,1,+999,9","4,99,0046,1,999","SYN08203305 25989 02506 10053 20023 39911 40177 51014 80/// 333 60005 91009 90710 91112=",
"03305099999","2023-01-02T14:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","220,1,N,0051,1","99999,9,9,N","070001,1,9,9","+0042,1","+0016,1","10181,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09914,1","2,1,007,1,+999,9","4,99,0067,1,999","SYN08203305 25989 02210 10042 20016 39914 40181 52007 80/// 333 60005 91013 90710 91115=",
"03305099999","2023-01-02T15:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","220,1,N,0062,1","00630,1,9,N","055000,1,9,9","+0048,1","+0019,1","10183,1","01,0000,9,1",,,,,"01,1,+00480,1,99,9","08,1,+00630,1,99,9",,"9,AGL   ,+99999,+99999","08,99,1,01,1,99,9,00480,1,99,9,99,9",,,"99999,9,09916,1","2,1,007,1,+999,9","4,99,0082,1,999","SYN09403305 25485 82212 10048 20019 39916 40183 52007 88/// 333 60005 81/16 88/21 91016 90710 91116=",
"03305099999","2023-01-02T16:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","220,1,N,0051,1","00420,1,9,N","060000,1,9,9","+0045,1","+0022,1","10190,1","01,0000,9,1",,,,,"08,1,+00420,1,99,9",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00420,1,99,9,99,9",,,"99999,9,09923,1","3,1,012,1,+999,9","4,99,0067,1,999","SYN08803305 25486 82210 10045 20022 39923 40190 53012 88/// 333 60005 88/14 91013 90710 91115=",
"03305099999","2023-01-02T17:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","220,1,N,0057,1","00330,1,9,N","060000,1,9,9","+0043,1","+0024,1","10193,1","01,0000,9,1",,,,,"07,1,+00330,1,99,9","07,1,+00870,1,99,9",,"9,AGL   ,+99999,+99999","08,99,1,07,1,99,9,00330,1,99,9,99,9",,,"99999,9,09926,1","2,1,012,1,+999,9","4,99,0072,1,999","SYN09403305 25486 82211 10043 20024 39926 40193 52012 88/// 333 60005 87/11 87/29 91014 90710 91116=",
"03305099999","2023-01-02T18:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","240,1,N,0036,1","00660,1,9,N","070001,1,9,9","+0033,1","+0009,1","10196,1","01,0000,9,1","12,0002,3,1",,,,"08,1,+00660,1,99,9",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00660,1,99,9,99,9","120,M,+0057,1","120,N,+0023,1","99999,9,09928,1","1,1,011,1,+999,9","4,99,0051,1,999","SYN10603305 05589 82407 10033 20009 39928 40196 51011 69922 88/// 333 10057 20023 60005 88/22 91010 90710 91115=",
"03305099999","2023-01-02T19:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","220,1,N,0072,1","99999,9,9,N","070001,1,9,9","+0035,1","+0009,1","10196,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09928,1","9,9,004,1,+999,9","4,99,0093,1,999","SYN08203305 25989 02214 10035 20009 39928 40196 50004 80/// 333 60005 91018 90710 91118=",
"03305099999","2023-01-02T20:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","230,1,N,0067,1","99999,9,9,N","070001,1,9,9","+0036,1","+0001,1","10197,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09929,1","2,1,002,1,+999,9","4,99,0082,1,999","SYN08203305 25989 02313 10036 20001 39929 40197 52002 80/// 333 60005 91016 90710 91118=",
"03305099999","2023-01-02T21:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","250,1,N,0046,1","99999,9,9,N","070001,1,9,9","+0022,1","+0000,1","10200,1","01,0000,9,1","12,0000,9,1",,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9","240,M,+0057,1","240,N,+0015,1","99999,9,09931,1","2,1,003,1,+999,9","4,99,0067,1,999","SYN10003305 05989 02509 10022 20000 39931 40200 52003 60002 80/// 333 10057 20015 60005 91013 90710 91116=",
"03305099999","2023-01-02T22:00:00","4","53.1","-3.9333333","215.0","CAPEL CURIG NUMBER 3, UK","FM-12","99999","V020","240,1,N,0067,1","99999,9,9,N","070001,1,9,9","+0027,1","-0006,1","10197,1","01,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09928,1","9,9,000,1,+999,9","4,99,0093,1,999","SYN08203305 25989 02413 10027 21006 39928 40197 50000 80/// 333 60005 91018 90710 91118=",
