"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AY1","AY2","GA1","GA2","GA3","GA4","GE1","GF1","KA1","KA2","MA1","MD1","MW1","REM","EQD"
"40718099999","2023-01-02T06:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","180,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0082,1","+0038,1","10329,1","06,0000,9,1","24,0000,9,1",,,,,,,,,,,"99999,9,10359,1","2,1,011,1,+999,9",,"SYN11040718 12960 01801 10082 20038 30359 40329 52011 60001 222// 0//// 20300 333 31003 50081 70000 555 10064 29074=",
"40718099999","2023-01-02T09:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","080,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0117,1","+0064,1","10320,1","24,0000,9,1",,,,,,,,,,,,"99999,9,10349,1","8,1,010,1,+999,9",,"SYN11640718 42960 00801 10117 20064 30349 40320 58010 333 70000 555 10092 29070 66666 00088 10092 20094 30106 50124 90144=",
"40718099999","2023-01-02T12:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","010,1,N,0020,1","99999,9,9,N","010000,1,9,9","+0133,1","+0073,1","10307,1","06,0000,9,1","24,0000,9,1",,,,,,,,,,,"99999,9,10336,1","5,1,013,1,+999,9",,"SYN09840718 12960 00102 10133 20073 30336 40307 55013 60001 222// 0//// 20300 333 70000 555 10104 29067=",
"40718099999","2023-01-02T15:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","007000,1,9,9","+0081,1","+0062,1","10308,1","24,0000,9,1",,"0,1,02,1","0,1,02,1",,,,,,,"240,M,+0141,1","240,N,+0030,1","99999,9,10338,1","1,1,002,1,+999,9","10,1","SYN13440718 41957 00000 10081 20062 30338 40308 51002 71000 333 10141 20030 70000 555 10073 29088 66666 00102 10100 20100 30104 50124 90144=",
"40718099999","2023-01-02T18:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","007000,1,9,9","+0067,1","+0058,1","10306,1","06,0000,9,1","24,0000,9,1","0,1,02,1","0,1,02,1",,,,,,,,,"99999,9,10336,1","8,1,002,1,+999,9","10,1","SYN09840718 11957 00000 10067 20058 30336 40306 58002 60001 71000 333 55084 20951 70000 555 10063 29094=",
"40718099999","2023-01-02T21:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","290,1,N,0010,1","99999,9,9,N","005000,1,9,9","+0051,1","+0042,1","10300,1","24,0000,9,1",,"0,1,02,1","0,1,02,1",,,,,,,,,"99999,9,10329,1","7,1,007,1,+999,9","10,1","SYN08640718 41950 02901 10051 20042 30329 40300 57007 71000 333 70000 555 10047 29094 31502=",
"40718099999","2023-01-03T00:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","190,1,N,0010,1","99999,9,9,N","005000,1,9,9","+0045,1","+0028,1","10301,1","06,0000,9,1","24,0000,9,1","0,1,02,1","0,1,02,1",,,,,,,,,"99999,9,10330,1","9,9,001,1,+999,9","10,1","SYN08640718 11950 01901 10045 20028 30330 40301 50001 60001 71000 333 70000 555 10038 29089=",
"40718099999","2023-01-03T03:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","210,1,N,0010,1","99999,9,9,N","007000,1,9,9","+0042,1","+0017,1","10301,1","24,0000,9,1",,"0,1,02,1","0,1,02,1",,,,,,,"240,M,+0081,1","240,N,+0041,1","99999,9,10331,1","3,1,001,1,+999,9","10,1","SYN13440718 41957 02101 10042 20017 30331 40301 53001 71000 333 10081 20041 70000 555 10032 29084 66666 00078 10088 20098 30106 50122 90142=",
"40718099999","2023-01-03T06:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","190,1,N,0020,1","99999,9,9,N","010000,1,9,9","+0087,1","+0023,1","10313,1","06,0000,9,1","24,0000,9,1",,,,,,,,,,,"99999,9,10343,1","2,1,012,1,+999,9",,"SYN11040718 12960 01902 10087 20023 30343 40313 52012 60001 222// 0//// 20300 333 31107 50041 70000 555 10061 29064=",
"40718099999","2023-01-03T09:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0126,1","+0070,1","10304,1","24,0000,9,1",,,,,,,,,,,,"99999,9,10333,1","7,1,010,1,+999,9",,"SYN11640718 42960 03601 10126 20070 30333 40304 57010 333 70000 555 10100 29069 66666 00086 10088 20088 30102 50122 90143=",
"40718099999","2023-01-03T12:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","330,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0136,1","+0104,1","10289,1","06,0000,9,1","24,0000,9,1",,,,,,,,,,,"99999,9,10318,1","6,1,015,1,+999,9",,"SYN09840718 12960 03301 10136 20104 30318 40289 56015 60001 222// 0//// 20300 333 70000 555 10120 29081=",
"40718099999","2023-01-03T15:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","010000,1,9,9","+0086,1","+0075,1","10290,1","24,0000,9,1",,,,,,,,,,"240,M,+0142,1","240,N,+0042,1","99999,9,10320,1","3,1,002,1,+999,9",,"SYN12840718 42960 00000 10086 20075 30320 40290 53002 333 10142 20042 70000 555 10081 29093 66666 00124 10120 20116 30114 50122 90143=",
"40718099999","2023-01-03T18:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","000100,1,9,9","+0070,1","+0062,1","10277,1","06,0000,9,1","24,0000,9,1","0,1,02,1","0,1,02,1",,,,,,,,,"99999,9,10306,1","7,1,014,1,+999,9","46,1","SYN09840718 11901 00000 10070 20062 30306 40277 57014 60001 74600 333 55087 21015 70000 555 10067 29095=",
"40718099999","2023-01-03T21:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","006000,1,9,9","+0056,1","+0051,1","10256,1","24,0000,9,1",,"4,1,02,1","0,1,02,1",,,,,,,,,"99999,9,10285,1","7,1,021,1,+999,9","10,1","SYN08640718 41956 02301 10056 20051 30285 40256 57021 71040 333 70000 555 10054 29097 32103=",
"40718099999","2023-01-04T00:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","260,1,N,0010,1","00090,1,W,N","000100,1,9,9","+0079,1","+0076,1","10238,1","06,0000,9,1","24,0000,9,1","4,1,02,1","2,1,02,1","09,1,+00090,1,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,00090,1,99,9,99,9",,,"99999,9,10267,1","7,1,018,1,+999,9","45,1","SYN09240718 11/01 92601 10079 20076 30267 40238 57018 60001 74542 333 70000 89/03 555 10078 29098=",
"40718099999","2023-01-04T03:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","230,1,N,0020,1","00090,1,W,N","000100,1,9,9","+0071,1","+0068,1","10228,1","24,0000,9,1",,"4,1,02,1","4,1,02,1","09,1,+00090,1,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,00090,1,99,9,99,9","240,M,+0094,1","240,N,+0048,1","99999,9,10257,1","7,1,010,1,+999,9","45,1","SYN14040718 41/01 92302 10071 20068 30257 40228 57010 74544 333 10094 20048 70000 89/03 555 10070 29098 66666 00082 10090 20092 30098 50118 90138=",
"40718099999","2023-01-04T06:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","999,9,C,0000,5","00030,1,W,N","000100,1,9,9","+0067,1","+0064,1","10219,1","06,0000,9,1",,"4,1,02,1","4,1,02,1",,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,10248,1","7,1,009,1,+999,9","45,1","SYN12340718 11/01 90000 10067 20064 30248 40219 57009 60001 74544 222// 0//// 20300 333 31102 50061 7000 0 89/03 555 10066 29098=",
"40718099999","2023-01-04T09:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","050,1,N,0020,1","22000,1,9,N","004000,1,9,9","+0119,1","+0087,1","10187,1","24,0000,9,1",,"4,1,02,1","0,1,02,1","03,1,+00300,1,07,1",,,,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,00300,1,99,9,99,9",,,"99999,9,10216,1","7,1,032,1,+999,9","10,1","SYN13440718 41440 30502 10119 20087 30216 40187 57032 71040 83600 333 70000 83710 555 10103 29081 66666 00096 10096 20094 30100 50116 90140=",
"40718099999","2023-01-04T12:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","320,1,N,0010,1","02100,1,9,N","005000,1,9,9","+0111,1","+0095,1","10162,1","06,0000,9,1","24,0002,3,1","4,1,02,1","2,1,02,1","03,1,+00600,1,06,1","07,1,+02100,1,04,1",,,"9,AGL   ,+99999,+99999","07,99,1,03,1,99,9,00600,1,99,9,99,9",,,"99999,9,10191,1","7,1,025,1,+999,9","10,1","SYN12240718 11550 73201 10111 20095 30191 40162 57025 60001 71042 83510 222// 0//// 20000 333 70002 83620 87457 555 10103 29090=",
"40718099999","2023-01-04T15:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","340,1,N,0010,1","22000,1,9,N","005000,1,9,9","+0107,1","+0097,1","10153,1","24,0000,9,1",,"2,1,02,1","2,1,02,1","04,1,+00300,1,07,1",,,,"9,AGL   ,+99999,+99999","04,99,1,04,1,99,9,00300,1,99,9,99,9","240,M,+0123,1","240,N,+0061,1","99999,9,10182,1","5,1,009,1,+999,9","10,1","SYN14640718 41450 43401 10107 20097 30182 40153 55009 71022 84600 333 10123 20061 70000 84710 555 10102 29094 66666 00102 10102 20100 30100 50116 90140=",
"40718099999","2023-01-04T18:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","240,1,N,0020,1","99999,9,9,N","007000,1,9,9","+0105,1","+0091,1","10152,1","06,0000,9,1","24,0000,9,1","2,1,02,1","0,1,02,1","04,1,+00360,1,07,1","99,9,+99999,9,04,1",,,"9,AGL   ,+99999,+99999","08,99,1,04,1,99,9,00360,1,99,9,99,9",,,"99999,9,10181,1","5,1,001,1,+999,9","10,1","SYN11740718 11457 82402 10105 20091 30181 40152 55001 60001 71020 8471/ 333 55025 20674 70000 84712 8846 0 555 10098 29091=",
"40718099999","2023-01-04T21:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","320,1,N,0040,1","00450,1,C,N","007000,1,9,9","+0113,1","+0094,1","10142,1","24,0000,9,1",,"2,1,02,1","2,1,02,1","03,1,+00360,1,07,1","04,1,+00450,1,06,1","08,1,+02700,1,04,1",,"9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,00360,1,99,9,99,9",,,"99999,9,10171,1","5,1,010,1,+999,9","10,1","SYN11040718 41457 83204 10113 20094 30171 40142 55010 71022 8572/ 333 70000 83712 84615 88459 555 10103 29088 33406=",
"40718099999","2023-01-05T00:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","350,1,N,0050,1","00450,1,C,N","007000,1,9,9","+0118,1","+0088,1","10157,1","06,0000,9,1","24,0000,9,1","2,1,02,1","2,1,02,1","03,1,+00360,1,07,1","04,1,+00450,1,06,1","08,1,+02400,1,04,1",,"9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,00360,1,99,9,99,9",,,"99999,9,10186,1","2,1,015,1,+999,9","10,1","SYN11040718 11457 83505 10118 20088 30186 40157 52015 60001 71022 8572/ 333 70000 83712 84615 88458 555 10103 29082=",
"40718099999","2023-01-05T03:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","010,1,N,0040,1","00450,1,C,N","007000,1,9,9","+0122,1","+0088,1","10182,1","24,0000,9,1",,"2,1,02,1","2,1,02,1","03,1,+00360,1,07,1","04,1,+00450,1,06,1","08,1,+02400,1,04,1",,"9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,00360,1,99,9,99,9","240,M,+0123,1","240,N,+0102,1","99999,9,10211,1","3,1,025,1,+999,9","10,1","SYN15840718 41457 80104 10122 20088 30211 40182 53025 71022 8572/ 333 10123 20102 70000 83712 84615 88458 555 10105 29080 66666 00096 10100 20098 30104 50120 90142=",
"40718099999","2023-01-05T06:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","050,1,N,0050,1","99999,9,9,N","010000,1,9,9","+0117,1","+0083,1","10209,1","06,0000,9,1",,,,"06,1,+00450,1,09,1","99,9,+99999,9,05,1",,,"9,AGL   ,+99999,+99999","08,99,1,06,1,99,9,00450,1,99,9,99,9",,,"99999,9,10238,1","2,1,027,1,+999,9",,"SYN13540718 12460 80505 10117 20083 30238 40209 52027 60001 8632/ 222// 0//// 20301 333 31006 50041 7000 0 82915 85620 88458 555 10101 29080=",
"40718099999","2023-01-05T09:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","080,1,N,0050,1","00450,1,C,N","008000,1,9,9","+0114,1","+0090,1","10211,1","24,0002,3,1",,"2,1,02,1","2,1,02,1","03,1,+00360,1,09,1","05,1,+00450,1,06,1","08,1,+02100,1,04,1",,"9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,00360,1,99,9,99,9",,,"99999,9,10240,1","9,9,002,1,+999,9","60,1","SYN14640718 41458 80805 10114 20090 30240 40211 50002 76022 8632/ 333 70002 83912 85615 88457 555 10102 29085 66666 00096 10104 20104 30106 50118 90140=",
"40718099999","2023-01-05T12:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","050,1,N,0070,1","99999,9,9,N","005000,1,9,9","+0097,1","+0089,1","10216,1","06,0180,3,1","24,0180,3,1","8,1,02,1","6,1,02,1","06,1,+00450,1,09,1","99,9,+99999,9,05,1",,,"9,AGL   ,+99999,+99999","08,99,1,06,1,99,9,00450,1,99,9,99,9",,,"99999,9,10245,1","2,1,005,1,+999,9","61,1","SYN12940718 11450 80507 10097 20089 30245 40216 52005 60181 76186 8632/ 222// 0//// 20202 333 70180 8291 2 85615 88556 555 10093 29095=",
"40718099999","2023-01-05T15:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","170,1,N,0010,1","00450,1,C,N","008000,1,9,9","+0101,1","+0083,1","10231,1","24,0184,3,1",,"6,1,02,1","2,1,02,1","01,1,+00360,1,09,1","05,1,+00450,1,06,1","08,1,+01800,1,04,1",,"9,AGL   ,+99999,+99999","08,99,1,01,1,99,9,00360,1,99,9,99,9","240,M,+0122,1","240,N,+0094,1","99999,9,10260,1","2,1,015,1,+999,9","10,1","SYN15840718 41458 81701 10101 20083 30260 40231 52015 71062 8632/ 333 10122 20094 70184 81912 85615 88456 555 10093 29089 66666 00094 10102 20104 30104 50120 90140=",
"40718099999","2023-01-05T18:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","280,1,N,0020,1","99999,9,9,N","006000,1,9,9","+0092,1","+0081,1","10232,1","06,0006,3,1","24,0186,3,1","6,1,02,1","2,1,02,1","02,1,+00360,1,09,1","99,9,+99999,9,05,1",,,"9,AGL   ,+99999,+99999","08,99,1,02,1,99,9,00360,1,99,9,99,9",,,"99999,9,10261,1","9,9,001,1,+999,9","25,1","SYN12340718 11456 82802 10092 20081 30261 40232 50001 69961 72562 8532/ 333 55000 20095 70186 82912 8461 5 88457 555 10087 29093=",
"40718099999","2023-01-05T21:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","240,1,N,0010,1","02100,1,9,N","005000,1,9,9","+0092,1","+0076,1","10216,1","24,0186,3,1",,"2,1,02,1","2,1,02,1","04,1,+00300,1,07,1","07,1,+02100,1,04,1",,,"9,AGL   ,+99999,+99999","07,99,1,04,1,99,9,00300,1,99,9,99,9",,,"99999,9,10245,1","7,1,016,1,+999,9","10,1","SYN10440718 41450 72401 10092 20076 30245 40216 57016 71022 84610 333 70186 84710 87457 555 10085 29090 31108=",
"40718099999","2023-01-06T00:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","180,1,N,0010,1","00150,1,W,N","000400,1,9,9","+0070,1","+0064,1","10196,1","06,0000,9,1","24,0186,3,1","4,1,02,1","2,1,02,1","09,1,+00150,1,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,00150,1,99,9,99,9",,,"99999,9,10225,1","7,1,020,1,+999,9","45,1","SYN09240718 11/04 91801 10070 20064 30225 40196 57020 60001 74542 333 70186 89/05 555 10067 29096=",
"40718099999","2023-01-06T03:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","000800,1,9,9","+0055,1","+0052,1","10182,1","24,0186,3,1",,"4,1,02,1","4,1,02,1",,,,,,,"240,M,+0102,1","240,N,+0054,1","99999,9,10211,1","7,1,014,1,+999,9","42,1","SYN13440718 41908 00000 10055 20052 30211 40182 57014 74244 333 10102 20054 70186 555 10054 29098 66666 00094 10098 20100 30106 50116 90138=",
"40718099999","2023-01-06T06:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","200,1,N,0010,1","22000,1,9,N","007000,1,9,9","+0070,1","+0064,1","10171,1","06,0000,9,1",,"4,1,02,1","2,1,02,1","01,1,+00800,1,08,1","99,9,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","02,99,1,01,1,99,9,00800,1,99,9,99,9",,,"99999,9,10200,1","7,1,011,1,+999,9","10,1","SYN12940718 11557 22001 10070 20064 30200 40171 57011 60001 71042 81140 222// 0//// 20300 333 31102 5005 1 70186 81820 555 10067 29096=",
"40718099999","2023-01-06T09:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","050,1,N,0020,1","22000,1,9,N","007000,1,9,9","+0127,1","+0093,1","10147,1","24,0184,3,1",,"2,1,02,1","1,1,02,1","01,1,+00600,1,08,1",,,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,00600,1,99,9,99,9",,,"99999,9,10176,1","7,1,024,1,+999,9","10,1","SYN13440718 41557 10502 10127 20093 30176 40147 57024 71021 81100 333 70184 81820 555 10110 29080 66666 00100 10100 20100 30106 50118 90140=",
"40718099999","2023-01-06T12:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","360,1,N,0020,1","99999,9,9,N","010000,1,9,9","+0132,1","+0096,1","10128,1","06,0000,9,1","24,0006,3,1",,,,,,,,,,,"99999,9,10157,1","7,1,019,1,+999,9",,"SYN09840718 12960 03602 10132 20096 30157 40128 57019 60001 222// 0//// 20300 333 70006 555 10114 29079=",
"40718099999","2023-01-06T15:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","300,1,N,0020,1","99999,9,9,N","007000,1,9,9","+0107,1","+0094,1","10132,1","24,0002,3,1",,"0,1,02,1","0,1,02,1",,,,,,,"240,M,+0143,1","240,N,+0054,1","99999,9,10161,1","3,1,004,1,+999,9","10,1","SYN13440718 41957 03002 10107 20094 30161 40132 53004 71000 333 10143 20054 70002 555 10101 29092 66666 00112 10110 20106 30106 50116 90138=",
"40718099999","2023-01-06T18:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","007000,1,9,9","+0097,1","+0086,1","10133,1","06,0000,9,1","24,0000,9,1","0,1,02,1","0,1,02,1",,,,,,,,,"99999,9,10162,1","9,9,001,1,+999,9","10,1","SYN09840718 11957 00000 10097 20086 30162 40133 50001 60001 71000 333 55060 20945 70000 555 10092 29093=",
"40718099999","2023-01-06T21:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","200,1,N,0010,1","99999,9,9,N","006000,1,9,9","+0080,1","+0071,1","10128,1","24,0000,9,1",,"0,1,02,1","0,1,02,1",,,,,,,,,"99999,9,10157,1","7,1,005,1,+999,9","10,1","SYN08640718 41956 02001 10080 20071 30157 40128 57005 71000 333 70000 555 10076 29094 33304=",
"40718099999","2023-01-07T00:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","200,1,N,0030,1","99999,9,9,N","008000,1,9,9","+0097,1","+0036,1","10123,1","06,0000,9,1","24,0000,9,1","0,1,02,1","0,1,02,1",,,,,,,,,"99999,9,10152,1","7,1,005,1,+999,9","05,1","SYN08640718 11958 02003 10097 20036 30152 40123 57005 60001 70500 333 70000 555 10071 29066=",
"40718099999","2023-01-07T03:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","190,1,N,0020,1","99999,9,9,N","010000,1,9,9","+0096,1","+0012,1","10124,1","24,0000,9,1",,,,,,,,,,"240,M,+0110,1","240,N,+0073,1","99999,9,10153,1","3,1,001,1,+999,9",,"SYN12840718 42960 01902 10096 20012 30153 40124 53001 333 10110 20073 70000 555 10062 29056 66666 00098 10100 20102 30106 50116 90138=",
"40718099999","2023-01-07T06:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","210,1,N,0030,1","99999,9,9,N","010000,1,9,9","+0139,1","+0015,1","10140,1","06,0000,9,1",,,,"99,9,+99999,9,02,1",,,,"9,AGL   ,+99999,+99999","05,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10169,1","2,1,016,1,+999,9",,"SYN12340718 12960 52103 10139 20015 30169 40140 52016 60001 80005 222// 0//// 20300 333 31103 50071 7000 0 85267 555 10086 29043=","Q01    003SCCGA1"
"40718099999","2023-01-07T09:00:00","4","37.4666666","49.4666666","-26.0","ANZALI, IR","FM-12","99999","V020","240,1,N,0020,1","22000,1,9,N","010000,1,9,9","+0204,1","+0013,1","10134,1","24,0000,9,1",,,,"01,1,+02700,1,03,1","04,1,+05100,1,02,1",,,"9,AGL   ,+99999,+99999","04,99,1,01,1,99,9,02700,1,99,9,99,9",,,"99999,9,10162,1","8,1,007,1,+999,9",,"SYN13440718 42960 42402 10204 20013 30162 40134 58007 81075 333 70000 81359 84267 555 10117 29028 66666 00102 10100 20100 30106 50120 90140=",
