"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AJ1","AL1","AY1","AY2","AZ1","AZ2","GA1","GA2","GA3","GA4","GA5","GE1","GF1","GG1","GG2","IA1","IA2","KA1","MA1","MD1","ME1","MW1","OC1","OD1","OD2","REM","EQD"
"11933099999","2023-01-02T16:00:00","4","49.1166666","20.0833333","1356.0","STRBSKE PLESO, LO","FM-12","99999","V020","999,9,V,0010,1","22000,1,9,N","070000,1,9,9","+0034,1","+0025,1","99999,9",,,,,,,,,,"01,1,+00180,1,06,1","03,1,+06000,1,00,1",,,,"9,AGL   ,+99999,+99999","03,99,1,01,1,99,9,00180,1,99,9,99,9",,,,,,"99999,9,08716,1",,"3,1530,9",,,,,"SYN06411933 42388 39901 10034 20025 38716 48530 81501 333 81606 83070=",
"11933099999","2023-01-02T17:00:00","4","49.1166666","20.0833333","1356.0","STRBSKE PLESO, LO","FM-12","99999","V020","999,9,V,0010,1","00090,1,C,N","018000,1,9,9","+0034,1","+0028,1","99999,9",,,,,,,,,,"06,1,+00090,1,07,1",,,,,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,00090,1,99,9,99,9",,,,,,"99999,9,08716,1",,"3,1530,9",,,,,"SYN07411933 42/68 69901 10034 20028 38716 48530 86600 333 827// 86703 444 27//1=",
"11933099999","2023-01-02T18:00:00","4","49.1166666","20.0833333","1356.0","STRBSKE PLESO, LO","FM-12","99999","V020","999,9,V,0010,1","22000,1,9,N","002000,1,9,9","+0026,1","+0020,1","99999,9","12,0000,9,1",,,"9999,9,9,999999,9,9",,"1,1,02,1","1,1,02,1",,,"03,1,+00180,1,07,1",,,,,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,00180,1,99,9,99,9",,,"25,9",,"120,M,+0091,1","99999,9,08719,1","3,1,004,1,+999,9","3,1532,9","40,1",,,,"SYN10411933 11/20 39901 10026 20020 38719 48532 53004 60002 74011 83600 333 10091 41998 827// 83706 444 27//1=",
"11933099999","2023-01-02T19:00:00","4","49.1166666","20.0833333","1356.0","STRBSKE PLESO, LO","FM-12","99999","V020","999,9,V,0020,1","22000,1,9,N","045000,1,9,9","+0028,1","+0024,1","99999,9",,,,,,,,,,"02,1,+00390,1,07,1","99,9,+99999,9,00,1",,,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,00390,1,99,9,99,9",,,,,,"99999,9,08720,1",,"3,1533,9",,,,,"SYN05811933 42483 29902 10028 20024 38720 48533 82601 333 82713=",
"11933099999","2023-01-02T20:00:00","4","49.1166666","20.0833333","1356.0","STRBSKE PLESO, LO","FM-12","99999","V020","999,9,V,0010,1","22000,1,9,N","045000,1,9,9","+0036,1","+0021,1","99999,9",,,,,,,,,,"01,1,+06000,1,00,1",,,,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,06000,1,99,9,99,9",,,,,,"99999,9,08721,1",,"3,1535,9",,,,,"SYN05811933 42983 19901 10036 20021 38721 48535 80001 333 81070=",
"11933099999","2023-01-02T21:00:00","4","49.1166666","20.0833333","1356.0","STRBSKE PLESO, LO","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","999999,9,9,9","+0044,1","+0009,1","99999,9",,,,,,,,,,,,,,,,,,,,,,"99999,9,08721,1","2,1,002,1,+999,9","3,1536,9",,,,,"SYN04811933 46/// /9901 10044 20009 38721 48536 52002=",
"11933099999","2023-01-02T22:00:00","4","49.1166666","20.0833333","1356.0","STRBSKE PLESO, LO","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","999999,9,9,9","+0041,1","+0008,1","99999,9",,,,,,,,,,,,,,,,,,,,,,"99999,9,08723,1",,"3,1537,9",,,,,"SYN04211933 46/// /9901 10041 20008 38723 48537=",
"11933099999","2023-01-02T23:00:00","4","49.1166666","20.0833333","1356.0","STRBSKE PLESO, LO","FM-12","99999","V020","999,9,V,0020,1","99999,9,9,N","999999,9,9,9","+0048,1","-0016,1","99999,9",,,,,,,,,,,,,,,,,,,,,,"99999,9,08723,1",,"3,1538,9",,,,,"SYN04211933 46/// /9902 10048 21016 38723 48538=",
"11933099999","2023-01-03T00:00:00","4","49.1166666","20.0833333","1356.0","STRBSKE PLESO, LO","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","999999,9,9,9","+0073,1","-0038,1","99999,9","06,0000,9,1",,,,,,,,,,,,,,,,,,,,,"99999,9,08723,1","2,1,002,1,+999,9","3,1539,9",,,,,"SYN06411933 16/// /9901 10073 21038 38723 48539 52002 60001 333 55057=",
"11933099999","2023-01-03T01:00:00","4","49.1166666","20.0833333","1356.0","STRBSKE PLESO, LO","FM-12","99999","V020","230,1,N,0020,1","99999,9,9,N","999999,9,9,9","+0065,1","-0021,1","99999,9",,,,,,,,,,,,,,,,,,,,,,"99999,9,08728,1",,"3,1544,9",,,,,"SYN04211933 46/// /2302 10065 21021 38728 48544=",
