"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","MA1","MD1","REM","EQD"
"06009099999","2023-01-07T09:00:00","4","61.4","-6.6666666","102.0","AKRABERG, DA","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","999999,9,9,9","+0068,1","+0066,1","09821,1","01,0700,3,2","03,0000,9,2","99999,9,09726,1","7,1,999,9,+999,9","SYN06406009 069// /9902 10068 20066 39726 49821 57/// 60705 333 60007=",
"06009099999","2023-01-07T12:00:00","4","61.4","-6.6666666","102.0","AKRABERG, DA","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","999999,9,9,9","+0063,1","+0029,1","09798,1","01,0700,3,2","06,0008,3,2","99999,9,09703,1","6,1,999,9,+999,9","SYN06406009 069// /9902 10063 20029 39703 49798 56/// 60705 333 69981=",
"06009099999","2023-01-07T15:00:00","4","61.4","-6.6666666","102.0","AKRABERG, DA","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","999999,9,9,9","+0055,1","+0035,1","09775,1",,,"99999,9,09680,1","7,1,999,9,+999,9","SYN04806009 469// /9902 10055 20035 39680 49775 57///=",
"06009099999","2023-01-07T18:00:00","4","61.4","-6.6666666","102.0","AKRABERG, DA","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","999999,9,9,9","+0057,1","+0047,1","09754,1","01,0700,3,2","03,0000,9,2","99999,9,09659,1","7,1,999,9,+999,9","SYN06406009 069// /9902 10057 20047 39659 49754 57/// 60705 333 60007=",
"06009099999","2023-01-07T21:00:00","4","61.4","-6.6666666","102.0","AKRABERG, DA","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","999999,9,9,9","+0062,1","+0034,1","09733,1","03,0000,9,1",,"99999,9,09638,1","8,1,999,9,+999,9","SYN05406009 169// /9902 10062 20034 39638 49733 58/// 60007=",
"06009099999","2023-01-08T00:00:00","4","61.4","-6.6666666","102.0","AKRABERG, DA","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","999999,9,9,9","+0064,1","+0050,1","09700,1","01,0700,3,2","03,0000,9,2","99999,9,09606,1","7,1,999,9,+999,9","SYN06406009 069// /9902 10064 20050 39606 49700 57/// 60705 333 60007=",
"06009099999","2023-01-08T03:00:00","4","61.4","-6.6666666","102.0","AKRABERG, DA","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","999999,9,9,9","+0064,1","+0046,1","09677,1","01,0700,3,2","03,0000,9,2","99999,9,09583,1","6,1,999,9,+999,9","SYN06406009 069// /9902 10064 20046 39583 49677 56/// 60705 333 60007=",
"06009099999","2023-01-08T06:00:00","4","61.4","-6.6666666","102.0","AKRABERG, DA","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","999999,9,9,9","+0069,1","+0050,1","09657,1","01,0700,3,2","03,0000,9,2","99999,9,09563,1","6,1,999,9,+999,9","SYN06406009 069// /9902 10069 20050 39563 49657 56/// 60705 333 60007=",
"06009099999","2023-01-08T09:00:00","4","61.4","-6.6666666","102.0","AKRABERG, DA","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","999999,9,9,9","+0071,1","+0047,1","09652,1","01,0700,3,2","03,0000,9,2","99999,9,09558,1","5,1,999,9,+999,9","SYN06406009 069// /9902 10071 20047 39558 49652 55/// 60705 333 60007=",
"06009099999","2023-01-08T12:00:00","4","61.4","-6.6666666","102.0","AKRABERG, DA","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","999999,9,9,9","+0054,1","+0029,1","09648,1","01,0700,3,2","03,0000,9,2","99999,9,09553,1","8,1,999,9,+999,9","SYN06406009 069// /9902 10054 20029 39553 49648 58/// 60705 333 60007=",
"06009099999","2023-01-08T15:00:00","4","61.4","-6.6666666","102.0","AKRABERG, DA","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","999999,9,9,9","+0052,1","+0032,1","09595,1","03,0000,9,1",,"99999,9,09501,1","6,1,999,9,+999,9","SYN05406009 169// /9902 10052 20032 39501 49595 56/// 60007=",
"06009099999","2023-01-08T18:00:00","4","61.4","-6.6666666","102.0","AKRABERG, DA","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","999999,9,9,9","+0041,1","+0024,1","09609,1","01,0700,3,2","03,0000,9,2","99999,9,09515,1",,"SYN06406009 069// /9902 10041 20024 39515 49609 50/// 60705 333 60007=",
"06009099999","2023-01-08T21:00:00","4","61.4","-6.6666666","102.0","AKRABERG, DA","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","999999,9,9,9","+0059,1","+0036,1","09630,1","03,0000,9,1",,"99999,9,09536,1","3,1,999,9,+999,9","SYN05406009 169// /9902 10059 20036 39536 49630 53/// 60007=",
"06009099999","2023-01-09T00:00:00","4","61.4","-6.6666666","102.0","AKRABERG, DA","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","999999,9,9,9","+0069,1","+0034,1","09667,1","01,0700,3,2","03,0000,9,2","99999,9,09573,1","1,1,999,9,+999,9","SYN06406009 069// /9902 10069 20034 39573 49667 51/// 60705 333 60007=",
"06009099999","2023-01-09T03:00:00","4","61.4","-6.6666666","102.0","AKRABERG, DA","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","999999,9,9,9","+0068,1","+0040,1","09697,1","01,0700,3,2","03,0000,9,2","99999,9,09603,1","2,1,999,9,+999,9","SYN06406009 069// /9902 10068 20040 39603 49697 52/// 60705 333 60007=",
"06009099999","2023-01-09T06:00:00","4","61.4","-6.6666666","102.0","AKRABERG, DA","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","999999,9,9,9","+0068,1","+0046,1","09717,1","01,0700,3,2","03,0000,9,2","99999,9,09623,1","2,1,999,9,+999,9","SYN06406009 069// /9902 10068 20046 39623 49717 52/// 60705 333 60007=",
"06009099999","2023-01-09T09:00:00","4","61.4","-6.6666666","102.0","AKRABERG, DA","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","999999,9,9,9","+0063,1","+0048,1","09745,1","01,0700,3,2","03,0000,9,2","99999,9,09650,1","2,1,999,9,+999,9","SYN06406009 069// /9902 10063 20048 39650 49745 52/// 60705 333 60007=",
"06009099999","2023-01-09T12:00:00","4","61.4","-6.6666666","102.0","AKRABERG, DA","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","999999,9,9,9","+0067,1","+0031,1","09773,1","01,0700,3,2","03,0000,9,2","99999,9,09678,1","2,1,999,9,+999,9","SYN06406009 069// /9902 10067 20031 39678 49773 52/// 60705 333 60007=",
"06009099999","2023-01-09T15:00:00","4","61.4","-6.6666666","102.0","AKRABERG, DA","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","999999,9,9,9","+0066,1","+0035,1","09793,1","01,0700,3,2","03,0000,9,2","99999,9,09698,1","2,1,999,9,+999,9","SYN06406009 069// /9902 10066 20035 39698 49793 52/// 60705 333 60007=",
"06009099999","2023-01-09T18:00:00","4","61.4","-6.6666666","102.0","AKRABERG, DA","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","999999,9,9,9","+0066,1","+0027,1","09819,1","01,0700,3,2","03,0000,9,2","99999,9,09723,1","2,1,999,9,+999,9","SYN06406009 069// /9902 10066 20027 39723 49819 52/// 60705 333 60007=",
"06009099999","2023-01-09T21:00:00","4","61.4","-6.6666666","102.0","AKRABERG, DA","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","999999,9,9,9","+0061,1","+0037,1","09838,1","01,0700,3,2","03,0000,9,2","99999,9,09742,1","1,1,999,9,+999,9","SYN06406009 069// /9902 10061 20037 39742 49838 51/// 60705 333 60007=",
"06009099999","2023-01-10T00:00:00","4","61.4","-6.6666666","102.0","AKRABERG, DA","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","999999,9,9,9","+0063,1","+0040,1","09854,1","01,0700,3,2","03,0000,9,2","99999,9,09758,1","1,1,999,9,+999,9","SYN06406009 069// /9902 10063 20040 39758 49854 51/// 60705 333 60007=",
"06009099999","2023-01-10T03:00:00","4","61.4","-6.6666666","102.0","AKRABERG, DA","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","999999,9,9,9","+0065,1","+0034,1","09870,1","01,0700,3,2","03,0000,9,2","99999,9,09774,1","1,1,999,9,+999,9","SYN06406009 069// /9902 10065 20034 39774 49870 51/// 60705 333 60007=",
