"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","KA1","MA1","ME1","REM","EQD"
"41304099999","2023-08-17T00:00:00","4","18.1333333","55.1833333","273.0","MARMUL, MU","FM-12","99999","V020","140,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0229,1","+0224,1","10015,1",,,,"99999,9,09713,1",,"SYN07041304 36/// /1405 10229 20224 39713 40015 333 0E023 55300 20000 58007=",
"41304099999","2023-08-17T03:00:00","4","18.1333333","55.1833333","273.0","MARMUL, MU","FM-12","99999","V020","130,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0232,1","+0226,1","10030,1",,,,"99999,9,09727,1",,"SYN07041304 36/// /1305 10232 20226 39727 40030 333 0E023 55300 20000 58013=",
"41304099999","2023-08-17T06:00:00","4","18.1333333","55.1833333","273.0","MARMUL, MU","FM-12","99999","V020","090,1,N,0005,1","99999,9,9,N","999999,9,9,9","+0314,1","+0225,1","10035,1",,,"240,N,+0224,1","99999,9,09740,1",,"SYN07641304 36/// /0901 10314 20225 39740 40035 333 0E023 20224 55300 21732 58018=",
"41304099999","2023-08-17T09:00:00","4","18.1333333","55.1833333","273.0","MARMUL, MU","FM-12","99999","V020","120,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0362,1","+0217,1","10012,1",,,,"99999,9,09722,1",,"SYN07041304 36/// /1203 10362 20217 39722 40012 333 0E023 55300 23405 58014=",
"41304099999","2023-08-17T12:00:00","4","18.1333333","55.1833333","273.0","MARMUL, MU","FM-12","99999","V020","140,1,N,0082,1","99999,9,9,N","999999,9,9,9","+0350,1","+0218,1","09991,1",,,,"99999,9,09701,1",,"SYN07041304 36/// /1416 10350 20218 39701 49991 333 0E023 55300 22896 58016=",
"41304099999","2023-08-17T15:00:00","4","18.1333333","55.1833333","273.0","MARMUL, MU","FM-12","99999","V020","140,1,N,0077,1","99999,9,9,N","999999,9,9,9","+0287,1","+0225,1","10000,5",,,,"99999,9,09703,1","1,0000,9","SYN07141304 36/// /1415 10287 20225 39703 410000 333 0E024 55300 20901 58004=",
"41304099999","2023-08-17T18:00:00","4","18.1333333","55.1833333","273.0","MARMUL, MU","FM-12","99999","V020","170,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0252,1","+0235,1","10030,1",,,"120,M,+0384,1","99999,9,09729,1",,"SYN07641304 36/// /1707 10252 20235 39729 40030 333 0E026 10384 55300 20000 58016=",
"41304099999","2023-08-17T21:00:00","4","18.1333333","55.1833333","273.0","MARMUL, MU","FM-12","99999","V020","140,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0250,1","+0233,1","10025,1",,,,"99999,9,09724,1",,"SYN07041304 36/// /1407 10250 20233 39724 40025 333 0E025 55300 20000 58013=",
"41304099999","2023-08-18T00:00:00","4","18.1333333","55.1833333","273.0","MARMUL, MU","FM-12","99999","V020","140,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0249,1","+0230,1","10020,1",,,,"99999,9,09720,1",,"SYN07041304 36/// /1404 10249 20230 39720 40020 333 0E025 55300 20000 58007=",
"41304099999","2023-08-18T03:00:00","4","18.1333333","55.1833333","273.0","MARMUL, MU","FM-12","99999","V020","120,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0245,1","+0228,1","10037,1",,,,"99999,9,09735,1",,"SYN07041304 36/// /1205 10245 20228 39735 40037 333 0E024 55300 20000 58008=",
"41304099999","2023-08-18T06:00:00","4","18.1333333","55.1833333","273.0","MARMUL, MU","FM-12","99999","V020","160,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0319,1","+0230,1","10036,1",,,"240,N,+0240,1","99999,9,09742,1",,"SYN07641304 36/// /1603 10319 20230 39742 40036 333 0E024 20240 55300 21681 58002=",
"41304099999","2023-08-18T09:00:00","4","18.1333333","55.1833333","273.0","MARMUL, MU","FM-12","99999","V020","250,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0380,1","+0200,1","10010,1",,,,"99999,9,09721,1",,"SYN07041304 36/// /2505 10380 20200 39721 40010 333 0E024 55300 23280 59000=",
"41304099999","2023-08-18T12:00:00","4","18.1333333","55.1833333","273.0","MARMUL, MU","FM-12","99999","V020","130,1,N,0062,1","99999,9,9,N","999999,9,9,9","+0362,1","+0218,1","09992,1",,,,"99999,9,09703,1",,"SYN07041304 36/// /1312 10362 20218 39703 49992 333 0E024 55300 22955 58001=",
"41304099999","2023-08-18T15:00:00","4","18.1333333","55.1833333","273.0","MARMUL, MU","FM-12","99999","V020","140,1,N,0077,1","99999,9,9,N","999999,9,9,9","+0303,1","+0223,1","10000,5",,,,"99999,9,09705,1","1,0000,9","SYN07141304 36/// /1415 10303 20223 39705 410000 333 0E025 55300 20526 58001=",
