"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","KA1","KA2","MA1","MD1","OC1","OD1","OD2","REM","EQD"
"01259099999","2023-01-06T03:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","125,1,N,0238,1","99999,9,9,9","999999,9,9,9","-0019,1","-0077,1","10082,1","120,M,-0018,1","120,N,-0023,1","99999,9,10059,1","8,1,016,1,+999,9","0316,1","3,99,9999,9,999",,"SYN004BUFR",
"01259099999","2023-01-07T01:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","142,1,N,0147,1","99999,9,9,9","999999,9,9,9","+0005,1","-0069,1","09989,1","120,M,+0004,1","120,N,-0003,1","99999,9,09966,1","0,1,006,1,+999,9","0227,1","9,99,0147,1,999",,"SYN004BUFR",
"01259099999","2023-01-10T13:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","153,1,N,0102,1","99999,9,9,9","999999,9,9,9","+0056,1","-0004,1","09958,1","120,M,+0060,1","120,N,+0056,1","99999,9,09936,1","5,1,000,1,+999,9","0121,1","3,99,0121,1,136","9,99,0102,1,999","SYN004BUFR",
"01259099999","2023-01-11T10:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","142,1,N,0153,1","99999,9,9,9","999999,9,9,9","+0050,1","+0007,1","09764,1","120,M,+0049,1","120,N,+0042,1","99999,9,09742,1","6,1,029,1,+999,9","0242,1","9,99,0172,1,999",,"SYN004BUFR",
"01259099999","2023-01-11T21:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","146,1,N,0139,1","99999,9,9,9","999999,9,9,9","+0072,1","-0009,1","09759,1","120,M,+0075,1","120,N,+0070,1","99999,9,09737,1","6,1,008,1,+999,9","0188,1","9,99,0141,1,999",,"SYN004BUFR",
"01259099999","2023-01-12T04:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","167,1,N,0137,1","99999,9,9,9","999999,9,9,9","+0047,1","+0026,1","09735,1","120,M,+0051,1","120,N,+0046,1","99999,9,09713,1","8,1,015,1,+999,9","0187,1","9,99,0149,1,999",,"SYN004BUFR",
"01259099999","2023-01-12T06:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","209,1,N,0173,1","99999,9,9,9","999999,9,9,9","+0060,1","+0053,1","09736,1","120,M,+0081,1","120,N,+0039,1","99999,9,09714,1","5,1,010,1,+999,9","0236,1","9,99,0184,1,999",,"SYN004BUFR",
"01259099999","2023-01-12T07:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","220,1,N,0185,1","99999,9,9,9","999999,9,9,9","+0065,1","+0044,1","09744,1","120,M,+0064,1","120,N,+0059,1","99999,9,09722,1","3,1,010,1,+999,9","0247,1","9,99,0185,1,999",,"SYN004BUFR",
"01259099999","2023-01-12T08:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","222,1,N,0171,1","99999,9,9,9","999999,9,9,9","+0060,1","+0043,1","09761,1","120,M,+0064,1","120,N,+0060,1","99999,9,09739,1","3,1,031,1,+999,9","0249,1","9,99,0190,1,999",,"SYN004BUFR",
"01259099999","2023-01-12T21:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","267,1,N,0054,1","99999,9,9,9","999999,9,9,9","+0045,1","+0016,1","09864,1","120,M,+0057,1","120,N,+0036,1","99999,9,09842,1","3,1,014,1,+999,9","0132,1","9,99,0100,1,999",,"SYN004BUFR",
"01259099999","2023-01-30T07:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","343,1,N,0212,1","99999,9,9,9","999999,9,9,9","+0042,1","+0012,1","09779,1","120,M,+0042,1","120,N,+0031,1","99999,9,09757,1","3,1,067,1,+999,9","0294,1","9,99,0246,1,999",,"SYN004BUFR",
"01259099999","2023-01-30T11:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","329,1,N,0185,1","99999,9,9,9","999999,9,9,9","+0040,1","+0004,1","09849,1","120,M,+0048,1","120,N,+0024,1","99999,9,09827,1","1,1,047,1,+999,9","0253,1","9,99,0199,1,999",,"SYN004BUFR",
"01259099999","2023-02-06T08:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","182,1,N,0102,1","99999,9,9,9","999999,9,9,9","+0062,1","+0022,1","10274,1","120,M,+0063,1","120,N,+0057,1","99999,9,10251,1","6,1,015,1,+999,9","0143,1","9,99,0108,1,999",,"SYN004BUFR",
"01259099999","2023-02-09T11:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+0022,1","+0005,1","09920,1","120,M,+0029,1","120,N,+0018,1","99999,9,09897,1","6,1,017,1,+999,9",,"9,99,0206,1,999",,"SYN004BUFR","Q0125.8  2WGOSPD"
"01259099999","2023-02-09T20:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","269,1,N,0225,1","99999,9,9,9","999999,9,9,9","+0025,1","-0014,1","09911,1","120,M,+0029,1","120,N,+0011,1","99999,9,09888,1","3,1,015,1,+999,9","0310,1","9,99,0247,1,999",,"SYN004BUFR",
"01259099999","2023-02-09T21:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","288,1,N,0194,1","99999,9,9,9","999999,9,9,9","+0036,1","-0006,1","09928,1","120,M,+0038,1","120,N,+0021,1","99999,9,09905,1","3,1,030,1,+999,9","0263,1","9,99,0253,1,999",,"SYN004BUFR",
"01259099999","2023-02-09T22:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","321,1,N,0195,1","99999,9,9,9","999999,9,9,9","+0030,1","-0002,1","09950,1","120,M,+0038,1","120,N,+0027,1","99999,9,09927,1","3,1,046,1,+999,9","0276,1","9,99,0214,1,999",,"SYN004BUFR",
"01259099999","2023-02-09T23:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","331,1,N,0212,1","99999,9,9,9","999999,9,9,9","+0016,1","-0005,1","09969,1","120,M,+0036,1","120,N,+0016,1","99999,9,09946,1","3,1,058,1,+999,9","0275,1","9,99,0212,1,999",,"SYN004BUFR",
"01259099999","2023-02-10T01:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","319,1,N,0229,1","99999,9,9,9","999999,9,9,9","+0030,1","-0042,1","10024,1","120,M,+0039,1","120,N,+0022,1","99999,9,10001,1","3,1,074,1,+999,9","0307,1","9,99,0257,1,999",,"SYN004BUFR",
"01259099999","2023-02-10T02:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","303,1,N,0180,1","99999,9,9,9","999999,9,9,9","+0030,1","-0038,1","10049,1","120,M,+0035,1","120,N,+0019,1","99999,9,10026,1","3,1,080,1,+999,9","0283,1","9,99,0226,1,999",,"SYN004BUFR",
"01259099999","2023-02-10T04:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","306,1,N,0165,1","99999,9,9,9","999999,9,9,9","+0011,1","-0026,1","10071,2","120,M,+0025,1","120,N,+0011,1","99999,9,10048,2","1,1,047,1,+999,9","0232,1","9,99,0173,1,999",,"SYN004BUFR",
"01259099999","2023-02-14T10:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","201,1,N,0106,1","99999,9,9,9","999999,9,9,9","+0060,1","+0036,1","10270,1","120,M,+0063,1","120,N,+0059,1","99999,9,10247,1","7,1,004,1,+999,9","0135,1","9,99,0111,1,999",,"SYN004BUFR",
"01259099999","2023-02-14T11:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","201,1,N,0087,1","99999,9,9,9","999999,9,9,9","+0060,1","+0037,1","10269,1","120,M,+0061,1","120,N,+0059,1","99999,9,10246,1","7,1,002,1,+999,9","0138,1","9,99,0113,1,999",,"SYN004BUFR",
"01259099999","2023-02-14T12:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","203,1,N,0096,1","99999,9,9,9","999999,9,9,9","+0065,1","+0030,1","10267,1","120,M,+0064,1","120,N,+0060,1","99999,9,10244,1","7,1,005,1,+999,9","0119,1","9,99,0113,1,999",,"SYN004BUFR",
"01259099999","2023-02-14T13:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","207,1,N,0082,1","99999,9,9,9","999999,9,9,9","+0062,1","+0034,1","10266,1","120,M,+0064,1","120,N,+0061,1","99999,9,10243,1","7,1,004,1,+999,9","0119,1","9,99,0096,1,999",,"SYN004BUFR",
"01259099999","2023-02-14T14:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","195,1,N,0075,1","99999,9,9,9","999999,9,9,9","+0062,1","+0033,1","10260,1","120,M,+0063,1","120,N,+0061,1","99999,9,10237,1","8,1,009,1,+999,9","0103,1","9,99,0085,1,999",,"SYN004BUFR",
"01259099999","2023-02-14T15:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","192,1,N,0071,1","99999,9,9,9","999999,9,9,9","+0062,1","+0030,1","10257,1","120,M,+0063,1","120,N,+0062,1","99999,9,10234,1","7,1,010,1,+999,9","0089,1","3,99,0089,1,129","9,99,0096,1,999","SYN004BUFR",
"01259099999","2023-02-14T16:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","190,1,N,0068,1","99999,9,9,9","999999,9,9,9","+0061,1","+0033,1","10253,1","120,M,+0062,1","120,N,+0061,1","99999,9,10230,1","7,1,012,1,+999,9","0080,1","3,99,0080,1,148","9,99,0072,1,999","SYN004BUFR",
"01259099999","2023-02-14T17:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","186,1,N,0043,1","99999,9,9,9","999999,9,9,9","+0060,1","+0036,1","10251,1","120,M,+0062,1","120,N,+0059,1","99999,9,10228,1","7,1,009,1,+999,9","0080,1","9,99,0071,1,999",,"SYN004BUFR",
"01259099999","2023-02-14T19:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","135,1,N,0031,1","99999,9,9,9","999999,9,9,9","+0050,1","+0029,1","10247,1","120,M,+0059,1","120,N,+0050,1","99999,9,10224,1","7,1,006,1,+999,9",,"9,99,0035,1,999",,"SYN004BUFR",
"01259099999","2023-02-15T10:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","118,1,N,0049,1","99999,9,9,9","999999,9,9,9","+0055,1","+0012,1","10154,1","120,M,+0054,1","120,N,+0051,1","99999,9,10131,1","8,1,020,1,+999,9","0061,1","9,99,0052,1,999",,"SYN004BUFR",
"01259099999","2023-02-15T11:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","112,1,N,0045,1","99999,9,9,9","999999,9,9,9","+0060,1","+0011,1","10143,1","120,M,+0059,1","120,N,+0053,1","99999,9,10120,1","8,1,026,1,+999,9","0067,1","9,99,0052,1,999",,"SYN004BUFR",
"01259099999","2023-02-15T12:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","131,1,N,0044,1","99999,9,9,9","999999,9,9,9","+0061,1","+0009,1","10136,1","120,M,+0061,1","120,N,+0057,1","99999,9,10113,1","7,1,026,1,+999,9","0055,1","9,99,0052,1,999",,"SYN004BUFR",
"01259099999","2023-02-15T23:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","153,1,N,0138,1","99999,9,9,9","999999,9,9,9","+0082,1","+0014,1","10009,1","120,M,+0089,1","120,N,+0081,1","99999,9,09987,1","5,1,029,1,+999,9","0182,1","9,99,0154,1,999",,"SYN004BUFR",
"01259099999","2023-03-01T11:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","307,1,N,0089,1","99999,9,9,9","999999,9,9,9","+0062,1","+0046,1","10279,1","120,M,+0065,1","120,N,+0062,1","99999,9,10256,1","3,1,002,1,+999,9","0120,1","9,99,0101,1,999",,"SYN004BUFR",
"01259099999","2023-03-01T12:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","309,1,N,0089,1","99999,9,9,9","999999,9,9,9","+0066,1","+0046,1","10283,1","120,M,+0066,1","120,N,+0063,1","99999,9,10260,1","3,1,008,1,+999,9","0108,1","9,99,0102,1,999",,"SYN004BUFR",
"01259099999","2023-03-01T13:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","310,1,N,0087,1","99999,9,9,9","999999,9,9,9","+0066,1","+0043,1","10288,1","120,M,+0068,1","120,N,+0066,1","99999,9,10265,1","3,1,012,1,+999,9","0129,1","3,99,0129,1,267","9,99,0106,1,999","SYN004BUFR",
"01259099999","2023-03-07T02:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","188,1,N,0099,1","99999,9,9,9","999999,9,9,9","-0032,1","-0039,1","09906,1","120,M,-0025,1","120,N,-0033,1","99999,9,09883,1","5,1,039,1,+999,9",,"9,99,0144,1,999",,"SYN004BUFR",
"01259099999","2023-03-07T06:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","053,1,N,0033,1","99999,9,9,9","999999,9,9,9","-0050,1","-0074,1","09909,1","120,M,-0024,1","120,N,-0051,1","99999,9,09886,1","0,1,003,1,+999,9","0113,1","9,99,0144,1,999",,"SYN004BUFR",
"01259099999","2023-03-20T16:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","240,1,N,0075,1","99999,9,9,9","999999,9,9,9","+0035,1","+0015,1","10086,1","120,M,+0037,1","120,N,+0030,1","99999,9,10063,1","1,1,004,1,+999,9","0092,1","9,99,0080,1,999",,"SYN004BUFR",
"01259099999","2023-03-20T17:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","306,1,N,0084,1","99999,9,9,9","999999,9,9,9","+0035,1","-0006,1","10090,1","120,M,+0042,1","120,N,+0033,1","99999,9,10067,1","3,1,004,1,+999,9","0138,1","3,99,0138,1,255","9,99,0107,1,999","SYN004BUFR",
"01259099999","2023-03-24T12:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","030,1,N,0083,1","99999,9,9,9","999999,9,9,9","+0012,1","-0047,1","09915,1","120,M,+0017,1","120,N,+0010,1","99999,9,09892,1","2,1,003,1,+999,9","0105,1","9,99,0103,1,999",,"SYN004BUFR",
"01259099999","2023-03-24T13:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","032,1,N,0087,1","99999,9,9,9","999999,9,9,9","+0017,1","-0048,1","09916,1","120,M,+0017,1","120,N,+0011,1","99999,9,09893,1",,"0118,1","3,99,0118,1,034","9,99,0089,1,999","SYN004BUFR","Q014     3APCTENQ02.1    3APC3  "
"01259099999","2023-04-18T16:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","007,1,N,0035,1","99999,9,9,9","999999,9,9,9","+0087,1","+0044,1","10408,1","120,M,+0091,1","120,N,+0085,1","99999,9,10385,1","4,1,000,1,+999,9",,"9,99,0041,1,999",,"SYN004BUFR",
"01259099999","2023-04-25T10:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","059,1,N,0030,1","99999,9,9,9","999999,9,9,9","+0027,1","-0018,1","10080,1","120,M,+0028,1","120,N,+0024,1","99999,9,10057,1","4,1,000,1,+999,9","0078,1","9,99,0049,1,999",,"SYN004BUFR",
"01259099999","2023-05-03T07:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","999,9,N,0051,1","99999,9,9,9","999999,9,9,9","+0030,1","-0008,1","10277,1","120,M,+0031,1","120,N,+0022,1","99999,9,10254,1","3,1,019,1,+999,9","0086,1","9,99,0071,1,999",,"SYN004BUFR",
"01259099999","2023-05-07T07:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","126,1,N,0027,1","99999,9,9,9","999999,9,9,9","+0075,1","-0005,1","10257,1","120,M,+0074,1","120,N,+0066,1","99999,9,10234,1","2,1,005,1,+999,9",,"9,99,0027,1,999",,"SYN004BUFR",
"01259099999","2023-05-09T18:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","148,1,N,0070,1","99999,9,9,9","999999,9,9,9","+0140,1","+0051,1","10091,1","120,M,+0151,1","120,N,+0114,1","99999,9,10069,1","7,1,012,1,+999,9","0090,1","9,99,0070,1,999",,"SYN004BUFR",
"01259099999","2023-05-25T04:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","254,1,N,0132,1","99999,9,9,9","999999,9,9,9","+0071,1","+0041,1","10124,1","120,M,+0080,1","120,N,+0064,1","99999,9,10101,1","3,1,019,1,+999,9","0188,1","3,99,0188,1,217","9,99,0154,1,999","SYN004BUFR",
"01259099999","2023-05-25T05:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","259,1,N,0118,1","99999,9,9,9","999999,9,9,9","+0077,1","+0036,1","10133,1","120,M,+0077,1","120,N,+0070,1","99999,9,10110,1","3,1,024,1,+999,9","0170,1","3,99,0170,1,227","9,99,0139,1,999","SYN004BUFR",
"01259099999","2023-05-25T06:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","255,1,N,0126,1","99999,9,9,9","999999,9,9,9","+0077,1","+0030,1","10137,1","120,M,+0087,1","120,N,+0054,1","99999,9,10114,1","1,1,022,1,+999,9","0170,1","9,99,0171,1,999",,"SYN004BUFR",
"01259099999","2023-06-04T18:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","214,1,N,0075,1","99999,9,9,9","999999,9,9,9","+0082,1","+0076,1","10225,1","120,M,+0084,1","120,N,+0075,1","99999,9,10202,1","7,1,005,1,+999,9","0100,1","9,99,0112,1,999",,"SYN004BUFR",
"01259099999","2023-06-18T19:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","017,1,N,0070,1","99999,9,9,9","999999,9,9,9","+0145,1","+0123,1","10158,1","120,M,+0144,1","120,N,+0132,1","99999,9,10136,1","5,1,006,1,+999,9","0096,1","9,99,0083,1,999",,"SYN004BUFR",
"01259099999","2023-06-23T11:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","235,1,N,0111,1","99999,9,9,9","999999,9,9,9","+0097,1","+0094,1","10169,1","120,M,+0100,1","120,N,+0098,1","99999,9,10146,1","2,1,023,1,+999,9","0141,1","9,99,0119,1,999",,"SYN004BUFR",
"01259099999","2023-07-07T12:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","226,1,N,0041,1","99999,9,9,9","999999,9,9,9","+0145,1","+0130,1","10182,1","120,M,+0150,1","120,N,+0144,1","99999,9,10160,1","2,1,019,1,+999,9","0062,1","3,99,9999,9,999",,"SYN004BUFR",
"01259099999","2023-08-03T16:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","233,1,N,0043,1","99999,9,9,9","999999,9,9,9","+0152,1","+0132,1","09982,1","120,M,+0157,1","120,N,+0152,1","99999,9,09960,1","2,1,011,1,+999,9","0057,1","9,99,0051,1,999",,"SYN004BUFR",
"01259099999","2023-08-07T23:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","036,1,N,0045,1","99999,9,9,9","999999,9,9,9","+0135,1","+0132,1","09967,1","120,M,+0136,1","120,N,+0133,1","99999,9,09945,1","6,1,034,1,+999,9","0068,1","9,99,0059,1,999",,"SYN004BUFR",
"01259099999","2023-08-08T02:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","027,1,N,0018,1","99999,9,9,9","999999,9,9,9","+0142,1","+0141,1","09936,1","120,M,+0143,1","120,N,+0137,1","99999,9,09914,1","8,1,031,1,+999,9","0064,1","9,99,0048,1,999",,"SYN004BUFR",
"01259099999","2023-08-08T11:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","238,1,N,0018,1","99999,9,9,9","999999,9,9,9","+0150,1","+0135,1","09896,1","120,M,+0149,1","120,N,+0142,1","99999,9,09874,1","8,1,020,1,+999,9",,"3,99,0034,1,094","9,99,0028,1,999","SYN004BUFR",
"01259099999","2023-08-15T10:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","017,1,N,0063,1","99999,9,9,9","999999,9,9,9","+0167,1","+0127,1","10137,1","120,M,+0176,1","120,N,+0164,1","99999,9,10115,1","8,1,003,1,+999,9","0076,1","9,99,0063,1,999",,"SYN004BUFR",
"01259099999","2023-08-24T10:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","244,1,N,0024,1","99999,9,9,9","999999,9,9,9","+0147,1","+0127,1","10157,1","120,M,+0148,1","120,N,+0145,1","99999,9,10135,1","2,1,008,1,+999,9",,"9,99,0025,1,999",,"SYN004BUFR",
"01259099999","2023-09-04T08:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","192,1,N,0104,1","99999,9,9,9","999999,9,9,9","+0135,1","+0108,1","10130,1","120,M,+0135,1","120,N,+0133,1","99999,9,10108,1","8,1,007,1,+999,9","0138,1","9,99,0121,1,999",,"SYN004BUFR",
"01259099999","2023-09-20T01:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","219,1,N,0200,1","99999,9,9,9","999999,9,9,9","+0107,1","+0092,1","09790,1","120,M,+0110,1","120,N,+0106,1","99999,9,09768,1","8,1,006,1,+999,9","0267,1","9,99,0220,1,999",,"SYN004BUFR",
"01259099999","2023-10-07T05:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","322,1,N,0152,1","99999,9,9,9","999999,9,9,9","+0062,1","+0011,1","10066,1","120,M,+0064,1","120,N,+0048,1","99999,9,10043,1","3,1,018,1,+999,9","0239,1","9,99,0193,1,999",,"SYN004BUFR",
"01259099999","2023-10-07T07:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","316,1,N,0151,1","99999,9,9,9","999999,9,9,9","+0066,1","+0011,1","10074,1","120,M,+0071,1","120,N,+0062,1","99999,9,10051,1","1,1,015,1,+999,9","0186,1","9,99,0151,1,999",,"SYN004BUFR",
"01259099999","2023-10-07T08:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","318,1,N,0161,1","99999,9,9,9","999999,9,9,9","+0057,1","+0022,1","10083,1","120,M,+0069,1","120,N,+0046,1","99999,9,10060,1","3,1,017,1,+999,9","0214,1","9,99,0174,1,999",,"SYN004BUFR",
"01259099999","2023-10-07T11:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","324,1,N,0148,1","99999,9,9,9","999999,9,9,9","+0072,1","+0020,1","10095,1","120,M,+0074,1","120,N,+0057,1","99999,9,10072,1","1,1,012,1,+999,9","0217,1","9,99,0153,1,999",,"SYN004BUFR",
"01259099999","2023-10-07T14:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","323,1,N,0134,1","99999,9,9,9","999999,9,9,9","+0070,1","+0033,1","10111,1","120,M,+0076,1","120,N,+0061,1","99999,9,10088,1","1,1,016,1,+999,9","0234,1","9,99,0185,1,999",,"SYN004BUFR",
"01259099999","2023-10-07T19:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","317,1,N,0140,1","99999,9,9,9","999999,9,9,9","+0080,1","+0038,1","10138,1","120,M,+0079,1","120,N,+0068,1","99999,9,10115,1","1,1,019,1,+999,9","0219,1","9,99,0178,1,999",,"SYN004BUFR",
"01259099999","2023-10-07T23:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","316,1,N,0132,1","99999,9,9,9","999999,9,9,9","+0062,1","+0024,1","10165,1","120,M,+0081,1","120,N,+0063,1","99999,9,10142,1","3,1,023,1,+999,9","0211,1","9,99,0175,1,999",,"SYN004BUFR",
"01259099999","2023-10-08T02:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","332,1,N,0156,1","99999,9,9,9","999999,9,9,9","+0060,1","+0030,1","10174,1","120,M,+0078,1","120,N,+0060,1","99999,9,10151,1","2,1,009,1,+999,9","0216,1","9,99,0170,1,999",,"SYN004BUFR",
"01259099999","2023-10-11T02:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","217,1,N,0133,1","99999,9,9,9","999999,9,9,9","+0110,1","+0049,1","09827,1","120,M,+0112,1","120,N,+0103,1","99999,9,09805,1","1,1,002,1,+999,9","0169,1","9,99,0139,1,999",,"SYN004BUFR",
"01259099999","2023-10-11T05:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","221,1,N,0166,1","99999,9,9,9","999999,9,9,9","+0092,1","+0068,1","09813,1","120,M,+0107,1","120,N,+0086,1","99999,9,09791,1","6,1,014,1,+999,9","0242,1","9,99,0168,1,999",,"SYN004BUFR",
"01259099999","2023-10-17T13:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","267,1,N,0082,1","99999,9,9,9","999999,9,9,9","+0090,1","+0069,1","10033,1","120,M,+0094,1","120,N,+0082,1","99999,9,10011,1","1,1,012,1,+999,9","0105,1","9,99,0094,1,999",,"SYN004BUFR",
"01259099999","2023-10-17T20:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","360,1,N,0112,1","99999,9,9,9","999999,9,9,9","+0085,1","+0039,1","10121,1","120,M,+0095,1","120,N,+0084,1","99999,9,10098,1","3,1,039,1,+999,9","0172,1","9,99,0147,1,999",,"SYN004BUFR",
"01259099999","2023-10-17T22:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","351,1,N,0106,1","99999,9,9,9","999999,9,9,9","+0091,1","+0043,1","10137,1","120,M,+0093,1","120,N,+0085,1","99999,9,10114,1","1,1,034,1,+999,9","0154,1","9,99,0137,1,999",,"SYN004BUFR",
"01259099999","2023-10-17T23:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","001,1,N,0109,1","99999,9,9,9","999999,9,9,9","+0082,1","+0041,1","10147,1","120,M,+0092,1","120,N,+0078,1","99999,9,10124,1","3,1,026,1,+999,9","0163,1","9,99,0129,1,999",,"SYN004BUFR",
"01259099999","2023-10-18T01:00:00","4","64.4","10.45","18.42","BUHOLMRASA LH, NO","FM-12","99999","V020","348,1,N,0081,1","99999,9,9,9","999999,9,9,9","+0086,1","+0048,1","10154,1","120,M,+0088,1","120,N,+0058,1","99999,9,10131,1","0,1,017,1,+999,9","0144,1","9,99,0081,1,999",,"SYN004BUFR",
