"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AW1","AZ1","AZ2","IA2","KA1","KA2","MA1","MD1","OC1","OD1","REM","EQD"
"11051099999","2023-01-03T12:00:00","4","48.2166666","13.0333333","388.1","RANSHOFEN, AU","FM-12","99999","V020","240,1,N,0020,1","99999,9,9,9","999999,9,9,9","+0080,1","+0065,1","10304,1","99,0004,3,1","80,1","8,1,99,9",,,,,"99999,9,09826,1","8,1,001,1,+999,9",,,"SYN004BUFR",
"11051099999","2023-01-03T13:00:00","4","48.2166666","13.0333333","388.1","RANSHOFEN, AU","FM-12","99999","V020","250,1,N,0020,1","99999,9,9,9","999999,9,9,9","+0080,1","+0063,1","10303,1","99,9999,9,9","80,1",,,,,,"99999,9,09825,1","7,1,007,1,+999,9",,,"SYN004BUFR",
"11051099999","2023-01-03T14:00:00","4","48.2166666","13.0333333","388.1","RANSHOFEN, AU","FM-12","99999","V020","250,1,N,0020,1","99999,9,9,9","999999,9,9,9","+0076,1","+0064,1","10305,1","99,0001,3,1","40,1","4,1,99,9","4,1,99,9",,,,"99999,9,09826,1","8,1,003,1,+999,9",,,"SYN004BUFR",
"11051099999","2023-01-03T15:00:00","4","48.2166666","13.0333333","388.1","RANSHOFEN, AU","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,9","999999,9,9,9","+0072,1","+0064,1","10308,1","99,0001,3,1","21,1","8,1,99,9",,,,,"99999,9,09829,1","3,1,003,1,+999,9",,,"SYN004BUFR",
"11051099999","2023-01-03T16:00:00","4","48.2166666","13.0333333","388.1","RANSHOFEN, AU","FM-12","99999","V020","240,1,N,0010,1","99999,9,9,9","999999,9,9,9","+0070,1","+0061,1","10314,1","99,9999,9,9",,"0,1,99,9","0,1,99,9",,,,"99999,9,09834,1","3,1,009,1,+999,9",,,"SYN004BUFR",
"11051099999","2023-01-03T17:00:00","4","48.2166666","13.0333333","388.1","RANSHOFEN, AU","FM-12","99999","V020","210,1,N,0010,1","99999,9,9,9","999999,9,9,9","+0066,1","+0060,1","10318,1","99,0001,3,1","21,1",,,,,,"99999,9,09837,1","3,1,011,1,+999,9",,,"SYN004BUFR",
"11051099999","2023-01-03T18:00:00","4","48.2166666","13.0333333","388.1","RANSHOFEN, AU","FM-12","99999","V020","230,1,N,0020,1","99999,9,9,9","999999,9,9,9","+0061,1","+0054,1","10323,1","99,0006,3,1","21,1","8,1,99,9",,,"120,M,+0080,1","120,N,+0061,1","99999,9,09841,1","3,1,012,1,+999,9",,,"SYN004BUFR",
"11051099999","2023-01-03T19:00:00","4","48.2166666","13.0333333","388.1","RANSHOFEN, AU","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,9","999999,9,9,9","+0051,1","+0046,1","10327,1","99,9999,9,9",,"0,1,99,9","0,1,99,9",,,,"99999,9,09843,1","3,1,009,1,+999,9",,,"SYN004BUFR",
"11051099999","2023-01-03T20:00:00","4","48.2166666","13.0333333","388.1","RANSHOFEN, AU","FM-12","99999","V020","280,1,N,0010,1","99999,9,9,9","999999,9,9,9","+0045,1","+0042,1","10327,1","99,9999,9,9",,"0,1,99,9","0,1,99,9",,,,"99999,9,09842,1","2,1,005,1,+999,9",,,"SYN004BUFR",
"11051099999","2023-01-03T21:00:00","4","48.2166666","13.0333333","388.1","RANSHOFEN, AU","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,9","999999,9,9,9","+0042,1","+0042,1","10326,1","99,9999,9,9",,"0,1,99,9","0,1,99,9",,,,"99999,9,09841,1","0,1,000,1,+999,9",,,"SYN004BUFR",
"11051099999","2023-01-03T22:00:00","4","48.2166666","13.0333333","388.1","RANSHOFEN, AU","FM-12","99999","V020","250,1,N,0010,1","99999,9,9,9","999999,9,9,9","+0035,1","+0033,1","10329,1","99,9999,9,9",,"0,1,99,9","0,1,99,9",,,,"99999,9,09842,1","5,1,001,1,+999,9",,,"SYN004BUFR",
"11051099999","2023-01-03T23:00:00","4","48.2166666","13.0333333","388.1","RANSHOFEN, AU","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,9","999999,9,9,9","+0027,1","+0027,1","10328,1","99,9999,9,9",,"0,1,99,9","0,1,99,9",,,,"99999,9,09840,1","8,1,002,1,+999,9",,,"SYN004BUFR",
"11051099999","2023-01-04T00:00:00","4","48.2166666","13.0333333","388.1","RANSHOFEN, AU","FM-12","99999","V020","340,1,N,0010,1","99999,9,9,9","999999,9,9,9","+0030,1","+0029,1","10326,1","99,9999,9,9",,"0,1,99,9","0,1,99,9",,,,"99999,9,09838,1","8,1,003,1,+999,9",,,"SYN004BUFR",
"11051099999","2023-01-04T01:00:00","4","48.2166666","13.0333333","388.1","RANSHOFEN, AU","FM-12","99999","V020","260,1,N,0010,1","99999,9,9,9","999999,9,9,9","+0032,1","+0031,1","10322,1","99,9999,9,9",,"0,1,99,9","0,1,99,9",,,,"99999,9,09835,1","8,1,007,1,+999,9",,,"SYN004BUFR",
"11051099999","2023-01-04T02:00:00","4","48.2166666","13.0333333","388.1","RANSHOFEN, AU","FM-12","99999","V020","260,1,N,0010,1","99999,9,9,9","999999,9,9,9","+0031,1","+0030,1","10322,1","99,9999,9,9",,"0,1,99,9","0,1,99,9",,,,"99999,9,09835,1","5,1,005,1,+999,9",,,"SYN004BUFR",
"11051099999","2023-01-04T03:00:00","4","48.2166666","13.0333333","388.1","RANSHOFEN, AU","FM-12","99999","V020","120,1,N,0020,1","99999,9,9,9","999999,9,9,9","+0030,1","+0029,1","10316,1","99,9999,9,9",,"0,1,99,9","0,1,99,9",,,,"99999,9,09829,1","7,1,009,1,+999,9",,,"SYN004BUFR",
"11051099999","2023-01-04T04:00:00","4","48.2166666","13.0333333","388.1","RANSHOFEN, AU","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,9","999999,9,9,9","+0025,1","+0023,1","10313,1","99,9999,9,9",,"0,1,99,9","0,1,99,9",,,,"99999,9,09825,1","8,1,010,1,+999,9",,,"SYN004BUFR",
