"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","KA1","MA1","MD1","OD1","REM","EQD"
"06664099999","2023-01-20T09:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","260,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0033,1","-0061,1","10193,1","01,0000,9,1",,,,"99999,9,09639,1","2,1,026,1,+999,9","3,99,0031,1,999","SYN08806664 16/// /2602 11033 21061 39639 40193 52026 60005 333 54/05 55300 20187 90730 91106=",
"06664099999","2023-01-20T10:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","220,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0028,1","-0068,1","10198,1","01,0000,9,1",,,,"99999,9,09645,1","1,1,024,1,+999,9","3,99,0036,1,999","SYN08806664 16/// /2204 11028 21068 39645 40198 51024 60005 333 54/05 55300 20421 90710 91107=",
"06664099999","2023-01-20T11:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","240,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0017,1","-0067,1","10198,1","01,0000,9,1",,,,"99999,9,09647,1","1,1,016,1,+999,9","3,99,0036,1,999","SYN08806664 16/// /2404 11017 21067 39647 40198 51016 60005 333 54/05 55307 21177 90710 91107=",
"06664099999","2023-01-20T12:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","250,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0012,1","-0064,1","10199,1","01,0000,9,1","06,0000,9,1",,,"99999,9,09649,1","1,1,010,1,+999,9","3,99,0051,1,999","SYN09406664 06/// /2505 11012 21064 39649 40199 51010 60001 333 54/05 55307 21321 60005 90760 91110=",
"06664099999","2023-01-20T13:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","230,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0006,1","-0063,1","10200,1","01,0000,9,1",,,,"99999,9,09651,1","2,1,006,1,+999,9","3,99,0051,1,999","SYN08806664 16/// /2306 11006 21063 39651 40200 52006 60005 333 54/05 55308 21199 90710 91110=",
"06664099999","2023-01-20T14:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","240,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0002,1","-0062,1","10200,1","01,0000,9,1",,,,"99999,9,09652,1","2,1,005,1,+999,9","3,99,0051,1,999","SYN08206664 16/// /2405 11002 21062 39652 40200 52005 60005 333 55309 21012 90710 91110=",
"06664099999","2023-01-20T15:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","230,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0004,1","-0058,1","10205,1","01,0000,9,1",,,,"99999,9,09656,1","2,1,007,1,+999,9","3,99,0051,1,999","SYN08806664 16/// /2304 11004 21058 39656 40205 52007 60005 333 54/05 55310 20637 90730 91110=",
"06664099999","2023-01-20T16:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","220,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0013,1","-0061,1","10210,1","01,0000,9,1",,,,"99999,9,09659,1","3,1,008,1,+999,9","3,99,0036,1,999","SYN08806664 16/// /2203 11013 21061 39659 40210 53008 60005 333 54/15 55306 20198 90710 91107=",
"06664099999","2023-01-20T17:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","250,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0018,1","-0060,1","10216,1","01,0000,9,1",,,,"99999,9,09664,1","3,1,012,1,+999,9","3,99,0021,1,999","SYN08206664 16/// /2503 11018 21060 39664 40216 53012 60005 333 55300 20011 90710 91104=",
"06664099999","2023-01-20T18:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","040,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0030,1","-0059,1","10224,1","01,0000,9,1","12,0000,9,1",,"120,M,-0001,1","99999,9,09669,1","3,1,013,1,+999,9","3,99,0051,1,999","SYN10006664 06/// /0402 11030 21059 39669 40224 53013 60002 333 11001 54/15 55300 20007 60005 90760 91110=",
"06664099999","2023-01-20T19:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","300,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0028,1","-0064,1","10225,1","01,0000,9,1",,,,"99999,9,09670,1","2,1,011,1,+999,9","3,99,0021,1,999","SYN08206664 16/// /3002 11028 21064 39670 40225 52011 60005 333 55300 20004 90710 91104=",
"06664099999","2023-01-20T20:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","190,1,N,0005,1","99999,9,9,N","999999,9,9,9","-0046,1","-0062,1","10232,1","01,0000,9,1",,,,"99999,9,09673,1","2,1,009,1,+999,9","3,99,0021,1,999","SYN08806664 16/// /1901 11046 21062 39673 40232 52009 60005 333 54/15 55300 20007 90710 91104=",
"06664099999","2023-01-20T21:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","300,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0041,1","-0065,1","10231,1","01,0000,9,1",,,,"99999,9,09673,1","2,1,004,1,+999,9","3,99,0021,1,999","SYN08806664 16/// /3003 11041 21065 39673 40231 52004 60005 333 54/15 55300 20004 90730 91104=",
"06664099999","2023-01-20T22:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","300,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0057,1","-0069,1","10238,1","01,0000,9,1",,,,"99999,9,09676,1","3,1,006,1,+999,9","3,99,0015,1,999","SYN08806664 16/// /3002 11057 21069 39676 40238 53006 60005 333 54/15 55300 20004 90710 91103=",
"06664099999","2023-01-20T23:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0056,1","-0069,1","10239,1","01,0000,9,1",,,,"99999,9,09678,1","3,1,005,1,+999,9","3,99,0010,1,999","SYN08206664 16/// /1600 11056 21069 39678 40239 53005 60005 333 55300 20007 90710 91102=",
"06664099999","2023-01-21T00:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","290,1,N,0005,1","99999,9,9,N","999999,9,9,9","-0064,1","-0075,1","10240,1","01,0000,9,1","06,0000,9,1",,,"99999,9,09677,1","2,1,004,1,+999,9","3,99,0021,1,999","SYN09406664 06/// /2901 11064 21075 39677 40240 52004 60001 333 54/15 55300 20007 60005 90760 91104=",
"06664099999","2023-01-21T01:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","220,1,N,0005,1","99999,9,9,N","999999,9,9,9","-0068,1","-0078,1","10241,1","01,0000,9,1",,,,"99999,9,09677,1","9,9,001,1,+999,9","3,99,0015,1,999","SYN08206664 16/// /2201 11068 21078 39677 40241 50001 60005 333 55300 20007 90710 91103=",
"06664099999","2023-01-21T02:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0067,1","-0076,1","10242,1","01,0000,9,1",,,,"99999,9,09678,1","5,1,000,1,+999,9","3,99,0010,1,999","SYN08206664 16/// /2800 11067 21076 39678 40242 55000 60005 333 55300 20004 90710 91102=",
"06664099999","2023-01-21T03:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0078,1","-0087,1","10244,1","01,0000,9,1",,,,"99999,9,09678,1","2,1,001,1,+999,9","3,99,0015,1,999","SYN08806664 16/// /0000 11078 21087 39678 40244 52001 60005 333 54/15 55300 20007 90730 91103=",
"06664099999","2023-01-21T04:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0072,1","-0083,1","10243,1","01,0000,9,1",,,,"99999,9,09678,1","2,1,001,1,+999,9","3,99,0010,1,999","SYN08806664 16/// /3200 11072 21083 39678 40243 52001 60005 333 54/05 55300 20004 90710 91102=",
"06664099999","2023-01-21T05:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0072,1","-0083,1","10245,1","01,0000,9,1",,,,"99999,9,09680,1","2,1,002,1,+999,9","3,99,0010,1,999","SYN08206664 16/// /2100 11072 21083 39680 40245 52002 60005 333 55300 20004 90710 91102=",
"06664099999","2023-01-21T06:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0074,1","-0084,1","10248,1","01,0000,9,1","12,0000,9,1","24,0000,9,1","240,N,-0078,1","99999,9,09682,1","2,1,004,1,+999,9","3,99,0015,1,999","SYN11806664 06/// /0800 11074 21084 39682 40248 52004 60002 333 21078 3/112 54/15 55047 55300 20004 60005 70000 90760 91103=",
"06664099999","2023-01-21T07:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0068,1","-0077,1","10248,1","01,0000,9,1",,,,"99999,9,09684,1","2,1,006,1,+999,9","3,99,0015,1,999","SYN08806664 16/// /2200 11068 21077 39684 40248 52006 60005 333 54/05 55300 20004 90710 91103=",
"06664099999","2023-01-21T08:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","290,1,N,0005,1","99999,9,9,N","999999,9,9,9","-0055,1","-0071,1","10251,1","01,0000,9,1",,,,"99999,9,09689,1","2,1,009,1,+999,9","3,99,0021,1,999","SYN08806664 16/// /2901 11055 21071 39689 40251 52009 60005 333 54/05 55300 20086 90710 91104=",
"06664099999","2023-01-21T09:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","320,1,N,0005,1","99999,9,9,N","999999,9,9,9","-0046,1","-0063,1","10251,1","01,0000,9,1",,,,"99999,9,09691,1","1,1,009,1,+999,9","3,99,0021,1,999","SYN08806664 16/// /3201 11046 21063 39691 40251 51009 60005 333 54/05 55300 20202 90730 91104=",
"06664099999","2023-01-21T10:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","350,1,N,0005,1","99999,9,9,N","999999,9,9,9","-0036,1","-0056,1","10251,1","01,0000,9,1",,,,"99999,9,09693,1","1,1,009,1,+999,9","3,99,0015,1,999","SYN08806664 16/// /3501 11036 21056 39693 40251 51009 60005 333 54/05 55302 20734 90710 91103=",
"06664099999","2023-01-21T11:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","010,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0014,1","-0040,1","10240,1","01,0000,9,1",,,,"99999,9,09687,1","8,1,002,1,+999,9","3,99,0026,1,999","SYN08806664 16/// /0102 11014 21040 39687 40240 58002 60005 333 54/05 55304 20940 90710 91105=",
"06664099999","2023-01-21T12:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","060,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0013,1","-0053,1","10238,1","01,0000,9,1","06,0000,9,1",,,"99999,9,09685,1","7,1,006,1,+999,9","3,99,0051,1,999","SYN09406664 06/// /0606 11013 21053 39685 40238 57006 60001 333 54/06 55301 20799 60005 90760 91110=",
"06664099999","2023-01-21T13:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","050,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0015,1","-0051,1","10239,1","01,0000,9,1",,,,"99999,9,09686,1","7,1,007,1,+999,9","3,99,0088,1,999","SYN08206664 16/// /0508 11015 21051 39686 40239 57007 60005 333 55300 20295 90710 91117=",
"06664099999","2023-01-21T14:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","050,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0016,1","-0052,1","10241,1","01,0000,9,1",,,,"99999,9,09688,1","3,1,001,1,+999,9","3,99,0088,1,999","SYN08206664 16/// /0507 11016 21052 39688 40241 53001 60005 333 55300 20194 90710 91117=",
"06664099999","2023-01-21T15:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","020,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0015,1","-0051,1","10245,1","01,0000,9,1",,,,"99999,9,09692,1","3,1,007,1,+999,9","3,99,0088,1,999","SYN08206664 16/// /0205 11015 21051 39692 40245 53007 60005 333 55300 20212 90730 91117=",
"06664099999","2023-01-21T16:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","010,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0021,1","-0048,1","10251,1","01,0000,9,1",,,,"99999,9,09696,1","3,1,010,1,+999,9","3,99,0062,1,999","SYN08806664 16/// /0103 11021 21048 39696 40251 53010 60005 333 54/15 55300 20083 90710 91112=",
"06664099999","2023-01-21T17:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","350,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0023,1","-0045,1","10256,1","01,0000,9,1",,,,"99999,9,09700,1","1,1,012,1,+999,9","3,99,0036,1,999","SYN08206664 16/// /3503 11023 21045 39700 40256 51012 60005 333 55300 20007 90710 91107=",
"06664099999","2023-01-21T18:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","330,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0022,1","-0043,1","10260,1","01,0000,9,1","12,0000,9,1",,"120,M,-0011,1","99999,9,09704,1","1,1,012,1,+999,9","3,99,0088,1,999","SYN10006664 06/// /3302 11022 21043 39704 40260 51012 60002 333 11011 54/15 55300 20004 60005 90760 91117=",
"06664099999","2023-01-21T19:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","350,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0021,1","-0045,1","10261,1","01,0000,9,1",,,,"99999,9,09706,1","1,1,010,1,+999,9","3,99,0021,1,999","SYN08206664 16/// /3502 11021 21045 39706 40261 51010 60005 333 55300 20004 90710 91104=",
"06664099999","2023-01-21T20:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","340,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0021,1","-0041,1","10263,1","01,0000,9,1",,,,"99999,9,09707,1","1,1,007,1,+999,9","3,99,0021,1,999","SYN08206664 16/// /3402 11021 21041 39707 40263 51007 60005 333 55300 20004 90710 91104=",
"06664099999","2023-01-21T21:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","350,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0021,1","-0041,1","10266,1","01,0000,9,1",,,,"99999,9,09710,1","3,1,006,1,+999,9","3,99,0036,1,999","SYN08206664 16/// /3503 11021 21041 39710 40266 53006 60005 333 55300 20004 90730 91107=",
"06664099999","2023-01-21T23:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","040,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0021,1","-0045,1","10264,1","01,0000,9,1",,,,"99999,9,09708,1","9,9,001,1,+999,9","3,99,0051,1,999","SYN08206664 16/// /0403 11021 21045 39708 40264 50001 60005 333 55300 20004 90710 91110=",
"06664099999","2023-01-22T00:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","340,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0024,1","-0041,1","10262,1","01,0000,9,1","06,0000,9,1",,,"99999,9,09706,1","7,1,004,1,+999,9","3,99,0051,1,999","SYN08806664 06/// /3403 11024 21041 39706 40262 57004 60001 333 55300 20004 60005 90760 91110=",
"06664099999","2023-01-22T01:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","360,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0025,1","-0040,1","10259,1","01,0000,9,1",,,,"99999,9,09703,1","8,1,007,1,+999,9","3,99,0026,1,999","SYN08206664 16/// /3603 11025 21040 39703 40259 58007 60005 333 55300 20004 90710 91105=",
"06664099999","2023-01-22T02:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","300,1,N,0005,1","99999,9,9,N","999999,9,9,9","-0024,1","-0040,1","10258,1","01,0000,9,1",,,,"99999,9,09702,1","7,1,006,1,+999,9","3,99,0015,1,999","SYN08206664 16/// /3001 11024 21040 39702 40258 57006 60005 333 55300 20004 90710 91103=",
"06664099999","2023-01-22T03:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","300,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0025,1","-0040,1","10255,1","01,0000,9,1",,,,"99999,9,09699,1","7,1,007,1,+999,9","3,99,0026,1,999","SYN08206664 16/// /3002 11025 21040 39699 40255 57007 60005 333 55300 20004 90730 91105=",
"06664099999","2023-01-22T04:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","020,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0024,1","-0041,1","10253,1","01,0000,9,1",,,,"99999,9,09697,1","7,1,006,1,+999,9","3,99,0015,1,999","SYN08206664 16/// /0202 11024 21041 39697 40253 57006 60005 333 55300 20004 90710 91103=",
"06664099999","2023-01-22T05:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","020,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0023,1","-0044,1","10257,1","01,0000,9,1",,,,"99999,9,09701,1","5,1,001,1,+999,9","3,99,0021,1,999","SYN08206664 16/// /0202 11023 21044 39701 40257 55001 60005 333 55300 20004 90710 91104=",
"06664099999","2023-01-22T06:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","010,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0023,1","-0042,1","10260,1","01,0000,9,1","12,0000,9,1","24,0000,9,1","240,N,-0029,1","99999,9,09704,1","2,1,005,1,+999,9","3,99,0026,1,999","SYN11206664 06/// /0102 11023 21042 39704 40260 52005 60002 333 21029 3/103 55007 55300 20004 60005 70000 90760 91105=",
"06664099999","2023-01-22T07:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","030,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0022,1","-0040,1","10264,1","01,0000,9,1",,,,"99999,9,09708,1","3,1,011,1,+999,9","3,99,0026,1,999","SYN08206664 16/// /0302 11022 21040 39708 40264 53011 60005 333 55300 20004 90710 91105=",
"06664099999","2023-01-22T08:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","020,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0021,1","-0040,1","10266,1","01,0000,9,1",,,,"99999,9,09710,1","3,1,009,1,+999,9","3,99,0026,1,999","SYN08206664 16/// /0202 11021 21040 39710 40266 53009 60005 333 55300 20029 90710 91105=",
"06664099999","2023-01-22T09:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","360,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0017,1","-0037,1","10268,1","01,0000,9,1",,,,"99999,9,09713,1","1,1,009,1,+999,9","3,99,0031,1,999","SYN08806664 16/// /3603 11017 21037 39713 40268 51009 60005 333 54/05 55300 20238 90730 91106=",
"06664099999","2023-01-22T10:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","360,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0012,1","-0034,1","10269,1","01,0000,9,1",,,,"99999,9,09715,1","3,1,007,1,+999,9","3,99,0041,1,999","SYN08806664 16/// /3603 11012 21034 39715 40269 53007 60005 333 54/05 55300 20410 90710 91108=",
"06664099999","2023-01-22T11:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","030,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0006,1","-0036,1","10269,1","01,0000,9,1",,,,"99999,9,09716,1","2,1,006,1,+999,9","3,99,0046,1,999","SYN08806664 16/// /0303 11006 21036 39716 40269 52006 60005 333 54/05 55300 20529 90710 91109=",
"06664099999","2023-01-22T12:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","020,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0005,1","-0038,1","10267,1","01,0000,9,1","06,0000,9,1",,,"99999,9,09714,1","9,9,001,1,+999,9","3,99,0046,1,999","SYN09406664 06/// /0204 11005 21038 39714 40267 50001 60001 333 54/05 55300 20288 60005 90760 91109=",
"06664099999","2023-01-22T13:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","060,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0004,1","-0036,1","10269,1","01,0000,9,1",,,,"99999,9,09717,1","2,1,002,1,+999,9","3,99,0046,1,999","SYN08206664 16/// /0605 11004 21036 39717 40269 52002 60005 333 55300 20108 90710 91109=",
"06664099999","2023-01-22T14:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","050,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0003,1","-0051,1","10272,1","01,0000,9,1",,,,"99999,9,09720,1","3,1,004,1,+999,9","3,99,0072,1,999","SYN08206664 16/// /0505 11003 21051 39720 40272 53004 60005 333 55300 20184 90710 91114=",
"06664099999","2023-01-22T15:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","050,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0004,1","-0052,1","10277,1","01,0000,9,1",,,,"99999,9,09724,1","3,1,010,1,+999,9","3,99,0072,1,999","SYN08206664 16/// /0503 11004 21052 39724 40277 53010 60005 333 55300 20166 90730 91114=",
"06664099999","2023-01-22T16:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","030,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0005,1","-0048,1","10279,1","01,0000,9,1",,,,"99999,9,09726,1","1,1,009,1,+999,9","3,99,0026,1,999","SYN08206664 16/// /0303 11005 21048 39726 40279 51009 60005 333 55300 20054 90710 91105=",
"06664099999","2023-01-22T17:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","010,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0005,1","-0046,1","10284,1","01,0000,9,1",,,,"99999,9,09731,1","3,1,011,1,+999,9","3,99,0026,1,999","SYN08206664 16/// /0103 11005 21046 39731 40284 53011 60005 333 55300 20007 90710 91105=",
"06664099999","2023-01-22T18:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","050,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0006,1","-0047,1","10288,1","01,0000,9,1","12,0000,9,1",,"120,M,-0003,1","99999,9,09734,1","1,1,010,1,+999,9","3,99,0072,1,999","SYN09406664 06/// /0503 11006 21047 39734 40288 51010 60002 333 11003 55300 20004 60005 90760 91114=",
"06664099999","2023-01-22T19:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","040,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0006,1","-0045,1","10293,1","01,0000,9,1",,,,"99999,9,09739,1","1,1,013,1,+999,9","3,99,0031,1,999","SYN08206664 16/// /0402 11006 21045 39739 40293 51013 60005 333 55300 20004 90710 91106=",
"06664099999","2023-01-22T20:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","010,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0009,1","-0048,1","10296,1","01,0000,9,1",,,,"99999,9,09741,1","1,1,010,1,+999,9","3,99,0021,1,999","SYN08206664 16/// /0102 11009 21048 39741 40296 51010 60005 333 55300 20004 90710 91104=",
"06664099999","2023-01-22T21:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","020,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0010,1","-0049,1","10298,1","01,0000,9,1",,,,"99999,9,09743,1","1,1,009,1,+999,9","3,99,0031,1,999","SYN08206664 16/// /0203 11010 21049 39743 40298 51009 60005 333 55300 20004 90730 91106=",
"06664099999","2023-01-22T22:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","020,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0011,1","-0047,1","10297,1","01,0000,9,1",,,,"99999,9,09742,1","9,9,003,1,+999,9","3,99,0026,1,999","SYN08206664 16/// /0202 11011 21047 39742 40297 50003 60005 333 55300 20004 90710 91105=",
"06664099999","2023-01-22T23:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","020,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0010,1","-0047,1","10298,1","01,0000,9,1",,,,"99999,9,09743,1","2,1,002,1,+999,9","3,99,0026,1,999","SYN08206664 16/// /0203 11010 21047 39743 40298 52002 60005 333 55300 20004 90710 91105=",
"06664099999","2023-01-23T00:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","020,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0010,1","-0044,1","10297,1","01,0000,9,1","06,0000,9,1",,,"99999,9,09742,1","7,1,001,1,+999,9","3,99,0031,1,999","SYN08806664 06/// /0203 11010 21044 39742 40297 57001 60001 333 55300 20004 60005 90760 91106=",
"06664099999","2023-01-23T01:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","060,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0010,1","-0040,1","10295,1","01,0000,9,1",,,,"99999,9,09740,1","8,1,002,1,+999,9","3,99,0031,1,999","SYN08206664 16/// /0604 11010 21040 39740 40295 58002 60005 333 55300 20004 90710 91106=",
"06664099999","2023-01-23T02:00:00","4","47.4333333","8.5166666","441.0","ZUERICH AFFOLTERN, SZ","FM-12","99999","V020","050,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0010,1","-0039,1","10297,1","01,0000,9,1",,,,"99999,9,09742,1","5,1,001,1,+999,9","3,99,0026,1,999","SYN08206664 16/// /0503 11010 21039 39742 40297 55001 60005 333 55300 20004 90710 91105=",
