"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","ED1","GA1","GA2","GA3","GE1","GF1","MA1","MW1","MW2","OC1","REM","EQD"
"78256199999","2023-03-10T00:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","060,1,N,0062,1","99999,9,9,N","009000,1,9,9","+0240,1","+0160,1","99999,9",,"04,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00610,1,99,9,99,9","10170,1,99999,9",,,,"MET051METAR MUCC 100050Z 06012KT 9000 SCT020 24/16 Q1017=",
"78256199999","2023-03-10T01:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","070,1,N,0062,1","99999,9,9,N","009000,1,9,9","+0230,1","+0160,1","99999,9",,"04,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00610,1,99,9,99,9","10180,1,99999,9",,,,"MET051METAR MUCC 100150Z 07012KT 9000 SCT020 23/16 Q1018=",
"78256199999","2023-03-10T02:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","070,1,N,0057,1","99999,9,9,N","009000,1,9,9","+0230,1","+0150,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10180,1,99999,9",,,,"MET051METAR MUCC 100250Z 07011KT 9000 FEW020 23/15 Q1018=",
"78256199999","2023-03-10T03:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","070,1,N,0051,1","99999,9,9,N","999999,9,9,9","+0230,1","+0150,1","99999,9",,,,,,,"10180,1,99999,9",,,,"MET044METAR MUCC 100350Z AUTO 07010KT 23/15 Q1018=",
"78256199999","2023-03-10T04:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","080,1,N,0051,1","99999,9,9,N","009000,1,9,9","+0230,1","+0150,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10180,1,99999,9",,,,"MET051METAR MUCC 100450Z 08010KT 9000 FEW020 23/15 Q1018=",
"78256199999","2023-03-10T05:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","080,1,V,0041,1","99999,9,9,N","009000,1,9,9","+0230,1","+0150,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10180,1,99999,9",,,,"MET059METAR MUCC 100550Z 08008KT 050V110 9000 FEW020 23/15 Q1018=",
"78256199999","2023-03-10T06:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","080,1,N,0046,1","99999,9,9,N","009000,1,9,9","+0230,1","+0150,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10170,1,99999,9",,,,"MET051METAR MUCC 100650Z 08009KT 9000 FEW020 23/15 Q1017=",
"78256199999","2023-03-10T07:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","090,1,N,0041,1","99999,9,9,N","009000,1,9,9","+0230,1","+0150,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10170,1,99999,9",,,,"MET051METAR MUCC 100750Z 09008KT 9000 FEW020 23/15 Q1017=",
"78256199999","2023-03-10T08:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","080,1,N,0036,1","99999,9,9,N","009000,1,9,9","+0220,1","+0140,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10170,1,99999,9",,,,"MET051METAR MUCC 100850Z 08007KT 9000 FEW020 22/14 Q1017=",
"78256199999","2023-03-10T09:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","080,1,N,0036,1","99999,9,9,N","009000,1,9,9","+0220,1","+0150,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10170,1,99999,9",,,,"MET051METAR MUCC 100950Z 08007KT 9000 FEW020 22/15 Q1017=",
"78256199999","2023-03-10T10:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","090,1,N,0036,1","99999,9,9,N","009000,1,9,9","+0220,1","+0150,1","99999,9",,"02,1,+00549,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00549,1,99,9,99,9","10170,1,99999,9",,,,"MET051METAR MUCC 101050Z 09007KT 9000 FEW018 22/15 Q1017=",
"78256199999","2023-03-10T11:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","090,1,N,0036,1","99999,9,9,N","009000,1,9,9","+0220,1","+0150,1","99999,9",,"02,1,+00549,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00549,1,99,9,99,9","10170,1,99999,9",,,,"MET051METAR MUCC 101150Z 09007KT 9000 FEW018 22/15 Q1017=",
"78256199999","2023-03-10T12:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","090,1,N,0041,1","99999,9,9,N","009000,1,9,9","+0240,1","+0150,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10180,1,99999,9",,,,"MET051METAR MUCC 101250Z 09008KT 9000 FEW020 24/15 Q1018=",
"78256199999","2023-03-10T13:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","080,1,N,0057,1","99999,9,9,N","009000,1,9,9","+0240,1","+0160,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10180,1,99999,9",,,,"MET051METAR MUCC 101350Z 08011KT 9000 FEW020 24/16 Q1018=",
"78256199999","2023-03-10T14:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","080,1,V,0057,1","99999,9,9,N","009000,1,9,9","+0260,1","+0150,1","99999,9",,"04,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00610,1,99,9,99,9","10190,1,99999,9",,,,"MET059METAR MUCC 101450Z 08011KT 050V130 9000 SCT020 26/15 Q1019=",
"78256199999","2023-03-10T15:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","070,1,V,0057,1","99999,9,9,N","009000,1,9,9","+0270,1","+0150,1","99999,9",,"04,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00610,1,99,9,99,9","10190,1,99999,9",,,,"MET059METAR MUCC 101550Z 07011KT 040V110 9000 SCT020 27/15 Q1019=",
"78256199999","2023-03-10T16:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","080,1,V,0062,1","99999,9,9,N","009000,1,9,9","+0270,1","+0150,1","99999,9",,"04,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00610,1,99,9,99,9","10180,1,99999,9",,,,"MET059METAR MUCC 101650Z 08012KT 040V110 9000 SCT020 27/15 Q1018=",
"78256199999","2023-03-10T17:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","070,1,V,0062,1","99999,9,9,N","009000,1,9,9","+0270,1","+0160,1","99999,9",,"04,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00610,1,99,9,99,9","10170,1,99999,9",,,,"MET059METAR MUCC 101750Z 07012KT 050V110 9000 SCT020 27/16 Q1017=",
"78256199999","2023-03-10T18:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","070,1,V,0067,1","99999,9,9,N","009000,1,9,9","+0280,1","+0160,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10160,1,99999,9",,,,"MET059METAR MUCC 101850Z 07013KT 040V100 9000 FEW020 28/16 Q1016=",
"78256199999","2023-03-10T19:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","080,1,V,0067,1","99999,9,9,N","009000,1,9,9","+0270,1","+0170,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10150,1,99999,9",,,,"MET059METAR MUCC 101950Z 08013KT 040V110 9000 FEW020 27/17 Q1015=",
"78256199999","2023-03-10T20:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","070,1,N,0062,1","99999,9,9,N","009000,1,9,9","+0260,1","+0170,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10150,1,99999,9",,,,"MET051METAR MUCC 102050Z 07012KT 9000 FEW020 26/17 Q1015=",
"78256199999","2023-03-10T21:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","070,1,V,0062,1","99999,9,9,N","009000,1,9,9","+0260,1","+0170,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10150,1,99999,9",,,,"MET059METAR MUCC 102150Z 07012KT 050V110 9000 FEW020 26/17 Q1015=",
"78256199999","2023-03-10T22:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","070,1,N,0057,1","99999,9,9,N","009000,1,9,9","+0240,1","+0170,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10150,1,99999,9",,,,"MET051METAR MUCC 102250Z 07011KT 9000 FEW020 24/17 Q1015=",
"78256199999","2023-03-10T23:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","080,1,N,0046,1","99999,9,9,N","009000,1,9,9","+0230,1","+0160,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10150,1,99999,9",,,,"MET051METAR MUCC 102350Z 08009KT 9000 FEW020 23/16 Q1015=",
"78256199999","2023-03-11T00:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","080,1,N,0041,1","99999,9,9,N","009000,1,9,9","+0230,1","+0160,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10150,1,99999,9",,,,"MET051METAR MUCC 110050Z 08008KT 9000 FEW020 23/16 Q1015=",
"78256199999","2023-03-11T01:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","090,1,N,0031,1","99999,9,9,N","009000,1,9,9","+0230,1","+0160,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10150,1,99999,9",,,,"MET051METAR MUCC 110150Z 09006KT 9000 FEW020 23/16 Q1015=",
"78256199999","2023-03-11T02:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","120,1,N,0021,1","99999,9,9,N","009000,1,9,9","+0220,1","+0170,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10150,1,99999,9",,,,"MET051METAR MUCC 110250Z 12004KT 9000 FEW020 22/17 Q1015=",
"78256199999","2023-03-11T03:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","130,1,N,0015,1","99999,9,9,N","009000,1,9,9","+0210,1","+0170,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10160,1,99999,9",,,,"MET051METAR MUCC 110350Z 13003KT 9000 FEW020 21/17 Q1016=",
"78256199999","2023-03-11T04:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","130,1,N,0021,1","99999,9,9,N","009000,1,9,9","+0200,1","+0170,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10150,1,99999,9",,,,"MET051METAR MUCC 110450Z 13004KT 9000 FEW020 20/17 Q1015=",
"78256199999","2023-03-11T05:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","120,1,N,0015,1","99999,9,9,N","009000,1,9,9","+0180,1","+0160,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10150,1,99999,9",,,,"MET051METAR MUCC 110550Z 12003KT 9000 FEW020 18/16 Q1015=",
"78256199999","2023-03-11T06:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","999,9,V,0005,1","99999,9,9,N","009000,1,9,9","+0180,1","+0160,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10140,1,99999,9",,,,"MET051METAR MUCC 110650Z VRB01KT 9000 FEW020 18/16 Q1014=",
"78256199999","2023-03-11T07:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","999,9,V,0005,1","99999,9,9,N","009000,1,9,9","+0170,1","+0150,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10140,1,99999,9",,,,"MET051METAR MUCC 110750Z VRB01KT 9000 FEW020 17/15 Q1014=",
"78256199999","2023-03-11T08:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","190,1,N,0010,1","99999,9,9,N","009000,1,9,9","+0160,1","+0150,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10140,1,99999,9",,,,"MET051METAR MUCC 110850Z 19002KT 9000 FEW020 16/15 Q1014=",
"78256199999","2023-03-11T09:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","190,1,N,0010,1","99999,9,9,N","009000,1,9,9","+0160,1","+0150,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10130,1,99999,9",,,,"MET051METAR MUCC 110950Z 19002KT 9000 FEW020 16/15 Q1013=",
"78256199999","2023-03-11T10:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","190,1,N,0021,1","99999,9,9,N","009000,1,9,9","+0190,1","+0180,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10140,1,99999,9",,,,"MET051METAR MUCC 111050Z 19004KT 9000 FEW020 19/18 Q1014=",
"78256199999","2023-03-11T11:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","180,1,N,0021,1","99999,9,9,N","009000,1,9,9","+0190,1","+0180,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10150,1,99999,9",,,,"MET051METAR MUCC 111150Z 18004KT 9000 FEW020 19/18 Q1015=",
"78256199999","2023-03-11T12:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","190,1,V,0026,1","99999,9,9,N","009000,1,9,9","+0230,1","+0180,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10150,1,99999,9",,,,"MET059METAR MUCC 111250Z 19005KT 140V230 9000 FEW020 23/18 Q1015=",
"78256199999","2023-03-11T13:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","190,1,V,0036,1","22000,1,9,N","009000,1,9,9","+0240,1","+0180,1","99999,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10160,1,99999,9",,,,"MET056METAR MUCC 111350Z 19007KT 150V220 9000 NSC 24/18 Q1016=",
"78256199999","2023-03-11T14:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","180,1,V,0036,1","22000,1,9,N","009000,1,9,9","+0250,1","+0180,1","99999,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10160,1,99999,9",,,,"MET056METAR MUCC 111450Z 18007KT 140V210 9000 NSC 25/18 Q1016=",
"78256199999","2023-03-11T15:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","240,1,V,0041,1","22000,1,9,N","009000,1,9,9","+0270,1","+0180,1","99999,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10150,1,99999,9",,,,"MET056METAR MUCC 111550Z 24008KT 200V280 9000 NSC 27/18 Q1015=",
"78256199999","2023-03-11T16:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","260,1,V,0046,1","22000,1,9,N","009000,1,9,9","+0280,1","+0170,1","99999,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10140,1,99999,9",,,,"MET056METAR MUCC 111650Z 26009KT 220V290 9000 NSC 28/17 Q1014=",
"78256199999","2023-03-11T17:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","240,1,V,0046,1","22000,1,9,N","009000,1,9,9","+0310,1","+0150,1","99999,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10130,1,99999,9",,,,"MET056METAR MUCC 111750Z 24009KT 210V270 9000 NSC 31/15 Q1013=",
"78256199999","2023-03-11T18:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","310,1,V,0062,1","22000,1,9,N","009000,1,9,9","+0310,1","+0160,1","99999,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10130,1,99999,9",,,,"MET056METAR MUCC 111850Z 31012KT 270V340 9000 NSC 31/16 Q1013=",
"78256199999","2023-03-11T19:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","350,1,N,0057,1","22000,1,9,N","009000,1,9,9","+0300,1","+0170,1","99999,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10120,1,99999,9",,,,"MET048METAR MUCC 111950Z 35011KT 9000 NSC 30/17 Q1012=",
"78256199999","2023-03-11T20:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","350,1,N,0057,1","22000,1,9,N","009000,1,9,9","+0280,1","+0180,1","99999,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10120,1,99999,9",,,,"MET048METAR MUCC 112050Z 35011KT 9000 NSC 28/18 Q1012=",
"78256199999","2023-03-11T21:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","360,1,N,0062,1","22000,1,9,N","009000,1,9,9","+0270,1","+0200,1","99999,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10120,1,99999,9",,,,"MET048METAR MUCC 112150Z 36012KT 9000 NSC 27/20 Q1012=",
"78256199999","2023-03-11T22:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","360,1,N,0051,1","22000,1,9,N","009000,1,9,9","+0260,1","+0200,1","99999,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10120,1,99999,9",,,,"MET048METAR MUCC 112250Z 36010KT 9000 SKC 26/20 Q1012=",
"78256199999","2023-03-11T23:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","999,9,V,0015,1","22000,1,9,N","009000,1,9,9","+0250,1","+0200,1","99999,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10130,1,99999,9",,,,"MET048METAR MUCC 112350Z VRB03KT 9000 NSC 25/20 Q1013=",
"78256199999","2023-03-12T00:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","290,1,N,0010,1","22000,1,9,N","009000,1,9,9","+0230,1","+0190,1","99999,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10140,1,99999,9",,,,"MET048METAR MUCC 120050Z 29002KT 9000 NSC 23/19 Q1014=",
"78256199999","2023-03-12T01:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","240,1,N,0021,1","22000,1,9,N","009000,1,9,9","+0220,1","+0190,1","99999,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10140,1,99999,9",,,,"MET048METAR MUCC 120150Z 24004KT 9000 NSC 22/19 Q1014=",
"78256199999","2023-03-12T02:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","280,1,N,0010,1","22000,1,9,N","009000,1,9,9","+0210,1","+0180,1","99999,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10150,1,99999,9",,,,"MET048METAR MUCC 120250Z 28002KT 9000 SKC 21/18 Q1015=",
"78256199999","2023-03-12T03:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","999,9,V,0005,1","22000,1,9,N","009000,1,9,9","+0200,1","+0190,1","99999,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10150,1,99999,9",,,,"MET048METAR MUCC 120350Z VRB01KT 9000 NSC 20/19 Q1015=",
"78256199999","2023-03-12T04:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","999,9,V,0010,1","99999,9,9,N","009000,1,9,9","+0200,1","+0180,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10140,1,99999,9",,,,"MET051METAR MUCC 120450Z VRB02KT 9000 FEW020 20/18 Q1014=",
"78256199999","2023-03-12T05:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","999,9,V,0005,1","99999,9,9,N","009000,1,9,9","+0200,1","+0190,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10140,1,99999,9",,,,"MET051METAR MUCC 120550Z VRB01KT 9000 FEW020 20/19 Q1014=",
"78256199999","2023-03-12T06:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","250,1,N,0010,1","99999,9,9,N","009000,1,9,9","+0200,1","+0180,1","99999,9",,"04,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00610,1,99,9,99,9","10140,1,99999,9",,,,"MET051METAR MUCC 120650Z 25002KT 9000 SCT020 20/18 Q1014=",
"78256199999","2023-03-12T07:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","999,9,V,0005,1","99999,9,9,N","009000,1,9,9","+0210,1","+0190,1","99999,9",,"04,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00610,1,99,9,99,9","10130,1,99999,9",,,,"MET051METAR MUCC 120750Z VRB01KT 9000 SCT020 21/19 Q1013=",
"78256199999","2023-03-12T08:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","999,9,V,0005,1","99999,9,9,N","009000,1,9,9","+0210,1","+0190,1","99999,9",,"04,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00610,1,99,9,99,9","10130,1,99999,9",,,,"MET051METAR MUCC 120850Z VRB01KT 9000 SCT020 21/19 Q1013=",
"78256199999","2023-03-12T09:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","180,1,N,0010,1","99999,9,9,N","009000,1,9,9","+0210,1","+0190,1","99999,9",,"04,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00610,1,99,9,99,9","10130,1,99999,9",,,,"MET051METAR MUCC 120950Z 18002KT 9000 SCT020 21/19 Q1013=",
"78256199999","2023-03-12T10:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","170,1,N,0021,1","99999,9,9,N","009000,1,9,9","+0220,1","+0210,1","99999,9",,"04,1,+00914,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00914,1,99,9,99,9","10140,1,99999,9",,,,"MET051METAR MUCC 121050Z 17004KT 9000 SCT030 22/21 Q1014=",
"78256199999","2023-03-12T11:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","180,1,N,0021,1","22000,1,9,N","009000,1,9,9","+0220,1","+0200,1","99999,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10140,1,99999,9",,,,"MET048METAR MUCC 121150Z 18004KT 9000 NSC 22/20 Q1014=",
"78256199999","2023-03-12T12:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","999,9,V,0010,1","22000,1,9,N","009000,1,9,9","+0240,1","+0210,1","99999,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10150,1,99999,9",,,,"MET048METAR MUCC 121250Z VRB02KT 9000 NSC 24/21 Q1015=",
"78256199999","2023-03-12T13:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","999,9,V,0021,1","99999,9,9,N","009000,1,9,9","+0270,1","+0200,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10150,1,99999,9",,,,"MET051METAR MUCC 121350Z VRB04KT 9000 FEW020 27/20 Q1015=",
"78256199999","2023-03-12T14:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","170,1,V,0026,1","99999,9,9,N","009000,1,9,9","+0280,1","+0190,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10150,1,99999,9",,,,"MET059METAR MUCC 121450Z 17005KT 110V230 9000 FEW020 28/19 Q1015=",
"78256199999","2023-03-12T15:50:00","4","22.460986","-78.328422","3.96","JARDINES DEL REY, CU","FM-15","99999","V020","999,9,V,0026,1","99999,9,9,N","009000,1,9,9","+0290,1","+0160,1","99999,9",,"02,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10150,1,99999,9",,,,"MET051METAR MUCC 121550Z VRB05KT 9000 FEW020 29/16 Q1015=",
