"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","MA1","MD1","REM","EQD"
"89272099999","2023-01-01T00:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","350,1,N,0082,1","99999,9,9,N","999999,9,9,9","-0115,1","-0129,1","09668,1","99999,9,08036,1",,"SYN05489272 46/// /3516 11115 21129 38036 49668 5//// 90000=",
"89272099999","2023-01-01T03:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","360,1,N,0082,1","99999,9,9,N","999999,9,9,9","-0132,1","-0143,1","09677,1","99999,9,08034,1","7,1,002,1,+999,9","SYN05489272 46/// /3616 11132 21143 38034 49677 57002 90300=",
"89272099999","2023-01-01T09:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","360,1,N,0077,1","99999,9,9,N","999999,9,9,9","-0138,1","-0156,1","09683,1","99999,9,08036,1",,"SYN05489272 46/// /3615 11138 21156 38036 49683 5//// 90900=",
"89272099999","2023-01-01T12:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","350,1,N,0082,1","99999,9,9,N","999999,9,9,9","-0117,1","-0128,1","09667,1","99999,9,08034,1","7,1,002,1,+999,9","SYN05489272 46/// /3516 11117 21128 38034 49667 57002 91200=",
"89272099999","2023-01-01T15:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","350,1,N,0093,1","99999,9,9,N","999999,9,9,9","-0102,1","-0114,1","09654,1","99999,9,08031,1","7,1,003,1,+999,9","SYN05489272 46/// /3518 11102 21114 38031 49654 57003 91500=",
"89272099999","2023-01-01T18:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","320,1,N,0057,1","99999,9,9,N","999999,9,9,9","-0086,1","-0123,1","09647,1","99999,9,08033,1","2,1,002,1,+999,9","SYN05489272 46/// /3211 11086 21123 38033 49647 52002 91800=",
"89272099999","2023-01-02T00:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","050,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0097,1","-0135,1","09649,1","99999,9,08029,1",,"SYN05489272 46/// /0504 11097 21135 38029 49649 5//// 90000=",
"89272099999","2023-01-02T03:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","070,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0145,1","-0170,1","09669,1","99999,9,08021,1","7,1,008,1,+999,9","SYN05489272 46/// /0705 11145 21170 38021 49669 57008 90300=",
"89272099999","2023-01-02T06:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","050,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0191,1","-0214,1","09689,1","99999,9,08013,1","7,1,008,1,+999,9","SYN05489272 46/// /0508 11191 21214 38013 49689 57008 90600=",
"89272099999","2023-01-02T09:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","070,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0155,1","-0179,1","09654,1","99999,9,08003,1","7,1,010,1,+999,9","SYN05489272 46/// /0707 11155 21179 38003 49654 57010 90900=",
"89272099999","2023-01-02T12:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","050,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0150,1","-0195,1","09641,1","99999,9,07995,1","7,1,008,1,+999,9","SYN05489272 46/// /0508 11150 21195 37995 49641 57008 91200=",
"89272099999","2023-01-02T15:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","090,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0089,1","-0133,1","09591,1","99999,9,07985,1","7,1,010,1,+999,9","SYN05489272 46/// /0906 11089 21133 37985 49591 57010 91500=",
"89272099999","2023-01-02T18:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0077,1","-0147,1","09581,1","99999,9,07983,1","7,1,002,1,+999,9","SYN05489272 46/// /2302 11077 21147 37983 49581 57002 91800=",
"89272099999","2023-01-02T21:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","130,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0102,1","-0116,1","09594,1","99999,9,07981,1","7,1,002,1,+999,9","SYN05489272 46/// /1307 11102 21116 37981 49594 57002 92100=",
"89272099999","2023-01-03T00:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","120,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0104,1","-0126,1","09594,1","99999,9,07980,1","7,1,001,1,+999,9","SYN05489272 46/// /1205 11104 21126 37980 49594 57001 90000=",
"89272099999","2023-01-03T03:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","040,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0157,1","-0178,1","09625,1","99999,9,07978,1","7,1,002,1,+999,9","SYN05489272 46/// /0403 11157 21178 37978 49625 57002 90300=",
"89272099999","2023-01-03T06:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","999,9,V,0005,1","99999,9,9,N","999999,9,9,9","-0125,1","-0131,1","09602,1","99999,9,07976,1","7,1,002,1,+999,9","SYN05489272 46/// /9901 11125 21131 37976 49602 57002 90600=",
"89272099999","2023-01-03T09:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","020,1,N,0051,1","99999,9,9,N","999999,9,9,9","-0109,1","-0139,1","09594,1","99999,9,07977,1","2,1,001,1,+999,9","SYN05489272 46/// /0210 11109 21139 37977 49594 52001 90900=",
"89272099999","2023-01-03T12:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","360,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0108,1","-0133,1","09596,1","99999,9,07979,1","2,1,002,1,+999,9","SYN05489272 46/// /3607 11108 21133 37979 49596 52002 91200=",
"89272099999","2023-01-03T15:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","350,1,N,0067,1","99999,9,9,N","999999,9,9,9","-0094,1","-0118,1","09589,1","99999,9,07981,1","2,1,002,1,+999,9","SYN05489272 46/// /3513 11094 21118 37981 49589 52002 91500=",
"89272099999","2023-01-03T18:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","340,1,N,0057,1","99999,9,9,N","999999,9,9,9","-0071,1","-0107,1","09584,1","99999,9,07988,1","2,1,007,1,+999,9","SYN05489272 46/// /3411 11071 21107 37988 49584 52007 91800=",
"89272099999","2023-01-03T21:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","310,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0051,1","-0103,1","09579,1","99999,9,07994,1","2,1,006,1,+999,9","SYN05489272 46/// /3102 11051 21103 37994 49579 52006 92100=",
"89272099999","2023-01-04T00:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","080,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0092,1","-0116,1","09605,1","99999,9,07995,1","2,1,001,1,+999,9","SYN05489272 46/// /0806 11092 21116 37995 49605 52001 90000=",
"89272099999","2023-01-04T03:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","999,9,V,0005,1","99999,9,9,N","999999,9,9,9","-0140,1","-0150,1","09636,1","99999,9,07996,1","2,1,001,1,+999,9","SYN05489272 46/// /9901 11140 21150 37996 49636 52001 90300=",
"89272099999","2023-01-04T06:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","030,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0174,1","-0200,1","09658,1","99999,9,07996,1","4,1,000,1,+999,9","SYN05489272 46/// /0305 11174 21200 37996 49658 54000 90600=",
"89272099999","2023-01-04T09:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","040,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0149,1","-0182,1","09643,1","99999,9,07997,1","2,1,001,1,+999,9","SYN05489272 46/// /0407 11149 21182 37997 49643 52001 90900=",
"89272099999","2023-01-04T12:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","040,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0114,1","-0155,1","09625,1","99999,9,08000,1","2,1,003,1,+999,9","SYN05489272 46/// /0406 11114 21155 38000 49625 52003 91200=",
"89272099999","2023-01-04T15:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","360,1,N,0051,1","99999,9,9,N","999999,9,9,9","-0088,1","-0136,1","09611,1","99999,9,08002,1","2,1,002,1,+999,9","SYN05489272 46/// /3610 11088 21136 38002 49611 52002 91500=",
"89272099999","2023-01-04T18:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","360,1,N,0062,1","99999,9,9,N","999999,9,9,9","-0090,1","-0131,1","09618,1","99999,9,08007,1","2,1,005,1,+999,9","SYN05489272 46/// /3612 11090 21131 38007 49618 52005 91800=",
"89272099999","2023-01-04T21:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","350,1,N,0057,1","99999,9,9,N","999999,9,9,9","-0096,1","-0125,1","09627,1","99999,9,08011,1","2,1,004,1,+999,9","SYN05489272 46/// /3511 11096 21125 38011 49627 52004 92100=",
"89272099999","2023-01-05T00:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","350,1,N,0062,1","99999,9,9,N","999999,9,9,9","-0115,1","-0136,1","09643,1","99999,9,08015,1","2,1,004,1,+999,9","SYN05489272 46/// /3512 11115 21136 38015 49643 52004 90000=",
"89272099999","2023-01-05T03:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","360,1,N,0072,1","99999,9,9,N","999999,9,9,9","-0124,1","-0144,1","09648,1","99999,9,08014,1","7,1,001,1,+999,9","SYN05489272 46/// /3614 11124 21144 38014 49648 57001 90300=",
"89272099999","2023-01-05T06:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","360,1,N,0062,1","99999,9,9,N","999999,9,9,9","-0120,1","-0136,1","09650,1","99999,9,08018,1","2,1,004,1,+999,9","SYN05489272 46/// /3612 11120 21136 38018 49650 52004 90600=",
"89272099999","2023-01-05T09:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","360,1,N,0051,1","99999,9,9,N","999999,9,9,9","-0125,1","-0149,1","09653,1","99999,9,08018,1","4,1,000,1,+999,9","SYN05489272 46/// /3610 11125 21149 38018 49653 54000 90900=",
"89272099999","2023-01-05T12:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","340,1,N,0067,1","99999,9,9,N","999999,9,9,9","-0104,1","-0121,1","09645,1","99999,9,08022,1","2,1,004,1,+999,9","SYN05489272 46/// /3413 11104 21121 38022 49645 52004 91200=",
"89272099999","2023-01-05T15:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","330,1,N,0062,1","99999,9,9,N","999999,9,9,9","-0085,1","-0113,1","09639,1","99999,9,08027,1","2,1,005,1,+999,9","SYN05489272 46/// /3312 11085 21113 38027 49639 52005 91500=",
"89272099999","2023-01-05T18:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","330,1,N,0072,1","99999,9,9,N","999999,9,9,9","-0080,1","-0108,1","09642,1","99999,9,08032,1","2,1,005,1,+999,9","SYN05489272 46/// /3314 11080 21108 38032 49642 52005 91800=",
"89272099999","2023-01-05T21:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","340,1,N,0057,1","99999,9,9,N","999999,9,9,9","-0089,1","-0116,1","09656,1","99999,9,08039,1","2,1,007,1,+999,9","SYN05489272 46/// /3411 11089 21116 38039 49656 52007 92100=",
"89272099999","2023-01-06T00:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","340,1,N,0051,1","99999,9,9,N","999999,9,9,9","-0096,1","-0115,1","09665,1","99999,9,08043,1","2,1,004,1,+999,9","SYN05489272 46/// /3410 11096 21115 38043 49665 52004 90000=",
"89272099999","2023-01-06T03:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","350,1,N,0046,1","99999,9,9,N","999999,9,9,9","-0118,1","-0132,1","09681,1","99999,9,08045,1","2,1,002,1,+999,9","SYN05489272 46/// /3509 11118 21132 38045 49681 52002 90300=",
"89272099999","2023-01-06T06:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","350,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0124,1","-0142,1","09683,1","99999,9,08043,1","7,1,002,1,+999,9","SYN05489272 46/// /3504 11124 21142 38043 49683 57002 90600=",
"89272099999","2023-01-06T09:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","050,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0118,1","-0124,1","09672,1","99999,9,08037,1","7,1,006,1,+999,9","SYN05489272 46/// /0507 11118 21124 38037 49672 57006 90900=",
"89272099999","2023-01-06T12:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","070,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0124,1","-0156,1","09661,1","99999,9,08025,1","7,1,012,1,+999,9","SYN05489272 46/// /0708 11124 21156 38025 49661 57012 91200=",
"89272099999","2023-01-06T15:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","110,1,N,0057,1","99999,9,9,N","999999,9,9,9","-0094,1","-0128,1","09624,1","99999,9,08010,1","7,1,015,1,+999,9","SYN05489272 46/// /1111 11094 21128 38010 49624 57015 91500=",
"89272099999","2023-01-06T18:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","090,1,N,0103,1","99999,9,9,N","999999,9,9,9","-0083,1","-0117,1","09598,1","99999,9,07994,1","7,1,016,1,+999,9","SYN05489272 46/// /0920 11083 21117 37994 49598 57016 91800=",
"89272099999","2023-01-06T21:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","090,1,N,0077,1","99999,9,9,N","999999,9,9,9","-0086,1","-0114,1","09582,1","99999,9,07979,1","7,1,015,1,+999,9","SYN05489272 46/// /0915 11086 21114 37979 49582 57015 92100=",
"89272099999","2023-01-07T00:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","060,1,N,0077,1","99999,9,9,N","999999,9,9,9","-0097,1","-0121,1","09579,1","99999,9,07971,1","7,1,008,1,+999,9","SYN05489272 46/// /0615 11097 21121 37971 49579 57008 90000=",
"89272099999","2023-01-07T03:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","050,1,N,0088,1","99999,9,9,N","999999,9,9,9","-0111,1","-0124,1","09578,1","99999,9,07963,1","7,1,008,1,+999,9","SYN05489272 46/// /0517 11111 21124 37963 49578 57008 90300=",
"89272099999","2023-01-07T06:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","030,1,N,0103,1","99999,9,9,N","999999,9,9,9","-0108,1","-0121,1","09572,1","99999,9,07959,1","7,1,004,1,+999,9","SYN05489272 46/// /0320 11108 21121 37959 49572 57004 90600=",
"89272099999","2023-01-07T09:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","020,1,N,0175,1","99999,9,9,N","999999,9,9,9","-0110,1","+9999,9","09563,1","99999,9,07951,1","7,1,008,1,+999,9","SYN05489272 46/// /0234 11110 2//// 37951 49563 57008 90900=",
"89272099999","2023-01-07T12:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","010,1,N,0144,1","99999,9,9,N","999999,9,9,9","-0098,1","+9999,9","09573,1","99999,9,07965,1","2,1,014,1,+999,9","SYN05489272 46/// /0128 11098 2//// 37965 49573 52014 91200=",
"89272099999","2023-01-07T15:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","010,1,N,0118,1","99999,9,9,N","999999,9,9,9","-0076,1","+9999,9","09580,1","99999,9,07982,1","2,1,017,1,+999,9","SYN05489272 46/// /0123 11076 2//// 37982 49580 52017 91500=",
"89272099999","2023-01-07T18:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","010,1,N,0113,1","99999,9,9,N","999999,9,9,9","-0073,1","-0073,1","09587,1","99999,9,07990,1","2,1,008,1,+999,9","SYN05489272 46/// /0122 11073 21073 37990 49587 52008 91800=",
"89272099999","2023-01-07T21:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","010,1,N,0124,1","99999,9,9,N","999999,9,9,9","-0068,1","-0070,1","09600,1","99999,9,08003,1","2,1,013,1,+999,9","SYN05489272 46/// /0124 11068 21070 38003 49600 52013 92100=",
"89272099999","2023-01-08T00:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","010,1,N,0088,1","99999,9,9,N","999999,9,9,9","-0063,1","-0078,1","09604,1","99999,9,08009,1","2,1,006,1,+999,9","SYN05489272 46/// /0117 11063 21078 38009 49604 52006 90000=",
"89272099999","2023-01-08T03:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","360,1,N,0067,1","99999,9,9,N","999999,9,9,9","-0085,1","-0097,1","09622,1","99999,9,08013,1","2,1,004,1,+999,9","SYN05489272 46/// /3613 11085 21097 38013 49622 52004 90300=",
"89272099999","2023-01-08T06:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","360,1,N,0077,1","99999,9,9,N","999999,9,9,9","-0097,1","-0097,1","09643,1","99999,9,08024,1","2,1,011,1,+999,9","SYN05489272 46/// /3615 11097 21097 38024 49643 52011 90600=",
"89272099999","2023-01-08T09:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","350,1,N,0093,1","99999,9,9,N","999999,9,9,9","-0094,1","+9999,9","09643,1","99999,9,08026,1","2,1,002,1,+999,9","SYN05489272 46/// /3518 11094 2//// 38026 49643 52002 90900=",
"89272099999","2023-01-08T12:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","030,1,N,0098,1","99999,9,9,N","999999,9,9,9","-0087,1","-0100,1","09639,1","99999,9,08026,1","4,1,000,1,+999,9","SYN05489272 46/// /0319 11087 21100 38026 49639 54000 91200=",
"89272099999","2023-01-08T15:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","020,1,N,0108,1","99999,9,9,N","999999,9,9,9","-0080,1","-0088,1","09631,1","99999,9,08023,1","7,1,003,1,+999,9","SYN05489272 46/// /0221 11080 21088 38023 49631 57003 91500=",
"89272099999","2023-01-08T18:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","010,1,N,0129,1","99999,9,9,N","999999,9,9,9","-0074,1","+9999,9","09623,1","99999,9,08019,1","7,1,004,1,+999,9","SYN05489272 46/// /0125 11074 2//// 38019 49623 57004 91800=",
"89272099999","2023-01-08T21:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","360,1,N,0139,1","99999,9,9,N","999999,9,9,9","-0080,1","+9999,9","09621,1","99999,9,08014,1","7,1,005,1,+999,9","SYN05489272 46/// /3627 11080 2//// 38014 49621 57005 92100=",
"89272099999","2023-01-09T00:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","360,1,N,0124,1","99999,9,9,N","999999,9,9,9","-0090,1","+9999,9","09630,1","99999,9,08017,1","2,1,003,1,+999,9","SYN05489272 46/// /3624 11090 2//// 38017 49630 52003 90000=",
"89272099999","2023-01-09T03:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","350,1,N,0098,1","99999,9,9,N","999999,9,9,9","-0095,1","+9999,9","09632,1","99999,9,08016,1","7,1,001,1,+999,9","SYN05489272 46/// /3519 11095 2//// 38016 49632 57001 90300=",
"89272099999","2023-01-09T06:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","010,1,N,0057,1","99999,9,9,N","999999,9,9,9","-0105,1","-0118,1","09638,1","99999,9,08016,1","4,1,000,1,+999,9","SYN05489272 46/// /0111 11105 21118 38016 49638 54000 90600=",
"89272099999","2023-01-09T09:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","030,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0110,1","-0114,1","09629,1","99999,9,08006,1","7,1,010,1,+999,9","SYN05489272 46/// /0307 11110 21114 38006 49629 57010 90900=",
"89272099999","2023-01-09T12:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","999999,9,9,9","-0065,1","-0100,1","09587,1","99999,9,07994,1","7,1,012,1,+999,9","SYN05489272 46/// /9902 11065 21100 37994 49587 57012 91200=",
"89272099999","2023-01-09T15:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","100,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0040,1","-0079,1","09560,1","99999,9,07983,1","7,1,011,1,+999,9","SYN05489272 46/// /1004 11040 21079 37983 49560 57011 91500=",
"89272099999","2023-01-09T18:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","110,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0048,1","-0083,1","09552,1","99999,9,07973,1","7,1,010,1,+999,9","SYN05489272 46/// /1108 11048 21083 37973 49552 57010 91800=",
"89272099999","2023-01-09T21:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","100,1,N,0051,1","99999,9,9,N","999999,9,9,9","-0052,1","-0076,1","09547,1","99999,9,07967,1","7,1,006,1,+999,9","SYN05489272 46/// /1010 11052 21076 37967 49547 57006 92100=",
"89272099999","2023-01-10T00:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","110,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0054,1","-0061,1","09547,1","99999,9,07966,1","7,1,001,1,+999,9","SYN05489272 46/// /1105 11054 21061 37966 49547 57001 90000=",
"89272099999","2023-01-10T03:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","020,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0073,1","+9999,9","09566,1","99999,9,07972,1","2,1,006,1,+999,9","SYN05489272 46/// /0203 11073 2//// 37972 49566 52006 90300=",
"89272099999","2023-01-10T06:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","010,1,N,0046,1","99999,9,9,N","999999,9,9,9","-0081,1","+9999,9","09579,1","99999,9,07979,1","2,1,007,1,+999,9","SYN05489272 46/// /0109 11081 2//// 37979 49579 52007 90600=",
"89272099999","2023-01-10T09:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","340,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0080,1","+9999,9","09598,1","99999,9,07995,1","2,1,016,1,+999,9","SYN05489272 46/// /3406 11080 2//// 37995 49598 52016 90900=",
"89272099999","2023-01-10T12:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","340,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0075,1","-0077,1","09613,1","99999,9,08010,1","2,1,015,1,+999,9","SYN05489272 46/// /3408 11075 21077 38010 49613 52015 91200=",
"89272099999","2023-01-10T15:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","350,1,N,0082,1","99999,9,9,N","999999,9,9,9","-0073,1","-0076,1","09623,1","99999,9,08020,1","2,1,010,1,+999,9","SYN05489272 46/// /3516 11073 21076 38020 49623 52010 91500=",
"89272099999","2023-01-10T18:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","350,1,N,0082,1","99999,9,9,N","999999,9,9,9","-0071,1","-0074,1","09640,1","99999,9,08035,1","2,1,015,1,+999,9","SYN05489272 46/// /3516 11071 21074 38035 49640 52015 91800=",
"89272099999","2023-01-10T21:00:00","4","-74.8","-71.4833333","1589.0","UNIVERSITY WI ID 8917 SKI BLU, AY","FM-12","99999","V020","340,1,N,0093,1","99999,9,9,N","999999,9,9,9","-0077,1","-0082,1","09659,1","99999,9,08048,1","2,1,013,1,+999,9","SYN05489272 46/// /3418 11077 21082 38048 49659 52013 92100=",
