"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","MA1","MD1","REM"
"94406099999","2023-01-03T18:00:00","4","-26.8166666","114.6166666","136.0","BILLABONG ASA, AS","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10008,1","99999,9,09864,1",,"SYN03094406 46/// ///// 39864 40008="
"94406099999","2023-01-03T19:00:00","4","-26.8166666","114.6166666","136.0","BILLABONG ASA, AS","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10011,1","99999,9,09867,1","3,1,004,1,+999,9","SYN03694406 45/// ///// 39867 40011 53004="
"94406099999","2023-01-03T20:00:00","4","-26.8166666","114.6166666","136.0","BILLABONG ASA, AS","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10013,1","99999,9,09869,1",,"SYN03094406 46/// ///// 39869 40013="
"94406099999","2023-01-03T21:00:00","4","-26.8166666","114.6166666","136.0","BILLABONG ASA, AS","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10018,1","99999,9,09874,1",,"SYN03094406 46/// ///// 39874 40018="
"94406099999","2023-01-03T22:00:00","4","-26.8166666","114.6166666","136.0","BILLABONG ASA, AS","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10024,1","99999,9,09880,1","3,1,013,1,+999,9","SYN03694406 45/// ///// 39880 40024 53013="
"94406099999","2023-01-03T23:00:00","4","-26.8166666","114.6166666","136.0","BILLABONG ASA, AS","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10030,1","99999,9,09886,1",,"SYN03094406 46/// ///// 39886 40030="
"94406099999","2023-01-04T00:00:00","4","-26.8166666","114.6166666","136.0","BILLABONG ASA, AS","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10033,1","99999,9,09889,1",,"SYN03094406 46/// ///// 39889 40033="
"94406099999","2023-01-04T01:00:00","4","-26.8166666","114.6166666","136.0","BILLABONG ASA, AS","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10035,1","99999,9,09891,1","1,1,011,1,+999,9","SYN03694406 45/// ///// 39891 40035 51011="
"94406099999","2023-01-04T02:00:00","4","-26.8166666","114.6166666","136.0","BILLABONG ASA, AS","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10032,1","99999,9,09888,1",,"SYN03094406 46/// ///// 39888 40032="
"94406099999","2023-01-04T03:00:00","4","-26.8166666","114.6166666","136.0","BILLABONG ASA, AS","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10028,1","99999,9,09884,1",,"SYN03094406 46/// ///// 39884 40028="
"94406099999","2023-01-04T04:00:00","4","-26.8166666","114.6166666","136.0","BILLABONG ASA, AS","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10022,1","99999,9,09878,1","8,1,013,1,+999,9","SYN03694406 45/// ///// 39878 40022 58013="
"94406099999","2023-01-04T05:00:00","4","-26.8166666","114.6166666","136.0","BILLABONG ASA, AS","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10015,1","99999,9,09871,1",,"SYN03094406 46/// ///// 39871 40015="
"94406099999","2023-01-04T06:00:00","4","-26.8166666","114.6166666","136.0","BILLABONG ASA, AS","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10006,1","99999,9,09862,1",,"SYN03094406 46/// ///// 39862 40006="
"94406099999","2023-01-04T07:00:00","4","-26.8166666","114.6166666","136.0","BILLABONG ASA, AS","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10000,1","99999,9,09856,1","6,1,022,1,+999,9","SYN03694406 45/// ///// 39856 40000 56022="
"94406099999","2023-01-04T08:00:00","4","-26.8166666","114.6166666","136.0","BILLABONG ASA, AS","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","09995,1","99999,9,09851,1",,"SYN03094406 46/// ///// 39851 49995="
"94406099999","2023-01-04T09:00:00","4","-26.8166666","114.6166666","136.0","BILLABONG ASA, AS","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","09992,1","99999,9,09848,1",,"SYN03094406 46/// ///// 39848 49992="
"94406099999","2023-01-04T10:00:00","4","-26.8166666","114.6166666","136.0","BILLABONG ASA, AS","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","09992,1","99999,9,09848,1","6,1,008,1,+999,9","SYN03694406 45/// ///// 39848 49992 56008="
"94406099999","2023-01-04T11:00:00","4","-26.8166666","114.6166666","136.0","BILLABONG ASA, AS","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","09997,1","99999,9,09853,1",,"SYN03094406 46/// ///// 39853 49997="
"94406099999","2023-01-04T12:00:00","4","-26.8166666","114.6166666","136.0","BILLABONG ASA, AS","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10004,1","99999,9,09860,1",,"SYN03094406 46/// ///// 39860 40004="
"94406099999","2023-01-04T13:00:00","4","-26.8166666","114.6166666","136.0","BILLABONG ASA, AS","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10009,1","99999,9,09865,1","2,1,017,1,+999,9","SYN03694406 45/// ///// 39865 40009 52017="
"94406099999","2023-01-04T14:00:00","4","-26.8166666","114.6166666","136.0","BILLABONG ASA, AS","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10014,1","99999,9,09870,1",,"SYN03094406 46/// ///// 39870 40014="
"94406099999","2023-01-04T15:00:00","4","-26.8166666","114.6166666","136.0","BILLABONG ASA, AS","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10014,1","99999,9,09870,1",,"SYN03094406 46/// ///// 39870 40014="
"94406099999","2023-01-04T16:00:00","4","-26.8166666","114.6166666","136.0","BILLABONG ASA, AS","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10013,1","99999,9,09869,1","9,9,004,1,+999,9","SYN03694406 45/// ///// 39869 40013 50004="
"94406099999","2023-01-04T17:00:00","4","-26.8166666","114.6166666","136.0","BILLABONG ASA, AS","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10012,1","99999,9,09868,1",,"SYN03094406 46/// ///// 39868 40012="
"94406099999","2023-01-04T18:00:00","4","-26.8166666","114.6166666","136.0","BILLABONG ASA, AS","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10015,1","99999,9,09871,1",,"SYN03094406 46/// ///// 39871 40015="
"94406099999","2023-01-04T19:00:00","4","-26.8166666","114.6166666","136.0","BILLABONG ASA, AS","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10015,1","99999,9,09871,1","3,1,002,1,+999,9","SYN03694406 45/// ///// 39871 40015 53002="
"94406099999","2023-01-04T20:00:00","4","-26.8166666","114.6166666","136.0","BILLABONG ASA, AS","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10019,1","99999,9,09875,1",,"SYN03094406 46/// ///// 39875 40019="
