"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","MD1","OD1","SA1","REM","EQD"
"99729099999","2023-01-01T00:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0085,1","+9999,9","10099,1",,"5,99,0005,1,999","+048,1","SYN074BRHC3 46/// /0000 10085 40099 92336 222// 00048 333 91201 555 11000 22000=",
"99729099999","2023-01-01T01:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0085,1","+9999,9","10096,1",,"5,99,0000,1,999","+047,1","SYN074BRHC3 46/// /0000 10085 40096 90036 222// 00047 333 91200 555 11000 22000=",
"99729099999","2023-01-01T02:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0084,1","+9999,9","10083,1",,"5,99,0000,1,999","+048,1","SYN074BRHC3 46/// /0000 10084 40083 90148 222// 00048 333 91200 555 11000 22000=",
"99729099999","2023-01-01T03:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","240,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0086,1","+9999,9","10077,1","6,1,022,1,+999,9","5,99,0015,1,999","+048,1","SYN080BRHC3 46/// /2402 10086 40077 56022 90300 222// 00048 333 91203 555 11002 22002=",
"99729099999","2023-01-01T04:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10066,1","8,1,025,1,+999,9","5,99,0005,1,999","+050,1","SYN080BRHC3 46/// /0000 1//// 40066 58025 90400 222// 00050 333 91201 555 11001 22001=",
"99729099999","2023-01-01T05:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","210,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0092,1","+9999,9","10072,1","5,1,009,1,+999,9","5,99,0036,1,999","+048,1","SYN080BRHC3 46/// /2105 10092 40072 55009 90500 222// 00048 333 91207 555 11005 22005=",
"99729099999","2023-01-01T06:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","330,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0095,1","+9999,9","10049,1","8,1,028,1,+999,9","5,99,0015,1,999","+049,1","SYN080BRHC3 46/// /3302 10095 40049 58028 90600 222// 00049 333 91203 555 11002 22002=",
"99729099999","2023-01-01T07:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0099,1","+9999,9","10051,1","8,1,015,1,+999,9","5,99,0010,1,999","+050,1","SYN080BRHC3 46/// /0000 10099 40051 58015 90700 222// 00050 333 91202 555 11000 22000=",
"99729099999","2023-01-01T08:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","250,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0097,1","+9999,9","10059,1","5,1,013,1,+999,9","5,99,0036,1,999","+050,1","SYN080BRHC3 46/// /2505 10097 40059 55013 90800 222// 00050 333 91207 555 11005 22005=",
"99729099999","2023-01-01T09:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","220,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0083,1","+9999,9","10061,1","2,1,012,1,+999,9","5,99,0026,1,999","+049,1","SYN080BRHC3 46/// /2203 10083 40061 52012 90900 222// 00049 333 91205 555 11003 22003=",
"99729099999","2023-01-01T10:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","230,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0089,1","+9999,9","10066,1","1,1,015,1,+999,9","5,99,0026,1,999","+050,1","SYN080BRHC3 46/// /2303 10089 40066 51015 91000 222// 00050 333 91205 555 11003 22004=",
"99729099999","2023-01-01T11:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","230,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0080,1","+9999,9","10072,1","3,1,013,1,+999,9","5,99,0031,1,999","+050,1","SYN080BRHC3 46/// /2305 10080 40072 53013 91100 222// 00050 333 91206 555 11005 22005=",
"99729099999","2023-01-01T12:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","240,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0078,1","+9999,9","10085,1","3,1,024,1,+999,9","5,99,0041,1,999","+051,1","SYN080BRHC3 46/// /2405 10078 40085 53024 91200 222// 00051 333 91208 555 11005 22006=",
"99729099999","2023-01-01T13:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","290,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0086,1","+9999,9","10093,1","3,1,027,1,+999,9","5,99,0046,1,999","+051,1","SYN080BRHC3 46/// /2905 10086 40093 53027 91300 222// 00051 333 91209 555 11005 22006=",
"99729099999","2023-01-01T14:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","310,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0104,1","+9999,9","10100,1","1,1,028,1,+999,9","5,99,0031,1,999","+051,1","SYN080BRHC3 46/// /3104 10104 40100 51028 91400 222// 00051 333 91206 555 11004 22004=",
"99729099999","2023-01-01T15:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","320,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0114,1","+9999,9","10109,1","3,1,024,1,+999,9","5,99,0072,1,999","+052,1","SYN080BRHC3 46/// /3208 10114 40109 53024 91500 222// 00052 333 91214 555 11008 22009=",
"99729099999","2023-01-01T16:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","330,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0116,1","+9999,9","10117,1","3,1,024,1,+999,9","5,99,0067,1,999","+050,1","SYN080BRHC3 46/// /3308 10116 40117 53024 91600 222// 00050 333 91213 555 11008 22009=",
"99729099999","2023-01-01T17:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","320,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0109,1","+9999,9","10114,1","9,9,014,1,+999,9","5,99,0057,1,999","+050,1","SYN080BRHC3 46/// /3206 10109 40114 50014 91700 222// 00050 333 91211 555 11006 22007=",
"99729099999","2023-01-01T18:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","330,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0116,1","+9999,9","10118,1","1,1,009,1,+999,9","5,99,0067,1,999","+051,1","SYN080BRHC3 46/// /3307 10116 40118 51009 91800 222// 00051 333 91213 555 11008 22008=",
"99729099999","2023-01-01T19:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","310,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0114,1","+9999,9","10120,1","3,1,003,1,+999,9","5,99,0062,1,999","+051,1","SYN080BRHC3 46/// /3105 10114 40120 53003 91900 222// 00051 333 91212 555 11006 22006=",
"99729099999","2023-01-01T20:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","310,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0112,1","+9999,9","10122,1","1,1,008,1,+999,9","5,99,0041,1,999","+051,1","SYN080BRHC3 46/// /3105 10112 40122 51008 92000 222// 00051 333 91208 555 11005 22005=",
"99729099999","2023-01-01T21:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","290,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0107,1","+9999,9","10132,1","3,1,014,1,+999,9","5,99,0046,1,999","+052,1","SYN080BRHC3 46/// /2906 10107 40132 53014 92100 222// 00052 333 91209 555 11006 22006=",
"99729099999","2023-01-01T22:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","300,1,N,0015,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10138,1","3,1,018,1,+999,9","5,99,0021,1,999","+053,1","SYN080BRHC3 46/// /3003 1//// 40138 53018 92200 222// 00053 333 91204 555 11003 22003=",
"99729099999","2023-01-01T23:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","300,1,N,0005,1","99999,9,9,N","999999,9,9,9","+0087,1","+9999,9","10140,1","1,1,018,1,+999,9","5,99,0015,1,999","+053,1","SYN080BRHC3 46/// /3001 10087 40140 51018 92300 222// 00053 333 91203 555 11001 22001=",
"99729099999","2023-01-02T00:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","260,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0081,1","+9999,9","10147,1","3,1,015,1,+999,9","5,99,0021,1,999","+053,1","SYN080BRHC3 46/// /2603 10081 40147 53015 90000 222// 00053 333 91204 555 11003 22003=",
"99729099999","2023-01-02T01:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","270,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0076,1","+9999,9","10154,1","3,1,016,1,+999,9","5,99,0021,1,999","+053,1","SYN080BRHC3 46/// /2702 10076 40154 53016 90100 222// 00053 333 91204 555 11002 22002=",
"99729099999","2023-01-02T02:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","220,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0067,1","+9999,9","10160,1","1,1,020,1,+999,9","5,99,0021,1,999","+055,1","SYN080BRHC3 46/// /2202 10067 40160 51020 90200 222// 00055 333 91204 555 11002 22003=",
"99729099999","2023-01-02T03:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","220,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0063,1","+9999,9","10162,1","1,1,015,1,+999,9","5,99,0015,1,999","+054,1","SYN080BRHC3 46/// /2203 10063 40162 51015 90300 222// 00054 333 91203 555 11003 22003=",
"99729099999","2023-01-02T04:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","230,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0066,1","+9999,9","10164,1","1,1,010,1,+999,9","5,99,0021,1,999",,"SYN068BRHC3 46/// /2303 10066 40164 51010 90400 333 91204 555 11003 22004=",
"99729099999","2023-01-02T05:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","200,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0064,1","+9999,9","10160,1","9,9,000,1,+999,9","5,99,0026,1,999","+054,1","SYN080BRHC3 46/// /2005 10064 40160 50000 90500 222// 00054 333 91205 555 11005 22005=",
"99729099999","2023-01-02T06:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","360,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0058,1","+9999,9","10159,1","7,1,003,1,+999,9","5,99,0021,1,999","+052,1","SYN080BRHC3 46/// /3602 10058 40159 57003 90600 222// 00052 333 91204 555 11002 22003=",
"99729099999","2023-01-02T07:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","350,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0042,1","+9999,9","10164,1","5,1,000,1,+999,9","5,99,0015,1,999","+053,1","SYN080BRHC3 46/// /3503 10042 40164 55000 90700 222// 00053 333 91203 555 11003 22003=",
"99729099999","2023-01-02T08:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0034,1","+9999,9","10172,1","3,1,012,1,+999,9","5,99,0010,1,999","+054,1","SYN080BRHC3 46/// /0000 10034 40172 53012 90800 222// 00054 333 91202 555 11001 22001=",
"99729099999","2023-01-02T09:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","360,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0024,1","+9999,9","10175,1","1,1,016,1,+999,9","5,99,0015,1,999","+053,1","SYN080BRHC3 46/// /3602 10024 40175 51016 90900 222// 00053 333 91203 555 11002 22002=",
"99729099999","2023-01-02T10:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","340,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0017,1","+9999,9","10176,1","1,1,012,1,+999,9","5,99,0015,1,999","+055,1","SYN080BRHC3 46/// /3402 10017 40176 51012 91000 222// 00055 333 91203 555 11002 22002=",
"99729099999","2023-01-02T11:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","340,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0012,1","+9999,9","10184,1","3,1,012,1,+999,9","5,99,0015,1,999","+055,1","SYN080BRHC3 46/// /3402 10012 40184 53012 91100 222// 00055 333 91203 555 11002 22002=",
"99729099999","2023-01-02T12:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","350,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0012,1","+9999,9","10185,1","2,1,010,1,+999,9","5,99,0015,1,999","+055,1","SYN080BRHC3 46/// /3503 10012 40185 52010 91200 222// 00055 333 91203 555 11003 22003=",
"99729099999","2023-01-02T13:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","300,1,N,0005,1","99999,9,9,N","999999,9,9,9","+0018,1","+9999,9","10195,1","3,1,019,1,+999,9","5,99,0010,1,999","+056,1","SYN080BRHC3 46/// /3001 10018 40195 53019 91300 222// 00056 333 91202 555 11001 22002=",
"99729099999","2023-01-02T14:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","340,1,N,0005,1","99999,9,9,N","999999,9,9,9","+0030,1","+9999,9","10196,1","2,1,012,1,+999,9","5,99,0015,1,999","+056,1","SYN080BRHC3 46/// /3401 10030 40196 52012 91400 222// 00056 333 91203 555 11001 22002=",
"99729099999","2023-01-02T15:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","230,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0053,1","+9999,9","10199,1","1,1,014,1,+999,9","5,99,0010,1,999","+056,1","SYN080BRHC3 46/// /2302 10053 40199 51014 91500 222// 00056 333 91202 555 11002 22002=",
"99729099999","2023-01-02T16:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","230,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0065,1","+9999,9","10194,1","9,9,000,1,+999,9","5,99,0026,1,999","+055,1","SYN080BRHC3 46/// /2304 10065 40194 50000 91600 222// 00055 333 91205 555 11004 22004=",
"99729099999","2023-01-02T17:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","210,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0073,1","+9999,9","10186,1","8,1,010,1,+999,9","5,99,0031,1,999","+055,1","SYN080BRHC3 46/// /2104 10073 40186 58010 91700 222// 00055 333 91206 555 11004 22005=",
"99729099999","2023-01-02T18:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","230,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0089,1","+9999,9","10186,1","6,1,013,1,+999,9","5,99,0051,1,999","+056,1","SYN080BRHC3 46/// /2307 10089 40186 56013 91800 222// 00056 333 91210 555 11007 22008=",
"99729099999","2023-01-02T19:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","210,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0095,1","+9999,9","10185,1","6,1,009,1,+999,9","5,99,0036,1,999","+056,1","SYN080BRHC3 46/// /2105 10095 40185 56009 91900 222// 00056 333 91207 555 11006 22006=",
"99729099999","2023-01-02T20:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","220,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0098,1","+9999,9","10189,1","3,1,003,1,+999,9","5,99,0046,1,999","+055,1","SYN080BRHC3 46/// /2205 10098 40189 53003 92000 222// 00055 333 91209 555 11005 22006=",
"99729099999","2023-01-02T21:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","230,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0093,1","+9999,9","10194,1","3,1,008,1,+999,9","5,99,0026,1,999","+055,1","SYN080BRHC3 46/// /2304 10093 40194 53008 92100 222// 00055 333 91205 555 11004 22004=",
"99729099999","2023-01-02T22:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","220,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0087,1","+9999,9","10195,1","1,1,010,1,+999,9","5,99,0015,1,999","+056,1","SYN080BRHC3 46/// /2203 10087 40195 51010 92200 222// 00056 333 91203 555 11003 22003=",
"99729099999","2023-01-02T23:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","230,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0078,1","+9999,9","10198,1","1,1,009,1,+999,9","5,99,0026,1,999","+056,1","SYN080BRHC3 46/// /2304 10078 40198 51009 92300 222// 00056 333 91205 555 11004 22004=",
"99729099999","2023-01-03T00:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0071,1","+9999,9","10201,1","3,1,007,1,+999,9","5,99,0015,1,999","+056,1","SYN080BRHC3 46/// /0000 10071 40201 53007 90000 222// 00056 333 91203 555 11000 22000=",
"99729099999","2023-01-03T01:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","360,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0058,1","+9999,9","10204,1","2,1,009,1,+999,9","5,99,0015,1,999","+055,1","SYN080BRHC3 46/// /3602 10058 40204 52009 90100 222// 00055 333 91203 555 11002 22002=",
"99729099999","2023-01-03T02:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","350,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0057,1","+9999,9","10206,1","1,1,008,1,+999,9","5,99,0015,1,999","+056,1","SYN080BRHC3 46/// /3502 10057 40206 51008 90200 222// 00056 333 91203 555 11002 22003=",
"99729099999","2023-01-03T03:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","020,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0057,1","+9999,9","10208,1","1,1,007,1,+999,9","5,99,0015,1,999","+057,1","SYN080BRHC3 46/// /0202 10057 40208 51007 90300 222// 00057 333 91203 555 11002 22002=",
"99729099999","2023-01-03T04:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","040,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0062,1","+9999,9","10207,1","2,1,003,1,+999,9","5,99,0015,1,999","+057,1","SYN080BRHC3 46/// /0402 10062 40207 52003 90400 222// 00057 333 91203 555 11002 22002=",
"99729099999","2023-01-03T05:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","020,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0060,1","+9999,9","10201,1","8,1,005,1,+999,9","5,99,0010,1,999","+058,1","SYN080BRHC3 46/// /0202 10060 40201 58005 90500 222// 00058 333 91202 555 11002 22002=",
"99729099999","2023-01-03T06:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","360,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0061,1","+9999,9","10200,1","7,1,008,1,+999,9","5,99,0010,1,999","+057,1","SYN080BRHC3 46/// /3602 10061 40200 57008 90600 222// 00057 333 91202 555 11002 22002=",
"99729099999","2023-01-03T07:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","070,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0063,1","+9999,9","10200,1","6,1,007,1,+999,9","5,99,0015,1,999","+056,1","SYN080BRHC3 46/// /0702 10063 40200 56007 90700 222// 00056 333 91203 555 11002 22002=",
"99729099999","2023-01-03T08:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","040,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0064,1","+9999,9","10199,1","4,1,000,1,+999,9","5,99,0021,1,999","+056,1","SYN080BRHC3 46/// /0402 10064 40199 54000 90800 222// 00056 333 91204 555 11002 22003=",
"99729099999","2023-01-03T09:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","060,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0062,1","+9999,9","10197,1","7,1,003,1,+999,9","5,99,0021,1,999","+058,1","SYN080BRHC3 46/// /0603 10062 40197 57003 90900 222// 00058 333 91204 555 11003 22004=",
"99729099999","2023-01-03T10:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","060,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0059,1","+9999,9","10191,1","8,1,009,1,+999,9","5,99,0015,1,999","+056,1","SYN080BRHC3 46/// /0602 10059 40191 58009 91000 222// 00056 333 91203 555 11002 22002=",
"99729099999","2023-01-03T11:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","050,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0060,1","+9999,9","10185,1","8,1,014,1,+999,9","5,99,0031,1,999","+057,1","SYN080BRHC3 46/// /0504 10060 40185 58014 91100 222// 00057 333 91206 555 11004 22004=",
"99729099999","2023-01-03T12:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","060,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0061,1","+9999,9","10184,1","6,1,013,1,+999,9","5,99,0026,1,999","+057,1","SYN080BRHC3 46/// /0603 10061 40184 56013 91200 222// 00057 333 91205 555 11003 22004=",
"99729099999","2023-01-03T13:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","060,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0061,1","+9999,9","10176,1","8,1,015,1,+999,9","5,99,0026,1,999","+057,1","SYN080BRHC3 46/// /0603 10061 40176 58015 91300 222// 00057 333 91205 555 11003 22004=",
"99729099999","2023-01-03T14:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","070,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0066,1","+9999,9","10170,1",,"5,99,0026,1,999","+057,1","SYN074BRHC3 46/// /0704 10066 40170 91342 222// 00057 333 91205 555 11004 22004=",
"99729099999","2023-01-03T15:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","340,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0069,1","+9999,9","10162,1","6,1,022,1,+999,9","5,99,0021,1,999","+058,1","SYN080BRHC3 46/// /3404 10069 40162 56022 91500 222// 00058 333 91204 555 11004 22004=",
"99729099999","2023-01-03T16:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","030,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0078,1","+9999,9","10151,1","8,1,025,1,+999,9","5,99,0021,1,999","+058,1","SYN080BRHC3 46/// /0302 10078 40151 58025 91600 222// 00058 333 91204 555 11002 22002=",
"99729099999","2023-01-03T17:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","050,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0082,1","+9999,9","10137,1","8,1,030,1,+999,9","5,99,0021,1,999","+057,1","SYN080BRHC3 46/// /0503 10082 40137 58030 91700 222// 00057 333 91204 555 11003 22004=",
"99729099999","2023-01-03T18:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","350,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0085,1","+9999,9","10121,1","8,1,041,1,+999,9","5,99,0021,1,999","+057,1","SYN080BRHC3 46/// /3503 10085 40121 58041 91800 222// 00057 333 91204 555 11003 22003=",
"99729099999","2023-01-03T19:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","160,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0083,1","+9999,9","10110,1","6,1,041,1,+999,9","5,99,0026,1,999","+057,1","SYN080BRHC3 46/// /1604 10083 40110 56041 91900 222// 00057 333 91205 555 11004 22004=",
"99729099999","2023-01-03T20:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","170,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0079,1","+9999,9","10107,1","6,1,030,1,+999,9","5,99,0031,1,999","+056,1","SYN080BRHC3 46/// /1704 10079 40107 56030 92000 222// 00056 333 91206 555 11004 22004=",
"99729099999","2023-01-03T21:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","160,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0074,1","+9999,9","10102,1","6,1,019,1,+999,9","5,99,0021,1,999","+057,1","SYN080BRHC3 46/// /1603 10074 40102 56019 92100 222// 00057 333 91204 555 11003 22003=",
"99729099999","2023-01-03T22:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","160,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0074,1","+9999,9","10096,1","8,1,014,1,+999,9","5,99,0015,1,999","+057,1","SYN080BRHC3 46/// /1602 10074 40096 58014 92200 222// 00057 333 91203 555 11002 22002=",
"99729099999","2023-01-03T23:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0083,1","+9999,9","10095,1","6,1,012,1,+999,9","5,99,0005,1,999","+057,1","SYN080BRHC3 46/// /0000 10083 40095 56012 92300 222// 00057 333 91201 555 11000 22000=",
"99729099999","2023-01-04T00:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","160,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0093,1","+9999,9","10097,1","6,1,005,1,+999,9","5,99,0015,1,999","+057,1","SYN080BRHC3 46/// /1603 10093 40097 56005 90000 222// 00057 333 91203 555 11003 22003=",
"99729099999","2023-01-04T01:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","170,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0077,1","+9999,9","10094,1","9,9,000,1,+999,9","5,99,0026,1,999","+058,1","SYN080BRHC3 46/// /1704 10077 40094 50000 90100 222// 00058 333 91205 555 11004 22004=",
"99729099999","2023-01-04T02:00:00","4","41.17","-73.18","10.0","BRIDGEPORT, CT US","FM-13","99999","V020","240,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0083,1","+9999,9","10093,1","4,1,000,1,+999,9","5,99,0015,1,999","+058,1","SYN080BRHC3 46/// /2402 10083 40093 54000 90200 222// 00058 333 91203 555 11002 22002=",
